60_4,CAR_6d533a2fde811a50b869bf95df2e1da0a5d589b7,0,0
60_4,CAR_57699520d90eff59bef6bb0afb5cee592af4053a,0,0
60_4,CAR_37d0f3b6740a48a33109240e6ab8e56b9fe1a177,0,0
60_4,CAR_2614a5aa2205ff8807eff83058812eb6ddbb27f5,0,0
60_4,CAR_4832beb4131be5f4b0913ee1b02a7032f9f2c31c,0,0
60_4,CAR_4aa3216bf25982cee1809011283949377d84660d,0,0
60_4,CAR_32c99202eae2ac4421f9505b752268b5043225cb,0,0
60_4,CAR_2752bc21ae9c19756d190fd11480b0f83f432580,0,0
60_4,CAR_6250ba0d99ff67c601a552c2a105d8fb4083f747,0,0
60_4,CAR_3259ab8b78e61875177067b09fcc080aea5559d1,0,0
60_4,CAR_6182f8135ae76b40a5c1cc42eed4ad5b8d6323b9,0,0
60_4,CAR_2d47528f172443fd71a60324c480f4dc2ed57eac,0,0
60_6,CAR_035790d20c96403ed8e26ad211da48722c7858e3,1,0
60_6,CAR_051164c0c55cccb18f3d9fc02e657d160ca3774c,2,1
60_6,CAR_0868d4f8c1f2e2324d2173d1965b9f4e3f687c4a,0,1
60_6,CAR_020977cd270e4fede33ef616ffd946093a091dab,0,1
60_6,CAR_1b294cf0286770ad95b00887689bdf1a67381a50,0,0
60_6,CAR_111f307a4dff09de1e4f90d4fbd6a50900231c5d,0,0
60_6,CAR_1ad2dc1891e61db830bdd9a0d5d10f090f1bb199,0,0
60_6,CAR_0222462aa26d8e75673fc446f0bc1e1fa97ed52b,0,0
60_6,CAR_14464be5a36e3643dbfec8351559086d3ce1b525,0,0
60_6,CAR_0020d3836d92d9d79cc785ed0670140e79e57c3a,0,0
60_6,CAR_059576e3a4ba40e5385bfb33cce11a2334d31422,0,0
60_6,CAR_111ba0ad10eef1da840807178abeb33bd10a80ac,0,0
60_5,CAR_13176adbcacc9a34aebe33e1fef5be94cde88747,1,1
60_5,MARCO_5636439,0,2
60_5,MARCO_5636438,0,2
60_5,CAR_38267fa0bebe5f0c80c39104386808de6f2926b7,0,0
60_5,MARCO_5636441,0,2
60_5,CAR_222f5c5688663994aa534123e8d30db20be177a9,0,0
60_5,CAR_1d2bb28db44d9d2f61a454890d55e9cdeec5a7f2,0,0
60_5,CAR_506ad77d15e10c92d9bc2dba390fdbeac8be1fb9,0,0
60_5,CAR_3ecb5dfbd792dd6cc03b0a85ebde92974af8d6c7,0,0
60_5,CAR_14464be5a36e3643dbfec8351559086d3ce1b525,1,1
60_5,CAR_21c0942d1a22c1997d9a62188e6a16c74d3cf090,0,0
60_5,CAR_2146ac84455c40704305e07d6660a6d90e6af468,0,0
60_5,CAR_111ba0ad10eef1da840807178abeb33bd10a80ac,1,1
60_5,CAR_128855e0ad36a60d43f484c5650ea5a4508ba0ef,0,0
