43_1,CAR_17ef3c306dacf969d7fe0862c82b8ad4c308243a,0,0
43_1,CAR_25e5e90f3f13beac9a7dd036d010665691e634f4,1,1
43_1,CAR_0d02625873233b6bfd558dd6024d475ea6336a09,0,0
43_1,CAR_1ecf0746bb0a0a4f61f689913fdcd7dfcc85b7a0,0,0
43_1,CAR_107581dfd05b1153ae9d6576f845917203717bbe,0,0
43_1,CAR_04445caab5bf5af11433ed008f1d845fad677d84,0,0
43_1,CAR_1c9130989727e2f74b225ccc18d6e3188b7c172a,0,0
43_1,CAR_107815290807b1bc0552578b79030cbab691debb,0,1
43_1,CAR_128f60afb34309b2cd8a458c1015d4576eb0c8ce,0,0
43_1,CAR_16815b85e3ac0c1d90d3537f8f576fc74663695e,0,0
43_1,CAR_0b8dbc4f6c3a9e33d49d56492c77f14aa39e083a,0,0
43_1,CAR_16da561b98e7e778cc31003de35ae0a16b892326,1,1
43_1,CAR_24dc3203df093fba4c38f9b8309d72f86a0e9eb7,0,0
43_2,CAR_22c362fe5b4f23fa1bbe25a7b83d368010015a4f,4,3
43_2,CAR_1f08be458080d039bac42e68a8a493b7cb1f2d4a,0,1
43_2,CAR_1af9dc43b066e8ea781194f1199432ffc3851da0,0,0
43_2,CAR_14bf18b15ba2586b2c8afe4730f4f45c80b95b62,0,0
43_2,CAR_1d2a6d8421cacbcc6bd68e93ddd5849adcdcd63e,0,0
43_2,CAR_1ff777c40bc250e623651b63166062b147d7991f,0,0
43_2,CAR_16da561b98e7e778cc31003de35ae0a16b892326,2,0
43_2,CAR_16cb1014ce254a9419bd6c48cca052efbaf08918,0,0
43_2,CAR_1b24d9ff1ad635ed3bd8b364609234964fb77742,0,0
43_2,CAR_1ceb5462cdb5896c6a646bd756df0e42071771aa,3,4
43_3,CAR_14c89e14d4a0c9d8ec06b9ac35799719dd371021,0,0
43_3,CAR_0e192eb06b6f80d7c20fce6acd570050339b523f,0,0
43_3,CAR_128f60afb34309b2cd8a458c1015d4576eb0c8ce,0,0
43_3,CAR_136e41af4dbac70fb7835cced9da85e2c8e937f1,1,0
43_3,CAR_0b1077491bec2533190d8fd2e714d7ad0594b9eb,0,0
43_3,CAR_0ceedb852e75949067bfb0ded441c7d7066ea66f,0,0
43_3,CAR_0b8dbc4f6c3a9e33d49d56492c77f14aa39e083a,0,0
43_3,CAR_12620ae6b512886d8f11f7f66edf366ba7173d93,2,2
43_3,CAR_13080b67d69ab76943841810da12878c0745c5c4,0,0
43_3,CAR_128361c5ec7a4e5d47bf9d34475d4b0aadc7bf41,0,0
