38_2,CAR_34e2369a52f2009385d753196d7186294affc2bf,0,0
38_2,CAR_2c7744695f3e72b9ad57b39f45c3aac8ce744af0,2,2
38_2,CAR_162826f4401cb5a3680097c02eefdd369019f3ac,1,0
38_2,CAR_2cc7f40372b23b02791b4fa149130fafa88f61cd,0,0
38_2,CAR_03d3fc1f5d38d3c3cc320614ccaa3bbba375680f,1,1
38_2,CAR_1b6cb66524d8037530b6ed8b4d509c3885ff8b1b,0,0
38_2,CAR_3a1973e7502f1d11c99f1cfccde4f4f6b18352e7,0,0
38_2,CAR_1f0c2517ea99503cc2a8d5c286d7616ec2e4040d,2,2
38_2,CAR_45e0705a3570ff2185b5e9a83d719a8991485d53,1,0
38_3,CAR_1ae3cc431c473b4a20b60db9c6734362f251f44a,0,0
38_3,CAR_5458e8d7aef845494113875dd9a02a9c8bf051c2,0,0
38_3,CAR_03d3fc1f5d38d3c3cc320614ccaa3bbba375680f,1,1
38_3,MARCO_3286369,2,2
38_3,CAR_4e5ea7478ad3251c36ea12a24169dcf05ea03d7f,0,3
38_3,CAR_0cc3ebbdaeef192368f159c718b564f98f6dcdcb,1,1,1
38_3,CAR_4f2605ce06d50ce89362b03baad8a7a2a7dff697,0,0
38_3,MARCO_3346025,4,1
38_3,CAR_1f0c2517ea99503cc2a8d5c286d7616ec2e4040d,1,1
38_3,CAR_509f70d0d020e266727c6d3cd1d9a630ad9defd3,3,3
38_3,CAR_50300e6de4b3cf909f612eb27b55e4e0e5aab1f7,0,1
38_3,CAR_2b5d3aaecd30240b88813baa0368b87a0bfa1f9f,2,2
38_3,CAR_2c7744695f3e72b9ad57b39f45c3aac8ce744af0,0,0
38_3,CAR_162826f4401cb5a3680097c02eefdd369019f3ac,1,0
38_3,MARCO_331846,2,0
38_3,CAR_2cc7f40372b23b02791b4fa149130fafa88f61cd,1,0
38_3,CAR_1a81d2d9eca4d4b8d862b379e23c7a1bfedf3c2a,0,0
38_3,CAR_12732fe6b076287a01f632cd50930be8dfda774b,0,0
38_3,CAR_1df67f0beda4b8b607e581f30bb48c16f552ef61,0,0
38_3,CAR_0c5aee9ccf130165e19118989d612a17a8fbbbaa,0,0
38_1,CAR_34e2369a52f2009385d753196d7186294affc2bf,1,1
38_1,CAR_2c7744695f3e72b9ad57b39f45c3aac8ce744af0,2,3
38_1,CAR_162826f4401cb5a3680097c02eefdd369019f3ac,0,1
38_1,CAR_2d17c7a5877d0ab4e87e757b78389af0e8e9ce9f,0,0
38_1,CAR_2cc7f40372b23b02791b4fa149130fafa88f61cd,1,1
38_1,CAR_057d0d4f333920fd04bcfbd456a6ce6e746731d0,2,2
38_1,CAR_03d3fc1f5d38d3c3cc320614ccaa3bbba375680f,1,2
38_1,CAR_0cc3ebbdaeef192368f159c718b564f98f6dcdcb,1,1
38_1,CAR_254b73e62c5371a13a8715e660ba9ed7366241cb,1,1
38_1,CAR_1f0c2517ea99503cc2a8d5c286d7616ec2e4040d,1,1
38_1,CAR_45e0705a3570ff2185b5e9a83d719a8991485d53,0,0
38_1,CAR_3092aa161634a40743b47e334eb641ba7efd2f31,1,0
38_1,CAR_0db1556ff6d692119227babe11019f29d32aa08e,0,1
