hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
409,66_9,CAR_5b2c554ff291acc6f1eda4b1646cd7072f9e1cd9,A1IBKP5PBH5EHC,3X65QVEQI53GH8NC6MCR8LEOOO3CL7,38000,0,0,0,0
409,66_9,MARCO_7882898,A1IBKP5PBH5EHC,3X65QVEQI53GH8NC6MCR8LEOOO3CL7,38000,0,0,0,0
409,66_9,MARCO_7882901,A1IBKP5PBH5EHC,3X65QVEQI53GH8NC6MCR8LEOOO3CL7,38000,0,0,0,0
409,66_9,MARCO_7930712,A1IBKP5PBH5EHC,3X65QVEQI53GH8NC6MCR8LEOOO3CL7,38000,0,0,0,0
409,66_9,MARCO_7974982,A1IBKP5PBH5EHC,3X65QVEQI53GH8NC6MCR8LEOOO3CL7,38000,0,0,0,0
356,66_8,MARCO_833254,A1IBKP5PBH5EHC,3IXQG4FA2YE261UX3PD6SSHB695B9L,47000,0,0,0,0
356,66_8,MARCO_8395537,A1IBKP5PBH5EHC,3IXQG4FA2YE261UX3PD6SSHB695B9L,47000,0,0,0,0
356,66_8,MARCO_8402184,A1IBKP5PBH5EHC,3IXQG4FA2YE261UX3PD6SSHB695B9L,47000,0,2,0,1
356,66_8,MARCO_8402188,A1IBKP5PBH5EHC,3IXQG4FA2YE261UX3PD6SSHB695B9L,47000,0,1,0,0
356,66_8,CAR_7d85320cf1ebfa8d1ae10cd20588b7ba005274cb,A1IBKP5PBH5EHC,3IXQG4FA2YE261UX3PD6SSHB695B9L,47000,0,0,0,0
368,66_9,MARCO_1006706,A1IBKP5PBH5EHC,3Z4AIRP3CBTRUZU348QV2JQKR09X1B,36000,0,0,0,0
368,66_9,MARCO_1044766,A1IBKP5PBH5EHC,3Z4AIRP3CBTRUZU348QV2JQKR09X1B,36000,0,0,0,0
368,66_9,MARCO_1104703,A1IBKP5PBH5EHC,3Z4AIRP3CBTRUZU348QV2JQKR09X1B,36000,0,0,0,0
368,66_9,MARCO_1114830,A1IBKP5PBH5EHC,3Z4AIRP3CBTRUZU348QV2JQKR09X1B,36000,0,0,0,0
368,66_9,MARCO_11692,A1IBKP5PBH5EHC,3Z4AIRP3CBTRUZU348QV2JQKR09X1B,36000,0,0,0,0
360,66_8,MARCO_924159,A1IBKP5PBH5EHC,3FUI0JHJP2EBO4147NXQJWGDIPK337,75000,0,2,0,1
360,66_8,MARCO_924166,A1IBKP5PBH5EHC,3FUI0JHJP2EBO4147NXQJWGDIPK337,75000,0,2,0,1
360,66_8,MARCO_926655,A1IBKP5PBH5EHC,3FUI0JHJP2EBO4147NXQJWGDIPK337,75000,0,0,0,0
360,66_8,MARCO_950756,A1IBKP5PBH5EHC,3FUI0JHJP2EBO4147NXQJWGDIPK337,75000,0,0,0,0
360,66_8,MARCO_975666,A1IBKP5PBH5EHC,3FUI0JHJP2EBO4147NXQJWGDIPK337,75000,0,1,0,0
334,66_8,MARCO_4675439,A1IBKP5PBH5EHC,3ZV9H2YQQIN8F23SH78SOTRAGH43W1,80000,0,0,0,0
334,66_8,MARCO_4675442,A1IBKP5PBH5EHC,3ZV9H2YQQIN8F23SH78SOTRAGH43W1,80000,0,0,0,0
334,66_8,MARCO_469156,A1IBKP5PBH5EHC,3ZV9H2YQQIN8F23SH78SOTRAGH43W1,80000,0,0,0,0
334,66_8,MARCO_4755606,A1IBKP5PBH5EHC,3ZV9H2YQQIN8F23SH78SOTRAGH43W1,80000,0,0,0,0
334,66_8,MARCO_4823983,A1IBKP5PBH5EHC,3ZV9H2YQQIN8F23SH78SOTRAGH43W1,80000,0,1,0,0
322,66_8,MARCO_1241195,A1IBKP5PBH5EHC,3VELCLL3GPZAUD3I4EK9WCQDNUWF1J,78000,0,0,0,0
322,66_8,MARCO_1286016,A1IBKP5PBH5EHC,3VELCLL3GPZAUD3I4EK9WCQDNUWF1J,78000,0,0,0,0
322,66_8,MARCO_1332943,A1IBKP5PBH5EHC,3VELCLL3GPZAUD3I4EK9WCQDNUWF1J,78000,0,0,0,0
322,66_8,MARCO_1337398,A1IBKP5PBH5EHC,3VELCLL3GPZAUD3I4EK9WCQDNUWF1J,78000,0,2,0,1
322,66_8,MARCO_1438654,A1IBKP5PBH5EHC,3VELCLL3GPZAUD3I4EK9WCQDNUWF1J,78000,0,0,0,0
413,66_9,MARCO_8311373,A1IBKP5PBH5EHC,36V4Q8R5ZPG4HRFGBGE1S3IUS8UMQO,46000,0,0,0,0
413,66_9,MARCO_8354266,A1IBKP5PBH5EHC,36V4Q8R5ZPG4HRFGBGE1S3IUS8UMQO,46000,0,0,0,0
413,66_9,MARCO_8402184,A1IBKP5PBH5EHC,36V4Q8R5ZPG4HRFGBGE1S3IUS8UMQO,46000,0,0,0,0
413,66_9,MARCO_8402188,A1IBKP5PBH5EHC,36V4Q8R5ZPG4HRFGBGE1S3IUS8UMQO,46000,0,0,0,0
413,66_9,MARCO_8427930,A1IBKP5PBH5EHC,36V4Q8R5ZPG4HRFGBGE1S3IUS8UMQO,46000,0,0,0,0
376,66_9,MARCO_2395385,A1IBKP5PBH5EHC,3WMINLGALGJZLPW89VN1Z7YDUCVCAG,51000,0,0,0,0
376,66_9,MARCO_2395387,A1IBKP5PBH5EHC,3WMINLGALGJZLPW89VN1Z7YDUCVCAG,51000,0,0,0,0
