66_7,CAR_31a61cfddd29fabf4b15346343eb794c0e1e072d,0,0
66_7,CAR_1ee11d7246cf8e5f2fabf04010a86f635f06b001,0,0
66_7,CAR_001ad0a0eb2cff76f0024ebcae4c8dc4289081b2,0,0
66_7,CAR_2bcc4c94a8cacd0a53bdb7dc0d459adb50902ebb,0,0
66_7,CAR_26f73877f4034f1d6c7ffde5e43e1d207d20bca8,0,0
66_7,CAR_293937fe7adcd2ff29d88d84f964a0bff9a3039e,0,0
66_7,CAR_2a924b6a28a1af5a968f41a0539649d5939af64c,0,0
66_7,CAR_15c86708d8d20475b12802297f3a30c0138b21ea,0,0
66_7,CAR_123bfa8bc4e2e8a5767de9f824634973617cbbee,0,0
66_7,MARCO_1484516,0,0
66_7,CAR_31445d22da53626e94d4bac49ea6c8767fb1d258,0,0
66_7,CAR_145ebed89f1894bf687f368b61e9c610fcd88fcc,0,0
66_7,MARCO_1538674,0,0
66_7,MARCO_1538679,0,0
66_7,CAR_0b40fa6bdb798056a8d9e729951c5ec151d0b975,0,0
66_7,CAR_2ba997b03cb25169174b4e577b21d0c46956c34e,0,0
66_7,CAR_05fc5b6ad73d0b08668e00f31051377a74ce1591,0,0
66_7,CAR_17b4e41e70c9502ab4a1d55e99c7cebd6fef6d47,0,0
66_7,CAR_23865dcb09814b8edb568abfb4423114568e22e1,0,0
66_2,CAR_0fca5513484ba3ed565c820de4fe95ce4a4f7edb,0,0
66_2,CAR_05f0685bba92de2c012d4b99b530887b19e018f4,0,0
66_2,CAR_12fd5d8edf3c84f47fbf63bf9259647862cc4b49,2,2
66_2,CAR_191bd57094d680ffe5da4220737bb46c22a16a7c,0,0
66_2,CAR_24707cda95bce007ece519bf58c43cc166150358,0,0
66_2,CAR_0a63fbd1224557f7b07cc23f0af060154e1f8c47,0,0
66_2,CAR_19edc925d4c8873b3476533420a921a06f789716,0,1
66_2,CAR_0f6814dbe5f4b8825c9844ef7febcdb1ae34fc89,0,0
66_2,CAR_1dd317d24063adc56ddcd5aef3584e91697ae8c0,0,0
66_2,CAR_2ddf5a83eb7d9be136e0899ddf78e2c48d962fa8,0,0
66_2,CAR_17eebe7e7b0d0506a4fffef07d8658fbe20077ee,0,0
66_1,CAR_12659d30fb3bd0b73a41b6bde1b04a0a6e2eacf7,0,0
66_1,CAR_19edc925d4c8873b3476533420a921a06f789716,0,0
66_1,CAR_180b6a54c7b7b382e1077dc42b726643496aa072,0,0
66_1,CAR_0817a96c66f95a09385ff1812a29e15874ff6d20,0,0
66_1,CAR_05f0685bba92de2c012d4b99b530887b19e018f4,0,0
66_1,CAR_21dcf3f5be1f8116eee471d171bd7579c57ba993,0,0
66_1,CAR_12fd5d8edf3c84f47fbf63bf9259647862cc4b49,2,3
66_1,CAR_2917537966fd883789251b3d0d29d651645d223b,0,0
66_1,CAR_2273e4451719635920fbda7d47a6b57b9839fbd5,0,0
66_1,CAR_262e70d1febd9848de7da03cae7f4a1e17894aca,0,0
66_1,CAR_36751e07b3d4f7dd8eba9adc9d8ae67ffd06c952,0,0
66_1,CAR_17eebe7e7b0d0506a4fffef07d8658fbe20077ee,0,0
66_4,CAR_3ca9d6d64f0822817bff36c86fc8424046803c22,4,4
66_4,CAR_05f0685bba92de2c012d4b99b530887b19e018f4,0,0
66_4,CAR_09d3efe9cbeff67e73bad081b892986427f94656,0,0
66_4,CAR_12fd5d8edf3c84f47fbf63bf9259647862cc4b49,0,0
66_4,CAR_11a4c357c74573c723c206bedcb1ec8b62f37b41,0,0
66_4,CAR_3eafefa64e48e60656c6da2190d778f6fed6076b,0,0
66_4,CAR_19edc925d4c8873b3476533420a921a06f789716,0,0
66_4,CAR_4411736fa7bb54d3dfd97aa9669e095cfcba0561,0,0
66_4,CAR_3bad5823d2a0a8096b877382c43d009e046e997b,0,0
66_4,CAR_1f0ac863db5e11fab31453d0a76ce911b525f4a5,0,0
66_4,CAR_1ec2f26fd7a38cb2813421f8dbcc87a1e044a36a,0,0
