60_2,CAR_16b6a25051ff2f42e6964b6d713e944111c96c00,1,1
60_2,CAR_2f9c64a13c6ea8247de13f1f41a8cc094807d771,0,0
60_2,CAR_0297908bdd0118034ee1d7deb5e41eb9485ef108,0,0
60_2,CAR_119f3298430f148641851e480a648018af2b4bea,0,0
60_2,CAR_32f884fff2993d7eb0333aad808430eb126fe5fb,4,4
60_2,CAR_0d488c3b7dac3d17beccef974a09090b0da01273,2,2
60_2,CAR_33f86b7f4e2a6187af1102b436295233b76df101,0,0
60_2,CAR_31d88b418bae8f7a32f104f4fb06bbabff00dc09,1,1
60_2,CAR_0ae006e72290f0853fd26bc9a0dd388d101e4f9c,1,1
60_2,CAR_1382c8e32bffc6dcddcb47842a9624353dc7b010,2,1
60_2,CAR_0d20d961ae260478f43c60a57e1c223999cb4aa0,0,0
60_1,CAR_035790d20c96403ed8e26ad211da48722c7858e3,1,1
60_1,CAR_24627b97a05a3d89316a895799cbb3ccd37085d7,4,1
60_1,CAR_02ba49136495c03e4a3b96efae2055dce01fba24,0,1
60_1,CAR_25eec77abd330d40966e83a0161b960f93e319aa,0,0
60_1,CAR_2291f864656aef7e31e3e2fac3a2ecbb056b8718,0,0
60_1,CAR_27a49fa9a0af1ec45ca6aef3774dd9dbf25b6ce3,0,0
60_1,CAR_230aa541bfa043a04720e89e92f36c2da2ed5703,4,1
60_1,CAR_137f0e0b183acfc75cf6d7307304087c8a8cf63d,1,0
60_1,CAR_0b532caf4aa8870d35dc5d09f3999e0b1551bcb0,1,0
60_1,CAR_1aec71748032b866524fc8e936334eb3bdb3c75a,1,2
60_1,CAR_201ecaad0ddef1a5ae1c72af7e40444820829094,0,0
60_1,CAR_00664ac34426eaf677e5def89b5e9fee13402e30,0,0
60_3,CAR_0223229f4d10543a3a512150de25fe53e6a01c98,0,0
