hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
268,60_7,MARCO_8318571,A1IBKP5PBH5EHC,3OB0CAO74M5RYF5RBTFIDKDZ1VSYHZ,84000,0,0,0,0
268,60_7,MARCO_8334475,A1IBKP5PBH5EHC,3OB0CAO74M5RYF5RBTFIDKDZ1VSYHZ,84000,0,0,0,0
268,60_7,CAR_3eba717a802442b0bbb7c92ed9650989c9761067,A1IBKP5PBH5EHC,3OB0CAO74M5RYF5RBTFIDKDZ1VSYHZ,84000,0,1,0,0
268,60_7,MARCO_8373568,A1IBKP5PBH5EHC,3OB0CAO74M5RYF5RBTFIDKDZ1VSYHZ,84000,0,0,0,0
268,60_7,MARCO_8483182,A1IBKP5PBH5EHC,3OB0CAO74M5RYF5RBTFIDKDZ1VSYHZ,84000,0,0,0,0
258,60_7,MARCO_6180949,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9MTB2IE,50000,0,0,0,0
258,60_7,MARCO_6184977,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9MTB2IE,50000,0,0,0,0
258,60_7,MARCO_6199733,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9MTB2IE,50000,0,0,0,0
258,60_7,MARCO_6213064,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9MTB2IE,50000,0,0,0,0
258,60_7,MARCO_623304,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9MTB2IE,50000,0,0,0,0
263,60_7,MARCO_7273879,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQLXF1Q0,81000,0,0,0,0
263,60_7,MARCO_7316671,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQLXF1Q0,81000,0,1,0,0
263,60_7,MARCO_7336254,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQLXF1Q0,81000,0,0,0,0
263,60_7,MARCO_7336255,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQLXF1Q0,81000,0,0,0,0
263,60_7,MARCO_7346480,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQLXF1Q0,81000,0,0,0,0
266,60_7,MARCO_7560782,A1IBKP5PBH5EHC,39GAF6DQWWGZQAP84TPDEYTY2PUV1O,61000,0,0,0,0
266,60_7,MARCO_7565128,A1IBKP5PBH5EHC,39GAF6DQWWGZQAP84TPDEYTY2PUV1O,61000,0,0,0,0
266,60_7,MARCO_7666177,A1IBKP5PBH5EHC,39GAF6DQWWGZQAP84TPDEYTY2PUV1O,61000,0,0,0,0
266,60_7,MARCO_7735730,A1IBKP5PBH5EHC,39GAF6DQWWGZQAP84TPDEYTY2PUV1O,61000,0,0,0,0
266,60_7,MARCO_7774818,A1IBKP5PBH5EHC,39GAF6DQWWGZQAP84TPDEYTY2PUV1O,61000,0,0,0,0
257,60_7,MARCO_5936248,A1IBKP5PBH5EHC,3S06PH7KSWKDWTPMD8PJ8CNR2IP1DU,86000,0,0,0,0
257,60_7,CAR_235ac73dbd8acd74d6247e913621fd636064803e,A1IBKP5PBH5EHC,3S06PH7KSWKDWTPMD8PJ8CNR2IP1DU,86000,0,2,0,1
257,60_7,MARCO_5963087,A1IBKP5PBH5EHC,3S06PH7KSWKDWTPMD8PJ8CNR2IP1DU,86000,0,0,0,0
257,60_7,MARCO_6083418,A1IBKP5PBH5EHC,3S06PH7KSWKDWTPMD8PJ8CNR2IP1DU,86000,0,0,0,0
257,60_7,MARCO_6163946,A1IBKP5PBH5EHC,3S06PH7KSWKDWTPMD8PJ8CNR2IP1DU,86000,0,0,0,0
