hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
360,43_8,MARCO_5016088,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VL96S5JX,38000,0,0,0,0
360,43_8,MARCO_5016093,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VL96S5JX,38000,0,0,0,0
360,43_8,MARCO_5017012,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VL96S5JX,38000,0,0,0,0
360,43_8,MARCO_5047262,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VL96S5JX,38000,0,0,0,0
360,43_8,MARCO_5167962,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VL96S5JX,38000,0,0,0,0
312,43_8,CAR_0c648498be3f8a9c48c7799fbba24f44ffa4fc59,A1IBKP5PBH5EHC,3AAPLD8UCHXVHT6X1NSJ53LKCG0THV,148000,0,0,0,0
312,43_8,CAR_0d8e6019c50c3ea7ffe14486d32200400e379f8b,A1IBKP5PBH5EHC,3AAPLD8UCHXVHT6X1NSJ53LKCG0THV,148000,0,1,0,0
312,43_8,CAR_0e2519bd3736312cac848baf5a5bf300416b2a60,A1IBKP5PBH5EHC,3AAPLD8UCHXVHT6X1NSJ53LKCG0THV,148000,0,0,0,0
312,43_8,CAR_128f60afb34309b2cd8a458c1015d4576eb0c8ce,A1IBKP5PBH5EHC,3AAPLD8UCHXVHT6X1NSJ53LKCG0THV,148000,0,0,0,0
312,43_8,CAR_1515f3a3743a06982af07dc18887eaba8624dd9b,A1IBKP5PBH5EHC,3AAPLD8UCHXVHT6X1NSJ53LKCG0THV,148000,0,0,0,0
328,43_8,CAR_6d97dbe544801285a19a94f5070ef34180c8bb48,A1IBKP5PBH5EHC,32Z9ZLUT1Q0F411P566KBTFXD8NHO1,70000,0,0,0,0
328,43_8,CAR_6dd185f1794be6e2f38f24ddfcfd8c4f9e3aa302,A1IBKP5PBH5EHC,32Z9ZLUT1Q0F411P566KBTFXD8NHO1,70000,0,0,0,0
328,43_8,CAR_6e909d64e538332bb8a3ef7a697cf67e581427c1,A1IBKP5PBH5EHC,32Z9ZLUT1Q0F411P566KBTFXD8NHO1,70000,0,0,0,0
328,43_8,CAR_6ec1b811bafb44c4fbf6de0cae2437ba51f6ce0d,A1IBKP5PBH5EHC,32Z9ZLUT1Q0F411P566KBTFXD8NHO1,70000,0,0,0,0
328,43_8,CAR_6eff497d51fc61bf04e811d572d476d5faf45dc5,A1IBKP5PBH5EHC,32Z9ZLUT1Q0F411P566KBTFXD8NHO1,70000,0,1,0,0
355,43_8,MARCO_3176168,A1IBKP5PBH5EHC,3YMU66OBISORCOKRHNTC6K6VMN1GHK,46000,0,0,0,0
355,43_8,MARCO_3181958,A1IBKP5PBH5EHC,3YMU66OBISORCOKRHNTC6K6VMN1GHK,46000,0,0,0,0
355,43_8,MARCO_3310703,A1IBKP5PBH5EHC,3YMU66OBISORCOKRHNTC6K6VMN1GHK,46000,0,0,0,0
355,43_8,MARCO_3310706,A1IBKP5PBH5EHC,3YMU66OBISORCOKRHNTC6K6VMN1GHK,46000,0,0,0,0
355,43_8,MARCO_3310708,A1IBKP5PBH5EHC,3YMU66OBISORCOKRHNTC6K6VMN1GHK,46000,0,0,0,0
