hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
298,38_8,MARCO_2161980,A1IBKP5PBH5EHC,3TXWC2NHN461NNBZEBZ1IHRA5WK9S4,84000,0,0,0,0
298,38_8,MARCO_232493,A1IBKP5PBH5EHC,3TXWC2NHN461NNBZEBZ1IHRA5WK9S4,84000,0,0,0,0
298,38_8,MARCO_233550,A1IBKP5PBH5EHC,3TXWC2NHN461NNBZEBZ1IHRA5WK9S4,84000,0,0,0,0
298,38_8,MARCO_2403420,A1IBKP5PBH5EHC,3TXWC2NHN461NNBZEBZ1IHRA5WK9S4,84000,0,4,0,1
298,38_8,MARCO_2403422,A1IBKP5PBH5EHC,3TXWC2NHN461NNBZEBZ1IHRA5WK9S4,84000,0,4,0,1
306,38_8,MARCO_4718597,A1IBKP5PBH5EHC,3ITXP059P1ZQTZO80NQE7B5D11ZSJL,231000,0,2,0,1
306,38_8,MARCO_4743874,A1IBKP5PBH5EHC,3ITXP059P1ZQTZO80NQE7B5D11ZSJL,231000,0,0,0,0
306,38_8,MARCO_4844666,A1IBKP5PBH5EHC,3ITXP059P1ZQTZO80NQE7B5D11ZSJL,231000,0,0,0,0
306,38_8,MARCO_4926258,A1IBKP5PBH5EHC,3ITXP059P1ZQTZO80NQE7B5D11ZSJL,231000,0,0,0,0
306,38_8,MARCO_4940929,A1IBKP5PBH5EHC,3ITXP059P1ZQTZO80NQE7B5D11ZSJL,231000,0,0,0,0
294,38_8,CAR_ec850aba4fe0ff4af536ce13b3613fee6b1ee825,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKZ3VEOI,125000,0,0,0,0
294,38_8,MARCO_1031687,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKZ3VEOI,125000,0,1,0,0
294,38_8,MARCO_1042181,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKZ3VEOI,125000,0,0,0,0
294,38_8,CAR_0159f806c4247a8eeb71a59c83d8296d21e6bc96,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKZ3VEOI,125000,0,1,0,0
294,38_8,MARCO_1163818,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKZ3VEOI,125000,0,2,0,1
288,38_8,CAR_3092aa161634a40743b47e334eb641ba7efd2f31,A1IBKP5PBH5EHC,3YMTUJH0DXW15HI2MG80BECGLMF4TL,143000,0,0,0,0
288,38_8,CAR_34e2369a52f2009385d753196d7186294affc2bf,A1IBKP5PBH5EHC,3YMTUJH0DXW15HI2MG80BECGLMF4TL,143000,0,1,0,0
288,38_8,CAR_3acf88fac12d24d4e2165383d95f30a2cafe2bb7,A1IBKP5PBH5EHC,3YMTUJH0DXW15HI2MG80BECGLMF4TL,143000,0,3,0,1
288,38_8,CAR_48e59d9c7497127be6616ba1feb028027be4ff62,A1IBKP5PBH5EHC,3YMTUJH0DXW15HI2MG80BECGLMF4TL,143000,0,0,0,0
288,38_8,CAR_4f2605ce06d50ce89362b03baad8a7a2a7dff697,A1IBKP5PBH5EHC,3YMTUJH0DXW15HI2MG80BECGLMF4TL,143000,0,0,0,0
297,38_8,MARCO_2008210,A1IBKP5PBH5EHC,3OXV7EAXLJ6ALNOMQPVOQZSWNFD63Y,88000,0,0,0,0
297,38_8,MARCO_2067169,A1IBKP5PBH5EHC,3OXV7EAXLJ6ALNOMQPVOQZSWNFD63Y,88000,0,0,0,0
297,38_8,CAR_05516503d94f3be838cdeb3b1b098fa0248a0dc4,A1IBKP5PBH5EHC,3OXV7EAXLJ6ALNOMQPVOQZSWNFD63Y,88000,0,1,0,0
297,38_8,MARCO_2131402,A1IBKP5PBH5EHC,3OXV7EAXLJ6ALNOMQPVOQZSWNFD63Y,88000,0,0,0,0
297,38_8,MARCO_2161978,A1IBKP5PBH5EHC,3OXV7EAXLJ6ALNOMQPVOQZSWNFD63Y,88000,0,0,0,0
296,38_8,MARCO_1677275,A1IBKP5PBH5EHC,35K3O9HUAGT9EEXUG2FO3W96735FE0,93000,0,3,0,1
296,38_8,MARCO_1744891,A1IBKP5PBH5EHC,35K3O9HUAGT9EEXUG2FO3W96735FE0,93000,0,0,0,0
296,38_8,MARCO_1807952,A1IBKP5PBH5EHC,35K3O9HUAGT9EEXUG2FO3W96735FE0,93000,0,0,0,0
