hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
311,45_7,CAR_f3b53e326a8bf170c240f8cfc5f42a7d69e8092a,A1IBKP5PBH5EHC,30JNVC0ORE0IPDE5KJYO0YAXXZ7QH5,85000,0,0,0,0
311,45_7,CAR_0bec689a0b103100aca78a75d1207800599facc7,A1IBKP5PBH5EHC,30JNVC0ORE0IPDE5KJYO0YAXXZ7QH5,85000,0,0,0,0
311,45_7,CAR_fdbe9797affcd8468c6ade54bef4f28e552058f1,A1IBKP5PBH5EHC,30JNVC0ORE0IPDE5KJYO0YAXXZ7QH5,85000,0,0,0,0
311,45_7,CAR_fe36d8f673e9e5ab17892bcf2fe5a3e327df3877,A1IBKP5PBH5EHC,30JNVC0ORE0IPDE5KJYO0YAXXZ7QH5,85000,0,0,0,0
311,45_7,MARCO_115710,A1IBKP5PBH5EHC,30JNVC0ORE0IPDE5KJYO0YAXXZ7QH5,85000,0,4,0,1
337,45_8,CAR_d7bcb9d9605b4618bee53aa02fea6e41ae1d0d6c,A1IBKP5PBH5EHC,32M8BPYGAY2R8JVBN5BX6W7ARQCGIU,43000,0,0,0,0
337,45_8,CAR_da228fad0da8b077dbec77d5e4b578238c6c5eb5,A1IBKP5PBH5EHC,32M8BPYGAY2R8JVBN5BX6W7ARQCGIU,43000,0,0,0,0
337,45_8,CAR_e3fdeeb7cd1c44aac4bd45aca097a337bdc6fcb3,A1IBKP5PBH5EHC,32M8BPYGAY2R8JVBN5BX6W7ARQCGIU,43000,0,0,0,0
337,45_8,CAR_e518b8eda82e4f5e05de2dc6534d7dab927a6844,A1IBKP5PBH5EHC,32M8BPYGAY2R8JVBN5BX6W7ARQCGIU,43000,0,0,0,0
337,45_8,CAR_ebb8bb66e4a9ba96362065d524a64babb0f925da,A1IBKP5PBH5EHC,32M8BPYGAY2R8JVBN5BX6W7ARQCGIU,43000,0,0,0,0
354,45_8,MARCO_4340086,A1IBKP5PBH5EHC,33LK57MYLYLGTETCI9T0V5T3BEAZSW,70000,0,2,0,1
354,45_8,MARCO_4358613,A1IBKP5PBH5EHC,33LK57MYLYLGTETCI9T0V5T3BEAZSW,70000,0,0,0,0
354,45_8,MARCO_4386655,A1IBKP5PBH5EHC,33LK57MYLYLGTETCI9T0V5T3BEAZSW,70000,0,1,0,0
354,45_8,MARCO_4386659,A1IBKP5PBH5EHC,33LK57MYLYLGTETCI9T0V5T3BEAZSW,70000,0,0,0,0
354,45_8,MARCO_453449,A1IBKP5PBH5EHC,33LK57MYLYLGTETCI9T0V5T3BEAZSW,70000,0,0,0,0
302,45_7,CAR_542029a1a8df3e890929fd9ca7cded763b0d577b,A1IBKP5PBH5EHC,3Q8GYXHFEUI2FJKREZWKRWIQOAC5CT,67000,0,0,0,0
302,45_7,CAR_54a1d5bfd21ec3374c3d52cdf71b886dd60a62f2,A1IBKP5PBH5EHC,3Q8GYXHFEUI2FJKREZWKRWIQOAC5CT,67000,0,0,0,0
302,45_7,CAR_552734428edb47163fa94a869fe2064fc05ca2bb,A1IBKP5PBH5EHC,3Q8GYXHFEUI2FJKREZWKRWIQOAC5CT,67000,0,0,0,0
302,45_7,CAR_5677f8367c9a2930e47f16de8a8e56e34cd444e5,A1IBKP5PBH5EHC,3Q8GYXHFEUI2FJKREZWKRWIQOAC5CT,67000,0,0,0,0
302,45_7,CAR_57c3fea11b3c7e8e67998ec3797b345b082302b2,A1IBKP5PBH5EHC,3Q8GYXHFEUI2FJKREZWKRWIQOAC5CT,67000,0,0,0,0
309,45_7,CAR_c35e3019cda0ff308c7ce9980bc7ac44dea8d943,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUA7RXWPJ,59000,0,0,0,0
309,45_7,CAR_081b80efc1c56a421058a8948af9c3846d22e21c,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUA7RXWPJ,59000,0,1,0,0
309,45_7,CAR_c54bbfbe6024c95103f017314bfa4c077d7deb5f,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUA7RXWPJ,59000,0,0,0,0
309,45_7,CAR_c75a4521af5eb0738ab2cbc2263aeb76e92299a7,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUA7RXWPJ,59000,0,0,0,0
309,45_7,CAR_ccaa5e8e561063ea463d3100c69f70c886d647a4,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUA7RXWPJ,59000,0,0,0,0
299,45_7,CAR_12b0b9603aabea03f1e1b3e7753120a507e1c8e0,A1IBKP5PBH5EHC,3DI28L7YXFUIOZ3M9303EU5CX6IE1B,80000,0,0,0,0
