hitId,queryNum,topicNum,subQueryNum,query,hitCount,isLast,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5,workerId,mturkHitId
0,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 1 of 34 for question 1,false," <span>*** NEW QUERY ***</span> Reggae () is a music genre that originated in Jamaica in the late 1960s. The term also denotes the modern popular music of Jamaica and its diaspora. A 1968 single by Toots and the Maytals Do the Reggay was the first popular song to use the word reggae, effectively naming the genre and introducing it to a global audience. While sometimes used in a broad sense to refer to most types of popular Jamaican dance music, the term reggae more properly denotes a particular music style that was strongly influenced by traditional mento as well as American jazz and rhythm and blues, especially the New Orleans R&B practiced by Fats Domino and Allen Toussaint, and evolved out of the earlier genres ska and rocksteady. Reggae usually relates news, social gossip, and political comment. Reggae spread into a commercialized jazz field, being known first as Rudie Blues, then Ska, later Blue Beat, and Rock Steady. It is instantly recognizable from the counterpoint between the bass and drum downbeat, and the offbeat rhythm section. The immediate origins of reggae were in ska and rock steady; from the latter, reggae took over the use of the bass as a percussion instrument.",CAR_00fc2e1235398f591bdd14bca03a62b2ba03c602,4," Some would say that Mozambique's music is similar to reggae and West Indian calypso. Other music types are popular in Mozambique like marrabenta, and other Lusophone music forms like fado, bossa nova, and maxixe (with origins from kizomba, Maxixe, and samba).",CAR_0287c00622b68eb397d7d4cca0d8bc0842426c87,3," Because popular music tends to be released en masse (e.g., dance music compilations often used by DJs to cover a wide variety of styles), chutney's origin as a primarily Indian style may have become somewhat unknown.",CAR_02f1d09a3063cb8eb6886acc5114fc8459960105,2," The popular music originated at the beginning at the 20th century when the first recordings were made. Traditional songs were collected and were adapted so they would have more appeal to the general public. Original compositions with motifs inspired by the traditional music (both peasant and lutreasc music) also started to appear. Some of the most important singers of popular music from this period are Maria Tnase and Maria Ltreu.",CAR_04a7a41e01849dd6b233125c657750bbaf177050,3," African-American names have origins in many languages including French, Latin, English, Arabic, and African languages. One very notable influence on African-American names is the Muslim religion. Islamic names entered the popular culture with the rise of The Nation of Islam among Black Americans with its focus on civil rights. The popular name Aisha has origins in the Koran. Despite the origins of these names in the Muslim religion and the place of the Nation of Islam in the civil rights movement, many Muslim names such as Jamal and Malik entered popular usage among Black Americans simply because they were fashionable, and many Islamic names are now commonly used by African Americans regardless of their religion. Names of African origin began to crop up as well. Names like Ashanti, Tanisha, Aaliyah, Malaika have origins in the continent of Africa.",CAR_0545decafa45018d787fa1677f0ffd4bffc6a00f,0,,
1,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 2 of 34 for question 1,false," Anahid Kassabian separated popular music into four categories; popular as populist, or having overtones of liberation and expression; popular as folk, or stating that the music is written by the people, for themselves; popular as counterculture, or empowering citizens to act against the oppression they face; and popular as mass, or the music becomes the tool for oppression. A society's popular music reflects the ideals that are prevalent at the time it is performed or published. David Riesman states that the youth audiences of popular music fit into either a majority group or a subculture. The majority group listens to the commercially produced styles while the subcultures find a minority style to transmit their own values. This allows youth to choose what music they identify with, which gives them power as consumers to control the market of popular music.",CAR_0e2519bd3736312cac848baf5a5bf300416b2a60,4," Music journalism (or music criticism) is media criticism and reporting about popular music topics, including pop music, rock music, and related styles. Journalists began writing about music in the eighteenth century, providing commentary on what is now thought of as classical music. In the 2000s, a more prominent branch of music journalism is an aspect of entertainment journalism, covering popular music and including profiles of singers and bands, live concert, and album reviews.",CAR_0f293fadf78752d76cad06ed6e3d074d7d90716c,0," Country music is primarily a fusion of African American blues and spirituals with Appalachian folk music, adapted for pop audiences and popularized beginning in the 1920s. Of particular importance was Irish and Scottish tunes, dance music, balladry and vocal styles, as well as Native American, Spanish, German, French and Mexican music. The instrumentation of early country revolved around the European-derived fiddle and the African-derived banjo, with the guitar added later. Country music instrumentation used African elements like a call-and-response format, improvised music and syncopated rhythms. Later still, string instruments like the ukulele and steel guitar became commonplace due to the popularity of Hawaiian music in the early 20th century and the influence of musicians such as Sol Hoopii and Lani McIntyre. The roots of modern country music are generally traced to 1927, when music talent scout Ralph Peer recorded Jimmie Rodgers and The Carter Family. Their recordings are considered the foundation for modern country music. There had been popular music prior to 1927 that could be considered country, but, as Ace Collins points out, these recordings had only marginal and very inconsistent effects on the national music markets, and were only superficially similar to what was then known as hillbilly music. In addition to Rodgers and the Carters, a musician named Bob Wills was an influential early performer known for a style called Western swing, which was very popular in the 1920s and 30s, and was responsible for bringing a prominent jazz influence to country music.",CAR_0ffa51f5c10a80c7afb3f03b1220d5b7c99cb471,4," African blues is a genre of popular music, primarily from West Africa. The term may also reference a putative journey undertaken by traditional African music from its homeland to the United States and back. Some scholars and ethnomusicologists have speculated that the origins of the blues can be traced to the musical traditions of Africa, as retained by African-Americans during and after slavery. Even though the blues is a key component of American popular music, its rural, African-American origins are largely undocumented, and its stylistic links with African instrumental traditions are somewhat tenuous.  One musical influence that can be traced back to African sources is that of the plantation work songs with their call-and-response format, and more especially the relatively free-form field hollers of the later sharecroppers, which seem to have been directly responsible for the characteristic vocal style of the blues. ",CAR_107ead57690f555bab9d7f0dbd204948b6be1248,4," There is evidence that there was a flourishing culture of popular music in Scotland in the Late Middle Ages. This includes the long list of songs given in The Complaynt of Scotland (1549). Many of the poems of this period were also originally songs, but for none has a notation of their music survived. Melodies have survived separately in the post-Reformation publication of The Gude and Godlie Ballatis (1567), which were spiritual satires on popular songs, adapted and published by the brothers James, John and Robert Wedderburn. The only song with a melody to survive from this period is the Pleugh Song. After the Reformation, the secular popular tradition of music continued, despite attempts by the Kirk, particularly in the Lowlands, to suppress dancing and events like penny weddings at which tunes were played.",CAR_120fd4aa79f86a6a0388cb56530c296c3220b6d7,2,,
2,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 3 of 34 for question 1,false," The references in brackets are to the origin of the music in the original score.",CAR_1885fd481cdc804db56028bdacf8a9ee2ae7bc3b,0," What a Dream is a popular song. It was written by Chuck Willis and was published in 1954. the original recording was by Ruth Brown. ",CAR_1ceb2d825e5c04cc675e4502639899e6962e6152,0," Scholars have classified music as popular based on various factors, including whether a song or piece becomes known to listeners mainly from hearing the music (in contrast with classical music, in which many musicians learn pieces from sheet music); its appeal to diverse listeners, its treatment as a marketplace commodity in a capitalist context, and other factors. Sales of 'recordings' or sheet music are one measure.  Middleton and Manuel note that this definition has problems because multiple listens or plays of the same song or piece are not counted.  Evaluating appeal based on size of audience (mass appeal) or whether audience is of a certain social class is another way to define popular music, but this, too, has problems in that social categories of people cannot be applied accurately to musical styles. Manuel states that one criticism of popular music is that it is produced by large media conglomerates and passively consumed by the public, who merely buy or reject what music is being produced. He claims that the listeners in the scenario would not have been able to make the choice of their favorite music, which negates the previous conception of popular music.  Moreover, understandings of popular music have changed with time. Middleton argues that if research were to be done on the field of popular music, there would be a level of stability within societies to characterize historical periods, distribution of music, and the patterns of influence and continuity within the popular styles of music.",CAR_1cfdcdf9617a193d150920cdf551a02fcac6aa77,1," The Indian diaspora (and significant portion of other South Asian diaspora) enjoy Indian music, which includes Indian classical music and non-classical Indian music. The non-classical music has at least two categories: film music (original sound tracks) and non-film music (often called Indi-pop). The Bollywood music  represents Hindi language film songs. Indian diaspora speaking non-Hindi languages enjoy music of their own languages, such as Tamil music, Bengali music, Punjabi music and so on. Fusion between popular Indian music (such as Bollywood or Bhangra music) and American music has taken place, and is popular in certain areas with high Indian American population density.",CAR_1d94a100f59fc41c9fd3ba9b352ac2a4152d0373,3," Mandarin popular songs that started in the 1920s were called shidaiqu ( - meaning music of the time, thus popular music), and Shanghai was the center of its production.  The Mandarin popular songs of the Shanghai era are considered by scholars to be the first kind of modern popular music developed in China, and the prototype of later Chinese pop song.  Li Jinhui is generally regarded as the Father of Chinese Popular Music who established the genre in the 1920s. Buck Clayton, the American jazz musician, also worked alongside Li.  Li established the Bright Moon Song and Dance Troupe, and amongst their singing stars were Wang Renmei and Li Lili.  There was a close relationship between music and film industries and many of its singers also became actresses.",CAR_22f824783a3e93705d7c4ebb5602157f7095e687,3,,
3,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 4 of 34 for question 1,false," Rock and roll dominated popular music in the latter half of the 1950s. The musical style originated and evolved in the United States during the late 1940s and early 1950s, and quickly spread to much of the rest of the world. Its immediate origins lay in a mixing together of various black musical genres of the time, including rhythm and blues and gospel music;  with country and western and Pop. In 1951, Cleveland, Ohio disc jockey Alan Freed began playing rhythm and blues music for a multi-racial audience, and is credited with first using the phrase rock and roll to describe the music.",CAR_24d5db1af0429ac0e602451a734d460abb94c340,4," Popular African music styles have stemmed from traditional entertainment genres, rather than evolving from music used with certain  traditional ceremonies like weddings, births, or funerals. African popular music as a whole has been influenced by European countries, African-American and Afro-Latin music, and region-specific styles that became popular across a wider range of people. The genre of music, Maskanda, is popular in its culture of origin, South Africa. Although maskanda is a traditional music genre by definition, the people who listen to it influence the ideals that are brought forth in the music. A popular maskandi artist, Phuzekhemisi, had to lessen the political influence within his music to be ready for the public sphere. His music producer, West Nikosi, was looking for the commercial success in Phuzekhemisi's music rather than starting a political controversy.",CAR_28d5ce303b5efcfa9d92951c2b69284551cd7b4b,3," The original album consisted of ten songs on five 78 records, all of which had been previously released. Each one had a holiday theme with the exception of Danny Boy, paired with I'll Be Home for Christmas on its original record. Prior to the long-playing album era, such assemblies were not uncommon for popular music, Merry Christmas instigated by the enormous popularity of the White Christmas record. The 78 album quickly reached the top of the Billboard Best-selling popular record albums chart in 1945 and remained there for several weeks.",CAR_2919f035e13a94c160d35ee1a8fae3abf9be9b26,0," Country music is a genre of American popular music that originated in Southern United States, in Atlanta, Georgia in the 1920s, and It takes its roots from the southeastern genre of American folk music and Western music. The origins of country music are the folk music of mostly white, working-class Americans, who blended popular songs, Irish and Celtic fiddle tunes, traditional ballads, and cowboy songs, and various musical traditions from European immigrant communities. Barn dancing and other folk dance styles would be featured at country music gatherings, and many modern festivals have continued to feature dance, rodeo, or other cultural aspects.",CAR_29d114f8b4847f7cceb295e03d2ca00158734ea6,3," The most significant feature of the emergent popular music industry of the late 18th and early 19th centuries was the extent of its focus on the commodity form of sheet music. The availability of inexpensive, widely available sheet music versions of popular songs and instrumental music pieces made it possible for music to be disseminated to a wide audience of amateur, middle-class music-makers, who could play and sing popular music at home. Amateur music-making in the 19th century often centred around the piano, as this instrument could play melodies, chords and basslines, thus enabling a pianist to reproduce popular songs and pieces. In addition to the influence of sheet music, another factor was the increasing availability during the late 18th and early 19th century of public popular music performances in pleasure gardens and dance halls, popular theatres and concert rooms. The early popular music performers worked hand-in-hand with the sheet music industry to promote popular sheet music. One of the early popular music performers to attain widespread popularity was a Swedish opera singer Jenny Lind, who toured the US in the mid-19th century. In addition to living room amateur music-making during the 19th century, more people began getting involved in music during this era by participating in amateur choirs, joining brass bands or playing in amateur orchestras.",CAR_2c80dd6341c22439bcc40147f158b83dfbacbf55,0,,
4,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 5 of 34 for question 1,false," Much of modern popular music can trace its roots to the emergence in the late 19th century of African American blues and the growth of gospel music in the 1920s. The African American basis for popular music used elements derived from European and indigenous musics. There are also strong African roots in the music tradition of the original white settlers, such as country and bluegrass. The United States has also seen documented folk music and recorded popular music produced in the ethnic styles of the Ukrainian, Irish, Scottish, Polish, Hispanic, and Jewish communities, among others.",CAR_2d1a68cce209813259d26d7b961661cc4a907cb6,3," Rock and roll dominated popular music in the later half of the 1950s. It evolved in the United States during the late 1940s and early 1950s, and quickly spread to much of the rest of the world.   Its immediate origins lay in a mixing together of various black musical genres of the time, including rhythm and blues and gospel music;  with country and western and Pop. In 1951, Cleveland, Ohio disc jockey Alan Freed began playing rhythm and blues music for a multi-racial audience, and is credited with first using the phrase rock and roll to describe the music.",CAR_2e89a6b29ce2ea473b4d24ddb26bbeabed3b8115,3," Traditional Vietnamese music varies between the country's northern and southern regions. Northern classical music is Vietnam's oldest musical form, and is traditionally more formal. The origins of Vietnamese classical music can be traced to the Mongol invasions of the 13th century, when the Vietnamese captured a Chinese opera troupe. Throughout its history, Vietnamese has been most heavily impacted by the Chinese musical tradition, as an integral part, along with Korea, Mongolia and Japan.Nh nhc is the most popular form of imperial court music. Cho is a form of generally satirical musical theatre. Xm or Ht xm (Xm singing) is a type of Vietnamese folk music. Quan h (alternate singing) is popular in H Bc (divided into Bc Ninh and Bc Giang Provinces) and across Vietnam. Ht chu vn or ht vn is a spiritual form of music used to invoke spirits during ceremonies. Nhc dn tc ci bin is a modern form of Vietnamese folk music which arose in the 1950s.Ca tr (also ht  o) is a popular folk music. H can not be thought of as the southern style of Quan h. There are a range of traditional instruments, including the n bu (a monochord zither), the n go (a two-stringed fiddle with coconut body), and the n nguyt (a two-stringed fretted moon lute).",CAR_2f7f7ad7c518613ec63203059de04473f63fc271,4," Sega () is one of the major music genres of Mauritius, the others being its fusion genre Seggae and Bhojpuri songs. It has origins in the music of slaves on the island, and is usually sung in creole. Sega is also a popular music on the islands of Agalega and Rodrigues as well as Runion and Seychelles, though the music and dances differs and it is sung in these islands' respective creole languages. In the past, the Sega music was made only with traditional instruments like ravanne and triangle, it was sung to protest against injustices in the Mauritian society, this particular version of the Sega is known as Sant engag.",CAR_30ddeb71d7622fb329b07ba6446f1205470a7f2d,2," The lyrics to It's Hard were written long before the actual song. It was originally presented to the Who in 1981 for the Who's previous album, Face Dances, in the form of a demo called Popular, but the band's reaction was cool towards it, as the album was nearly finished at the time. The music of Popular was later re-written and the lyrics slightly altered and the song, as It's Hard, was shown to the Who again and this time featured on the album. Pete Townshend said of the song:",CAR_35e24e6470faa82f05bd488ee0581f87e1e30186,0,,
5,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 6 of 34 for question 1,false," Art music (also known as Western classical music, cultivated music, serious music, canonic music, or more flippantly, real music and normal music) is an umbrella term that refers to musical traditions, implying advanced structural and theoretical considerations and a written musical tradition. The main tradition in the Western world is usually called classical music. Serious or cultivated music are terms frequently used as a contrast for ordinary, everyday music (popular and folk music, also called vernacular music). After the 20th century, art music was divided into two extensions: serious music and light music.",CAR_3891b8b412fa757f362be4873c5a020681a9cacb,1," The United States has produced many popular musicians and composers in the modern world. Beginning with the birth of recorded music, American performers have continued to lead the field of popular music, which out of all the contributions made by Americans to world culture... has been taken to heart by the entire world. Most histories of popular music start with American ragtime or Tin Pan Alley; others, however, trace popular music to the Renaissance and through broadsheets, ballads, and other popular traditions. Other authors typically look at popular sheet music, tracing American popular music to spirituals, minstrel shows, vaudeville, and the patriotic songs of the Civil War.",CAR_3b18492588ee094a41b6e61f468bc05f9ec6f8bd,2," Research on the evolutionary origins of music mostly started in the second half of the 19th century, and was much discussed within Music Archaeology in the 20th Century. After the appearance of the collection of articles The Origins of Music (Wallin, Merker, Brown, 2000) the subject was a debated topic of human evolutionary history. There are currently many hypotheses (not necessarily conflicting) about the origins of music.",CAR_3cd8e480470bf0b218d90aeb2fad804b8320693a,2," The folk culture of Chile has mostly Spanish origins, especially the huaso culture of the central part of the country, as it arose in the colonial period due to cattle ranching. It could therefore be considered an offshoot of Spanish popular culture of the 17th an 18th centuries as are the folk cultures of the rest of Latin America and also, its direct descendants, Andalusian and Castilian folk cultures. The Andalusian forms in the huaso dress is apparent to Europeans and the music and dances show Spanish origins, even though both have been adapted and are distinct from dress, music and dance in Spain today.",CAR_3e00f4599b39cae965dad2c33f9cf12f14aafc1d,3," The Bachelors are a popular music group, originating from Dublin, Ireland.",CAR_42d8d63f949c7b2cb905b21d136e84cae5d2242d,0,,
6,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 7 of 34 for question 1,false," Early British popular music, in the sense of commercial music enjoyed by the people, arose in the sixteenth and seventeenth centuries with the arrival of the broadside ballad, which were sold cheaply and in great numbers until the nineteenth century. Further technological, economic and social changes led to new forms of music in the nineteenth century, including parlour music and the brass band, which produced a popular and communal form of classical music. Similarly, the music hall sprang up to cater for the entertainment of new urban societies, adapting existing forms of music to produce popular songs and acts. In the 1930s the influence of American jazz and swing music led to the creation of British dance bands, who provided a social and popular music that began to dominate social occasions and the radio airwaves.",CAR_43508c45dc85c5cf38e38b9e1be78a64b3359c56,3," The original application of the term is to music of the 1880s Tin Pan Alley period in the United States. Although popular music sometimes is known as pop music, the two terms are not interchangeable. Popular music is a generic term for a wide variety of genres of music that appeal to the tastes of a large segment of the population, whereas pop music usually refers to a specific musical genre within popular music. Popular music songs and pieces typically have easily singable melodies. The song structure of popular music commonly involves repetition of sections, with the verse and chorus or refrain repeating throughout the song and the bridge providing a contrasting and transitional section within a piece. ",CAR_46260aeae2f6f58cfbba6de106003800c1ea93be,3," A rigorous analysis should note that many chord progressions are likely to date back from an epoch prior to early Baroque (usually associated with birth of tonality). In such cases (also, that of the Andalusian cadence), explanations offered by tonality neglect the history and evolution of the chord progression in question. This is because harmonic analyses in tonal style use only two scales (major and minor) when explaining origins of chord moves. In exchange, the luxuriant modal system (i.e., the entirety of musical modes ever created and their specific harmonies  if existing) offers various plausible origins and explanations for every chord move. However, most classical (Baroque or subsequent) and popular music which makes use of the given chord progression might treat it itself in a tonal manner.",CAR_48ec9ae4af32d6aaf3f23eb157ae7c84686e4ebc,0," The word ya () was used during the Zhou dynasty to refer to a form of song-texts used in court collected in Shijing.  The term yayue itself first appeared in the Analects, where yayue was considered by Confucius to be the kind of music that is good and beneficial, in contrast to the popular music originated from the state of Zheng which he judged to be decadent and corrupting.  Yayue is therefore regarded in the Confucian system as the proper form of music that is refined, improving, and essential for self-cultivation, and one that can symbolize good and stable governance.  It means the kind of solemn ceremonial music used in court, as well as ritual music used in temples including those used for Confucian rites. In a broader sense, yayue can mean a form of music that is distinguishable from the popular form of music termed suyue () or uncultivated music, and can therefore also include music of the literati such as qin music.",CAR_4e58eab979258c56cea138e9d88092a2ea025e31,2," Presley's rise to national attention in 1956 transformed the field of popular music and had a huge effect on the broader scope of popular culture. As the catalyst for the cultural revolution that was rock and roll, he was central not only to defining it as a musical genre but in making it a touchstone of youth culture and rebellious attitude. With its racially mixed originsrepeatedly affirmed by Presleyrock and roll's occupation of a central position in mainstream American culture facilitated a new acceptance and appreciation of black culture. In this regard, Little Richard said of Presley, He was an integrator. Elvis was a blessing. They wouldn't let black music through. He opened the door for black music. Al Green agreed: He broke the ice for all of us. President Jimmy Carter remarked on his legacy in 1977: His music and his personality, fusing the styles of white country and black rhythm and blues, permanently changed the face of American popular culture. His following was immense, and he was a symbol to people the world over of the vitality, rebelliousness, and good humor of his country. Presley also heralded the vastly expanded reach of celebrity in the era of mass communication: at the age of 21, within a year of his first appearance on American network television, he was one of the most famous people in the world.",CAR_50ef78cfb6d2f088b93ba10e6f55b3dc22613772,3,,
7,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 8 of 34 for question 1,false," What a Diff'rence a Day Made is a popular song originally written in Spanish by Mara Grever, a Mexican songwriter, in 1934. Originally, the song was known as Cuando vuelva a tu lado (When I Return to Your Side).  The song is also known in English as What a Diff'rence a Day Makes, as popularized by Dinah Washington.",CAR_50f37954bc8c3ce09cca13da206f71b6bc4852ba,0," Moroccan music is of Amazigh, Arab and sub-Saharan origins. Rock-influenced chaabi bands are widespread, as is trance music with historical origins in Muslim music.",CAR_53fb168cc1ebcf4a6d5af1c4a2ea8845929d0615,0," Prostrate plant forms may arise from deliberate breeding and hybridisation, such as the groundcover grevilleas, including Grevillea Poorinda Royal Mantle, and G. Bronze Rambler, or by selection of forms of plants growing in exposed areas. The windswept coastal heathlands and cliffs of far southeastern New South Wales have yielded Banksia 'Roller Coaster' and Banksia 'Pygmy Possum'. These are flattened varieties of less than 0.5 m in height of the species Banksia integrifolia and Banksia serrata, respectively, both of which grow to sizeable trees of 10 m (30 ft) or more in height. The origin of others is unclear; Cootamundra Wattle (Acacia baileyana) is a popular and widely used garden plant in Australia, a prostrate form of which is also in cultivation. Its origin is unknown, possibly a chance seedling in cultivation. It itself is a popular garden plant, its cascading horizontal branches good for rockeries. Many species of roses grow as long canes that can spread prostrate on the ground, and some of these have been hybridized to form climbing and rambling roses that can be allowed to grow on the ground without support, as well as varieties known as carpet roses that are intended to be grown as ground covers. Prostrate juniper, Juniperus communis subsp. alpina is a naturally occurring form of a popular evergreen. Many species of Cotoneaster, such as C. apiculatus, are prostrate ornamentals, as are the closely related Pyracanthas, and the humilis variant of sweetbox, Sarcococca hookeriana var. humilis. Heaths (Erica carnea and related species) and heathers (Calluna vulgaris) are prostrate shrubs often featured prominently in rock gardens. Wintergreens such as Gaultheria humifusa and Gaultheria procumbens are also prostrate growers. Although, strictly speaking, herbaceous, the North American bunchberry (Cornus canadensis), a member of the dogwood genus, can appear as a prostrate shrub when growing in the garden. Many daphnes, particularly those derived from Daphne odora, are prostrate growers, including forms that are highly fragrant and have variegated leaves, although they are short-lived. Some forms of the culinary herb rosemary (Rosmarinus officinalis) form prostrate shrubs when grown in Mediterranean climates, although they die back to the ground when grown where winters are colder.",CAR_57427f5b3974cabf458f042f3b6dedc1de3c94ee,0," During the early 1980s what was dubbed New Music, New wave, New pop  popularized by MTV and associated with gender bending Second British Music Invasion stars such as Boy George and Annie Lennox became what was described by Newsweek at the time as an alternate mainstream to the traditional masculineheterosexual rock music in the United States.",CAR_59d1dd350ddae2fa98192795096a83d2d19db1ac,0," Kaiso is a type of music popular in Trinidad, Grenada, Barbados, St. Lucia and Dominica. It originated in West Africa, and later evolved into calypso music.",CAR_5a1fcdb31f2cef9877758b61039da6972e8eb5a6,1,,
8,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 9 of 34 for question 1,false," Todor Zhivkov, the autocratic dictator, during the period from 195458, in his determination to preserve and promote Bulgarian folk music, took a particularly repressive approach against non-Bulgarian music of gypsy origin, which was the Bulgarian wedding music a genre of music well beyond the concept of traditional music.During his regime, in all official media, it was only folk music which was broadcast and promoted. In view of the external influence in this music the totalitarian regime (Leninist regime) in Bulgaria officially discouraged this music though it was very popular among the public. With the demise of the communist regime in 1989, this music form became even more popular.",CAR_5b16b2dbedab03e2049437487e48335550991128,0," Notational centricity also encourages reification: the score comes to be seen as 'the music', or perhaps the music in an ideal form. As such, music that does not use a written score, such as jazz, blues, or folk, can become demoted to a lower level of status. As well, historical musicology has an ideology slanted by the origins and development of a particular body of music and its aesthetic...It arose at a specific moment, in a specific context  nineteenth-century Europe, especially Germany  and in close association with that movement in the musical practice of the period which was codifying the very repertory then taken by musicology as the centre of its attention. These terminological, methodological, and ideological problems affect even works sympathetic to popular music. However, it is not that musicology cannot understand popular music, or that students of popular music should abandon musicology.  (Middleton, p. 104).",CAR_5b922a5510024ef95677191d96d3089a60661597,0," Scholars have classified music as popular based on various factors, including whether a song or piece becomes known to listeners mainly from hearing the music (in contrast with classical music, in which many musicians learn pieces from sheet music); its appeal to diverse listeners, its treatment as a marketplace commodity in a capitalist context, and other factors. Sales of 'recordings' or sheet music are one measure.  Middleton and Manuel note that this definition has problems because multiple listens or plays of the same song or piece are not counted.  Evaluating appeal based on size of audience (mass appeal) or whether audience is of a certain social class is another way to define popular music, but this, too, has problems in that social categories of people cannot be applied accurately to musical styles. Manuel states that one criticism of popular music is that it is produced by large media conglomerates and passively consumed by the public, who merely buy or reject what music is being produced. He claims that the listeners in the scenario would not have been able to make the choice of their favorite music, which negates the previous conception of popular music.  Moreover, understandings of popular music have changed with time. Middleton argues that if research were to be done on the field of popular music, there would be a level of stability within societies to characterize historical periods, distribution of music, and the patterns of influence and continuity within the popular styles of music.",CAR_1cfdcdf9617a193d150920cdf551a02fcac6aa77,1," The Joropo is a  musical style resembling the fandango, and an accompanying dance. It has African, Native South American and European influences and originated in the plains called Los Llanos of what is now Venezuela and Colombia. It is a fundamental genre of msica criolla (creole music). It is also the most popular folk rhythm: the well-known song Alma Llanera is a joropo, considered the unofficial national anthem of Venezuela.",CAR_5cc3706825a2758f0e44f86c3f2b1810eb112cd2,1," Croatian popular music is the popular music of Croatia.",CAR_5d72dc77bd8ef29150baf0a585603d579f900fe6,0,,
9,40_1,40,1," <span>What are the origins of popular music?</span>",HIT number 10 of 34 for question 1,false," The distinctive themes and origins of Australia's bush music can be traced to the songs sung by the convicts who were sent to Australia during the early period of the British colonisation, beginning in 1788. Early Australian ballads sing of the harsh ways of life of the epoch and of such people and events as bushrangers, swagmen, drovers, stockmen and shearers were popular during the 19th century. Convict and bushranger verses often railed against government tyranny. Classic bush songs on such themes include: The Wild Colonial Boy, Click Go The Shears, The Dying Stockman and Moreton Bay. For much of its history, Australia's bush music belonged to an oral and folkloric tradition, and was only later published in print in volumes such as Banjo Paterson's Old Bush Songs, in the 1890s. The lyrics of Waltzing Matilda, often regarded as Australia's unofficial National anthem, and a quintessential early Australian country music song were composed by the poet Banjo Paterson in 1895.",CAR_5e031133b254adaa8cdaaa3f62f04d198f1176aa,2," The killer ape theory posits that aggression, a vital factor in hunting prey for food, was a fundamental characteristic which distinguished prehuman ancestors from other primates. Ardrey also argued that aggression was therefore an inherited evolutionary trait still present in man. He challenged the reigning blank-state hypothesis (similarly aligned with cultural determinism), then in currency among social scientists. The blank-state hypothesis was famously defended (and Ardrey was famously attacked) by Ashley Montagu. This debate sparked a major controversy in anthropology and led to widespread popular interest in human origins. It also captured the popular attention and led to increased public interest in human origins. Ardrey's ideas notably influenced Sam Peckinpah, to whom Strother Martin gave copies of two of Ardrey's books, as well as, Arthur C. Clarke and Stanley Kubrick in the development of 2001: A Space Odyssey. More recently, according to archeology expert K. Kris Hirst, reviewing the Dawn of Humanity (2015 PBS film) documentary which describes, directly in the context of 2001, the 2015 studies of fossils of Homo naledi, the behavior of apes in the Dawn of Man sequence of 2001 have been proven false, since contemporary evidence suggests that such supposedly violent apes were in fact vegetarians.  Though some of Ardrey's theses on aggression have been contradicted, his popularization of the theory of African Genesis (as opposed to European or Asian Genesis) remains a major turning point in understanding the dawn of humanity.",CAR_5f6f736b933a9296549f6223e85afc6bd01562d9,0," What Now, My Love? is the English title of a popular song whose original French version, Et maintenant (English: And Now) was written in 1961 by composer Gilbert Bcaud and lyricist Pierre Delano. The recurring musical pattern in the background is the Bolero by Ravel. English lyrics and the title were written by Carl Sigman.",CAR_61aae9fd0b2b09662f3063fdc0e02732f59c004e,0," The origins of popular music pedagogy may be traced to the gradual infusion of rock music into formal schooling since the 1960s (in the UK, the USA, and elsewhere), however it has expanded as a specialization to include the offering of degree programs  including graduate degrees  in institutions of higher education. Some notable community institutions, such as Cleveland's Rock and Roll Hall of Fame and Museum and Seattle's Experience Music Project have also contributed to the development of popular music pedagogy through symposia and educational outreach programs.",CAR_62307db39157d870d1b1d35ca4d88cb48e4dbf8f,0," Traditional (non-professional) polyphony has a wide, if uneven, distribution among the peoples of the world. Most polyphonic regions of the world are in sub-Saharan Africa, Europe and Oceania. It is believed that the origins of polyphony in traditional music vastly predate the emergence of polyphony in European professional music. Currently there are two contradictory approaches to the problem of the origins of vocal polyphony: the Cultural Model, and the Evolutionary Model. According to the Cultural Model, the origins of polyphony are connected to the development of human musical culture; polyphony came as the natural development of the primordial monophonic singing; therefore polyphonic traditions are bound to gradually replace monophonic traditions. According to the Evolutionary Model, the origins of polyphonic singing are much deeper, and are connected to the earlier stages of human evolution; polyphony was an important part of a defence system of the hominids, and traditions of polyphony are gradually disappearing all over the world.",CAR_68caff5bb0e4d5ff07c749c89cbba8a71c164413,1,,
