hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
255,60_7,MARCO_5573821,A1IBKP5PBH5EHC,3NXNZ5RS1FDF4PR7Q81QNQVEEH2976,68000,0,0,0,0
255,60_7,MARCO_5591730,A1IBKP5PBH5EHC,3NXNZ5RS1FDF4PR7Q81QNQVEEH2976,68000,0,0,0,0
255,60_7,MARCO_560708,A1IBKP5PBH5EHC,3NXNZ5RS1FDF4PR7Q81QNQVEEH2976,68000,0,0,0,0
255,60_7,MARCO_5627998,A1IBKP5PBH5EHC,3NXNZ5RS1FDF4PR7Q81QNQVEEH2976,68000,0,0,0,0
255,60_7,MARCO_5636434,A1IBKP5PBH5EHC,3NXNZ5RS1FDF4PR7Q81QNQVEEH2976,68000,0,0,0,0
231,60_7,CAR_65341a3481c7288c8d848bab67c8065fbfee6ce8,A1IBKP5PBH5EHC,3DR23U6WEAUJXJFVBMKDK0O7UB0TE3,137000,0,2,0,1
231,60_7,CAR_6f189ab5a8c3391d624f8ccc8734636dfb9cb640,A1IBKP5PBH5EHC,3DR23U6WEAUJXJFVBMKDK0O7UB0TE3,137000,0,2,0,1
231,60_7,CAR_7172da84050ae280855cd7489c8a54afc968a905,A1IBKP5PBH5EHC,3DR23U6WEAUJXJFVBMKDK0O7UB0TE3,137000,0,0,0,0
231,60_7,CAR_7266813de06ac59d6c0b69bf739d6ee7c34f96be,A1IBKP5PBH5EHC,3DR23U6WEAUJXJFVBMKDK0O7UB0TE3,137000,0,1,0,0
231,60_7,CAR_74f2e9d6c3470a9b262524b0908d9228c1b40efa,A1IBKP5PBH5EHC,3DR23U6WEAUJXJFVBMKDK0O7UB0TE3,137000,0,0,0,0
228,60_7,CAR_197ba6aacbcce0af74ba7605c270c3cb3ba6ef7e,A1IBKP5PBH5EHC,3WQQ9FUS6FA2SWBNYX7SSWMZD118BS,137000,0,0,0,0
228,60_7,CAR_1b9b1fac5d1615d43db5b1d4d5a8bab4f672c265,A1IBKP5PBH5EHC,3WQQ9FUS6FA2SWBNYX7SSWMZD118BS,137000,0,1,0,0
228,60_7,CAR_235ac73dbd8acd74d6247e913621fd636064803e,A1IBKP5PBH5EHC,3WQQ9FUS6FA2SWBNYX7SSWMZD118BS,137000,0,1,0,0
228,60_7,CAR_238197ec3f8a62d81f54ed35d53e12c4fcbc2ba0,A1IBKP5PBH5EHC,3WQQ9FUS6FA2SWBNYX7SSWMZD118BS,137000,0,1,0,0
