docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
CAR_f0105a5be5b1dcb0bebaa9a1d2c9e70169567aea,A1IBKP5PBH5EHC,3LRKMWOKBAXNOFCEOUEU4NGZ24D2ZR,60000,0,0,0,0
CAR_f8c632c6965422bdcd307057a74c620a753c406a,A1IBKP5PBH5EHC,3LRKMWOKBAXNOFCEOUEU4NGZ24D2ZR,60000,0,0,0,0
CAR_fea634428ca814a94bc6ce1a406b56804c4bd007,A1IBKP5PBH5EHC,3LRKMWOKBAXNOFCEOUEU4NGZ24D2ZR,60000,0,0,0,0
MARCO_1181841,A1IBKP5PBH5EHC,3LRKMWOKBAXNOFCEOUEU4NGZ24D2ZR,60000,0,0,0,0
MARCO_1198831,A1IBKP5PBH5EHC,3LRKMWOKBAXNOFCEOUEU4NGZ24D2ZR,60000,0,0,0,0
MARCO_4239407,A1IBKP5PBH5EHC,3HMIGG0U4QMY544Y8PLC07K0I9V8Y1,142000,3,1,1,0
MARCO_4365298,A1IBKP5PBH5EHC,3HMIGG0U4QMY544Y8PLC07K0I9V8Y1,142000,0,0,0,0
MARCO_4365299,A1IBKP5PBH5EHC,3HMIGG0U4QMY544Y8PLC07K0I9V8Y1,142000,2,1,1,0
MARCO_4365303,A1IBKP5PBH5EHC,3HMIGG0U4QMY544Y8PLC07K0I9V8Y1,142000,2,0,1,0
MARCO_4365304,A1IBKP5PBH5EHC,3HMIGG0U4QMY544Y8PLC07K0I9V8Y1,142000,0,1,0,0
MARCO_8617383,A1IBKP5PBH5EHC,3OS46CRSLKFUXWQ5AZ1U9UKFUYG6VJ,58000,3,3,1,1
MARCO_8628539,A1IBKP5PBH5EHC,3OS46CRSLKFUXWQ5AZ1U9UKFUYG6VJ,58000,0,0,0,0
MARCO_8637099,A1IBKP5PBH5EHC,3OS46CRSLKFUXWQ5AZ1U9UKFUYG6VJ,58000,0,0,0,0
MARCO_8666788,A1IBKP5PBH5EHC,3OS46CRSLKFUXWQ5AZ1U9UKFUYG6VJ,58000,0,0,0,0
MARCO_8671937,A1IBKP5PBH5EHC,3OS46CRSLKFUXWQ5AZ1U9UKFUYG6VJ,58000,0,0,0,0
MARCO_7666883,A1IBKP5PBH5EHC,3SKRO2GZ767LAZVW5PB6CPIH6PIK12,81000,2,2,1,1
MARCO_5295408,A1IBKP5PBH5EHC,3SKRO2GZ767LAZVW5PB6CPIH6PIK12,81000,4,0,1,0
MARCO_7670963,A1IBKP5PBH5EHC,3SKRO2GZ767LAZVW5PB6CPIH6PIK12,81000,0,2,0,1
MARCO_8018982,A1IBKP5PBH5EHC,3SKRO2GZ767LAZVW5PB6CPIH6PIK12,81000,2,0,1,0
MARCO_8018983,A1IBKP5PBH5EHC,3SKRO2GZ767LAZVW5PB6CPIH6PIK12,81000,0,0,0,0
MARCO_6356944,A1IBKP5PBH5EHC,3WYP994K1C7B1QLAFAOEGTO9C936Y1,48000,0,0,0,0
MARCO_6430441,A1IBKP5PBH5EHC,3WYP994K1C7B1QLAFAOEGTO9C936Y1,48000,4,4,1,1
