hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
7,40_1,CAR_50f37954bc8c3ce09cca13da206f71b6bc4852ba,AEQEA43P7OFAJ,3WJ1OXY92FWX9M6VSJ7WXL2UC3DA8J,127000,0,0,0,0
7,40_1,CAR_53fb168cc1ebcf4a6d5af1c4a2ea8845929d0615,AEQEA43P7OFAJ,3WJ1OXY92FWX9M6VSJ7WXL2UC3DA8J,127000,0,2,0,1
7,40_1,CAR_57427f5b3974cabf458f042f3b6dedc1de3c94ee,AEQEA43P7OFAJ,3WJ1OXY92FWX9M6VSJ7WXL2UC3DA8J,127000,0,0,0,0
7,40_1,CAR_59d1dd350ddae2fa98192795096a83d2d19db1ac,AEQEA43P7OFAJ,3WJ1OXY92FWX9M6VSJ7WXL2UC3DA8J,127000,0,1,0,0
7,40_1,CAR_5a1fcdb31f2cef9877758b61039da6972e8eb5a6,AEQEA43P7OFAJ,3WJ1OXY92FWX9M6VSJ7WXL2UC3DA8J,127000,1,2,0,1
6,40_1,CAR_43508c45dc85c5cf38e38b9e1be78a64b3359c56,AEQEA43P7OFAJ,39GXDJN2OYUH1A9T3EYST8G7XDD8VH,306000,3,1,1,0
6,40_1,CAR_46260aeae2f6f58cfbba6de106003800c1ea93be,AEQEA43P7OFAJ,39GXDJN2OYUH1A9T3EYST8G7XDD8VH,306000,3,1,1,0
6,40_1,CAR_48ec9ae4af32d6aaf3f23eb157ae7c84686e4ebc,AEQEA43P7OFAJ,39GXDJN2OYUH1A9T3EYST8G7XDD8VH,306000,0,1,0,0
6,40_1,CAR_4e58eab979258c56cea138e9d88092a2ea025e31,AEQEA43P7OFAJ,39GXDJN2OYUH1A9T3EYST8G7XDD8VH,306000,2,0,1,0
6,40_1,CAR_50ef78cfb6d2f088b93ba10e6f55b3dc22613772,AEQEA43P7OFAJ,39GXDJN2OYUH1A9T3EYST8G7XDD8VH,306000,3,2,1,1
0,40_1,CAR_00fc2e1235398f591bdd14bca03a62b2ba03c602,AEQEA43P7OFAJ,31UV0MXWNVSTSM6R69S62ZGMNKR5IO,355000,4,2,1,1
0,40_1,CAR_0287c00622b68eb397d7d4cca0d8bc0842426c87,AEQEA43P7OFAJ,31UV0MXWNVSTSM6R69S62ZGMNKR5IO,355000,3,0,1,0
0,40_1,CAR_02f1d09a3063cb8eb6886acc5114fc8459960105,AEQEA43P7OFAJ,31UV0MXWNVSTSM6R69S62ZGMNKR5IO,355000,2,0,1,0
0,40_1,CAR_04a7a41e01849dd6b233125c657750bbaf177050,AEQEA43P7OFAJ,31UV0MXWNVSTSM6R69S62ZGMNKR5IO,355000,3,2,1,1
0,40_1,CAR_0545decafa45018d787fa1677f0ffd4bffc6a00f,AEQEA43P7OFAJ,31UV0MXWNVSTSM6R69S62ZGMNKR5IO,355000,0,0,0,0
5,40_1,CAR_3891b8b412fa757f362be4873c5a020681a9cacb,AEQEA43P7OFAJ,3HYA4D452WZHJYLENIKN1V0INJVF2V,226000,1,0,0,0
5,40_1,CAR_3b18492588ee094a41b6e61f468bc05f9ec6f8bd,AEQEA43P7OFAJ,3HYA4D452WZHJYLENIKN1V0INJVF2V,226000,2,1,1,0
5,40_1,CAR_3cd8e480470bf0b218d90aeb2fad804b8320693a,AEQEA43P7OFAJ,3HYA4D452WZHJYLENIKN1V0INJVF2V,226000,2,1,1,0
5,40_1,CAR_3e00f4599b39cae965dad2c33f9cf12f14aafc1d,AEQEA43P7OFAJ,3HYA4D452WZHJYLENIKN1V0INJVF2V,226000,3,1,1,0
5,40_1,CAR_42d8d63f949c7b2cb905b21d136e84cae5d2242d,AEQEA43P7OFAJ,3HYA4D452WZHJYLENIKN1V0INJVF2V,226000,0,0,0,0
4,40_1,CAR_2d1a68cce209813259d26d7b961661cc4a907cb6,AEQEA43P7OFAJ,3TS1AR6UQVUO5ZIKTU1IXMHQYZE7F0,597000,3,3,1,1
4,40_1,CAR_2e89a6b29ce2ea473b4d24ddb26bbeabed3b8115,AEQEA43P7OFAJ,3TS1AR6UQVUO5ZIKTU1IXMHQYZE7F0,597000,3,2,1,1
4,40_1,CAR_2f7f7ad7c518613ec63203059de04473f63fc271,AEQEA43P7OFAJ,3TS1AR6UQVUO5ZIKTU1IXMHQYZE7F0,597000,4,2,1,1
4,40_1,CAR_30ddeb71d7622fb329b07ba6446f1205470a7f2d,AEQEA43P7OFAJ,3TS1AR6UQVUO5ZIKTU1IXMHQYZE7F0,597000,2,2,1,1
