docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
MARCO_1103311,A1IBKP5PBH5EHC,3DIP6YHAPH80ZZN78O9IT4SKZYNE8Q,64000,0,0,0,0
MARCO_1127654,A1IBKP5PBH5EHC,3DIP6YHAPH80ZZN78O9IT4SKZYNE8Q,64000,4,4,1,1
MARCO_1171208,A1IBKP5PBH5EHC,3DIP6YHAPH80ZZN78O9IT4SKZYNE8Q,64000,2,4,1,1
MARCO_1198831,A1IBKP5PBH5EHC,3DIP6YHAPH80ZZN78O9IT4SKZYNE8Q,64000,3,1,1,0
MARCO_1207068,A1IBKP5PBH5EHC,3DIP6YHAPH80ZZN78O9IT4SKZYNE8Q,64000,0,0,0,0
MARCO_1244907,A1IBKP5PBH5EHC,3SPJ033426JNPL0HZTI3PXTEXLMJYU,75000,0,0,0,0
MARCO_1244908,A1IBKP5PBH5EHC,3SPJ033426JNPL0HZTI3PXTEXLMJYU,75000,0,0,0,0
MARCO_1244914,A1IBKP5PBH5EHC,3SPJ033426JNPL0HZTI3PXTEXLMJYU,75000,0,0,0,0
MARCO_1278953,A1IBKP5PBH5EHC,3SPJ033426JNPL0HZTI3PXTEXLMJYU,75000,2,0,1,0
MARCO_1278954,A1IBKP5PBH5EHC,3SPJ033426JNPL0HZTI3PXTEXLMJYU,75000,1,0,0,0
MARCO_8628539,A1IBKP5PBH5EHC,3PXX5PX6L2EGBK42VVR6ONSUMQUBAD,120000,1,1,0,0
MARCO_8666788,A1IBKP5PBH5EHC,3PXX5PX6L2EGBK42VVR6ONSUMQUBAD,120000,4,2,1,1
MARCO_878723,A1IBKP5PBH5EHC,3PXX5PX6L2EGBK42VVR6ONSUMQUBAD,120000,0,0,0,0
MARCO_940332,A1IBKP5PBH5EHC,3PXX5PX6L2EGBK42VVR6ONSUMQUBAD,120000,3,1,1,0
MARCO_962771,A1IBKP5PBH5EHC,3PXX5PX6L2EGBK42VVR6ONSUMQUBAD,120000,0,0,0,0
MARCO_8509630,A1IBKP5PBH5EHC,3XIQGXAUMHO55L95TO743THW4TAX7V,46000,0,0,0,0
MARCO_8554833,A1IBKP5PBH5EHC,3XIQGXAUMHO55L95TO743THW4TAX7V,46000,0,0,0,0
MARCO_8610844,A1IBKP5PBH5EHC,3XIQGXAUMHO55L95TO743THW4TAX7V,46000,0,0,0,0
MARCO_8610846,A1IBKP5PBH5EHC,3XIQGXAUMHO55L95TO743THW4TAX7V,46000,0,0,0,0
MARCO_887035,A1IBKP5PBH5EHC,3XIQGXAUMHO55L95TO743THW4TAX7V,46000,0,0,0,0
MARCO_2470804,A1IBKP5PBH5EHC,354P56DE9PJX94N6ZE1H4L04PE47ST,126000,1,0,0,0
MARCO_249287,A1IBKP5PBH5EHC,354P56DE9PJX94N6ZE1H4L04PE47ST,126000,0,0,0,0
