hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
345,42_8,MARCO_6250671,A1IBKP5PBH5EHC,3VNXK88KKHYHFFS38646T4BH7ID9VB,42000,0,0,0,0
345,42_8,MARCO_6250678,A1IBKP5PBH5EHC,3VNXK88KKHYHFFS38646T4BH7ID9VB,42000,0,1,0,0
345,42_8,MARCO_6371197,A1IBKP5PBH5EHC,3VNXK88KKHYHFFS38646T4BH7ID9VB,42000,0,0,0,0
345,42_8,MARCO_6469310,A1IBKP5PBH5EHC,3VNXK88KKHYHFFS38646T4BH7ID9VB,42000,0,0,0,0
345,42_8,MARCO_6606072,A1IBKP5PBH5EHC,3VNXK88KKHYHFFS38646T4BH7ID9VB,42000,0,0,0,0
343,42_8,MARCO_5854194,A1IBKP5PBH5EHC,3UWN2HHPU3LMCPFTFLI60IMUD2ZNSG,43000,0,0,0,0
343,42_8,MARCO_5854195,A1IBKP5PBH5EHC,3UWN2HHPU3LMCPFTFLI60IMUD2ZNSG,43000,0,0,0,0
343,42_8,MARCO_5854201,A1IBKP5PBH5EHC,3UWN2HHPU3LMCPFTFLI60IMUD2ZNSG,43000,0,0,0,0
343,42_8,MARCO_5881080,A1IBKP5PBH5EHC,3UWN2HHPU3LMCPFTFLI60IMUD2ZNSG,43000,0,1,0,0
343,42_8,CAR_24e4cf8e3dd70747e80a17ea5065b0ca70eb353c,A1IBKP5PBH5EHC,3UWN2HHPU3LMCPFTFLI60IMUD2ZNSG,43000,0,0,0,0
348,42_8,MARCO_8196496,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULOTPL3,87000,0,0,0,0
348,42_8,MARCO_8238722,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULOTPL3,87000,0,0,0,0
348,42_8,MARCO_8340030,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULOTPL3,87000,0,0,0,0
348,42_8,CAR_263dc2a14631f7ff0f1206c86e7502745b8783a8,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULOTPL3,87000,0,0,0,0
