HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,how to cook sausage,Any,clueweb09-en0000-67-12641,false,clueweb09-en0007-58-01058,true,clueweb09-en0007-89-17720,false,random-clueweb09-en0006-75-34429,false,clueweb09-en0011-08-10869,false,clueweb09-en0006-16-04776,true,clueweb09-en0005-21-36457,true,clueweb09-en0007-14-11825,false,clueweb09-en0004-96-31769,false,nr-clueweb09-en0004-42-00445,false,nr-clueweb09-en0003-04-23113,false,clueweb09-en0008-57-38603,false,clueweb09-en0006-50-30564,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
null,null,null,null,null,0,0,0.0,0.0,0.0,0.0,ancient greece,History,clueweb09-en0004-69-27667,true,clueweb09-en0010-15-03476,false,clueweb09-en0004-69-27672,true,clueweb09-en0004-60-23134,false,clueweb09-en0000-58-13707,true,clueweb09-en0000-30-07975,false,random-clueweb09-en0009-77-38942,false,clueweb09-en0004-03-32035,false,clueweb09-en0011-72-01804,false,clueweb09-en0009-55-21698,false,clueweb09-en0000-58-13747,false,nr-clueweb09-en0002-34-05002,false,nr-clueweb09-en0009-68-24453,false,null,null
