HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3XAOZ9UYS374YIVXSSP2KRY4NIE1QT,3Y5140Z9D2WXLWOAQO1K05L4PV6PI7,A2JP9IKRHNLRPI,2021-09-20T14:07:48,MONDAY,1.63216E+12,1.63216E+12,750,12.5,730.604,0, How to start a relationship off strong?, , Relationships, clueweb09-en0008-11-15837,FALSE, clueweb09-en0007-68-37352,FALSE, clueweb09-en0005-35-34207,FALSE, clueweb09-en0005-79-28820,TRUE, random-clueweb09-en0003-33-30335,FALSE, nr-clueweb09-en0002-01-10199,FALSE, clueweb09-en0008-01-35010,FALSE, clueweb09-en0006-57-16102,FALSE, clueweb09-en0006-57-16112,FALSE, clueweb09-en0009-73-04218,FALSE, clueweb09-en0010-00-27787,FALSE, clueweb09-en0001-15-04121,FALSE, nr-clueweb09-en0010-89-34097,FALSE,1,0
3KA7IJSNXALKB4CAUC32QYL34YJBPV,3JW0YLFXRYW5605GRRJUTQ28X37WWG,A2JP9IKRHNLRPI,2021-09-20T14:07:48,MONDAY,1.63216E+12,1.63216E+12,785,13.08333333,762.714,0, What side dish to eat with a cheeseburger?, , Food &amp; Drink, clueweb09-en0004-13-03667,FALSE, clueweb09-enwp00-51-07497,TRUE, clueweb09-en0007-28-39682,FALSE, clueweb09-en0001-84-32236,TRUE, clueweb09-en0005-54-04054,FALSE, clueweb09-en0007-93-25164,FALSE, random-clueweb09-en0000-87-03924,FALSE, clueweb09-en0005-90-37219,FALSE, clueweb09-en0005-09-29029,FALSE, nr-clueweb09-en0003-86-10922,FALSE, clueweb09-en0011-25-03489,FALSE, clueweb09-en0003-68-32184,FALSE, nr-clueweb09-en0001-11-32223,FALSE,2,0
374UMBUHO951D1XNPT8H6SSIBM3TCO,3X4MXAO0BL40Y4OUSX9O6RUR5OSRW8,A2JP9IKRHNLRPI,2021-09-20T14:07:49,MONDAY,1.63216E+12,1.63216E+12,720,12,698.742,0, What is safe to feed to a cat?, , Pets, clueweb09-en0005-23-08416,FALSE, clueweb09-en0011-56-23767,FALSE, clueweb09-en0003-35-00922,FALSE, random-clueweb09-en0000-21-15033,FALSE, nr-clueweb09-en0008-90-21798,FALSE, clueweb09-en0010-43-14156,FALSE, clueweb09-en0010-37-40951,TRUE, clueweb09-en0002-80-35814,TRUE, clueweb09-en0000-03-28610,TRUE, clueweb09-en0011-78-07154,TRUE, clueweb09-en0001-35-05101,FALSE, clueweb09-enwp00-73-14686,FALSE, nr-clueweb09-en0000-03-29602,FALSE,4,0
3KI0JD2ZV5YPZMRF2ZSDFW8QQ3267Y,35GCEFQ6IA4C9X8XSUSZNXLTGCGZ32,A2JP9IKRHNLRPI,2021-09-20T14:07:50,MONDAY,1.63216E+12,1.63216E+12,690,11.5,660.336,0, Paintings from Picasso, , Arts, clueweb09-en0011-79-01287,TRUE, clueweb09-en0003-27-17684,TRUE, clueweb09-en0003-27-06935,TRUE, clueweb09-enwp02-02-01745,TRUE, clueweb09-enwp01-54-20137,TRUE, random-clueweb09-en0007-00-09110,FALSE, clueweb09-en0010-80-38660,TRUE, clueweb09-en0010-80-38661,TRUE, clueweb09-en0007-80-31875,TRUE, clueweb09-en0004-90-35783,TRUE, nr-clueweb09-en0007-25-18765,TRUE, clueweb09-en0008-18-24085,FALSE, nr-clueweb09-en0008-37-16226,FALSE,9,1
3WPCIUYH2EOBIT31PP3SQYA0WMFTDO,30H4UDGLT7YJHFE1B3ZCSYSL64QPMN,A2JP9IKRHNLRPI,2021-09-20T14:07:52,MONDAY,1.63216E+12,1.63216E+12,987,16.45,964.605,0, What should I invest in?, , Economy &amp; Finance, clueweb09-en0003-19-25589,TRUE, clueweb09-en0009-85-18586,TRUE, nr-clueweb09-en0001-79-11747,FALSE, clueweb09-en0011-14-12471,FALSE, clueweb09-en0004-62-22335,FALSE, clueweb09-en0004-05-35480,FALSE, clueweb09-en0009-08-24968,FALSE, clueweb09-en0004-05-34632,FALSE, clueweb09-en0000-30-16798,FALSE, random-clueweb09-en0002-86-03239,FALSE, clueweb09-en0000-16-28533,FALSE, clueweb09-en0008-02-39175,FALSE, nr-clueweb09-en0001-33-04992,FALSE,2,0
3MQKOF1EF643AA7VKU83DIHZ0GYDWZ,3S06PH7KSWKDWTPMD8PJ8CNTUAT1DE,A2JP9IKRHNLRPI,2021-09-20T14:07:53,MONDAY,1.63216E+12,1.63216E+12,881,14.68333333,862.157,0, How do I remove cat hair?, , Pets, clueweb09-en0011-78-07182,TRUE, clueweb09-en0009-12-19569,TRUE, random-clueweb09-en0002-82-08074,FALSE, clueweb09-en0002-51-24428,FALSE, clueweb09-en0002-77-02398,FALSE, clueweb09-en0005-72-21080,FALSE, clueweb09-en0005-82-30580,TRUE, clueweb09-en0010-19-35234,FALSE, clueweb09-en0004-57-00501,FALSE, nr-clueweb09-en0002-46-10014,FALSE, clueweb09-en0006-05-25251,FALSE, clueweb09-en0005-82-30554,FALSE, nr-clueweb09-en0000-48-29922,FALSE,3,0
3M47JKRKD1HTZ0WYC4KJTW4L1N868L,3WLEIWSYHTX1XUCKI88N4GCWE8ZH2J,A1FNNL4YJGBU8U,2021-09-20T14:07:53,MONDAY,1.63216E+12,1.63216E+12,70,1.166666667,26.995,0, lady gaga concert, , Entertainment, clueweb09-en0001-36-05574,FALSE, nr-clueweb09-en0010-32-11529,FALSE, clueweb09-en0007-79-35459,FALSE, clueweb09-en0002-12-05182,FALSE, clueweb09-enwp01-07-21725,FALSE, clueweb09-enwp01-13-20998,FALSE, clueweb09-en0002-45-13857,FALSE, clueweb09-en0002-10-30089,FALSE, clueweb09-en0006-64-03595,FALSE, clueweb09-en0002-72-06740,FALSE, random-clueweb09-en0003-33-30335,FALSE, clueweb09-en0002-10-20999,FALSE, nr-clueweb09-en0009-14-18524,FALSE,0,0
38B7Q9C29KLTD5F8HWQXTSZWLTQ69A,3PEIJLRY6Y9KV0A61WFGV9GF65DWX9,A1FNNL4YJGBU8U,2021-09-20T14:07:53,MONDAY,1.63216E+12,1.63216E+12,128,2.133333333,55.597,0, bank of america, , Economy &amp; Finance, clueweb09-en0001-63-32052,TRUE, random-clueweb09-enwp02-01-03342,FALSE, nr-clueweb09-en0005-90-31548,TRUE, clueweb09-en0002-46-22131,FALSE, clueweb09-en0001-11-05128,FALSE, nr-clueweb09-en0003-74-35034,FALSE, clueweb09-enwp00-27-05874,FALSE, clueweb09-en0009-94-18178,FALSE, clueweb09-en0001-72-21210,FALSE, clueweb09-enwp01-94-00548,TRUE, clueweb09-en0001-74-22488,FALSE, clueweb09-en0002-28-27371,FALSE, nr-clueweb09-en0003-74-35034,FALSE,2,1
3D42WVSDICB4XZGRQ1LHMF50N1EFYB,3W8CV64QJ7FCXEXJ3HN2E3KAKE9H9B,A2JP9IKRHNLRPI,2021-09-20T14:07:54,MONDAY,1.63216E+12,1.63216E+12,956,15.93333333,932.344,0, How to learn how to sew?, , Crafts &amp; Hobbies, clueweb09-en0004-62-14778,TRUE, clueweb09-en0000-51-26955,TRUE, nr-clueweb09-en0009-50-28031,TRUE, clueweb09-en0010-73-30957,TRUE, clueweb09-en0007-95-12515,FALSE, random-clueweb09-en0007-49-03198,FALSE, clueweb09-en0007-95-12722,FALSE, clueweb09-en0006-52-17850,TRUE, clueweb09-en0004-62-14777,FALSE, clueweb09-en0007-23-26016,FALSE, clueweb09-en0007-85-13954,FALSE, clueweb09-en0006-52-16137,FALSE, nr-clueweb09-en0007-23-26017,FALSE,4,1
307L9TDWK28F5OWKZ4B44QIWGR53N0,37KGEN7NJ86P2IBE3JR492MGB91PPJ,A2JP9IKRHNLRPI,2021-09-20T14:07:55,MONDAY,1.63216E+12,1.63216E+12,853,14.21666667,795.256,0, How is the Dow Jones doing?, , Economy &amp; Finance, clueweb09-en0011-65-17864,FALSE, clueweb09-en0000-16-28568,TRUE, clueweb09-en0009-40-09209,TRUE, clueweb09-en0001-43-15542,FALSE, clueweb09-en0006-95-37277,FALSE, clueweb09-en0008-21-38519,FALSE, clueweb09-en0008-21-38364,FALSE, clueweb09-en0001-43-15612,FALSE, nr-clueweb09-en0011-49-38587,FALSE, clueweb09-en0003-12-14200,FALSE, clueweb09-en0000-00-11918,FALSE, random-clueweb09-en0002-63-12795,FALSE, nr-clueweb09-en0011-46-02130,FALSE,2,0
