HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3WRAAIUSCNFK1399APDNP0N0N73XAP,32VNZTT0ACKOP25AIR35BZB0KUNR4D,A1J3ON3YLGJAM6,2021-09-14T17:29:54,TUESDAY,1631654994000,1631655029000,35.0,0.5833333333333334,11.822,0.0," Democratic party"," "," Politics"," clueweb09-enwp00-48-22599",true," clueweb09-en0000-59-35366",false," clueweb09-en0001-76-10034",false," nr-clueweb09-en0007-97-05974",false," random-clueweb09-en0009-06-35915",false," clueweb09-enwp01-13-25459",true," clueweb09-en0000-49-27056",true," clueweb09-en0001-03-18249",false," clueweb09-en0001-21-06816",false," clueweb09-en0005-11-16591",false," clueweb09-en0000-59-35383",false," clueweb09-en0011-08-12871",false," nr-clueweb09-en0007-97-06765",false,3,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,3L4PIM1GQYW4N9JU7YRCROF7FVMRYY,A1E77HZO63E334,2021-09-14T17:28:19,TUESDAY,1631654899000,1631655299000,400.0,6.666666666666667,209.558,0.0," windows xp"," "," Technology"," clueweb09-en0008-20-14692",false," clueweb09-en0000-95-15903",false," clueweb09-en0000-97-32543",false," clueweb09-en0003-60-18774",false," nr-clueweb09-en0000-63-19924",false," clueweb09-en0002-89-02955",false," clueweb09-en0011-80-37209",false," clueweb09-en0000-72-00382",false," clueweb09-en0008-71-35201",false," random-clueweb09-en0009-06-35915",false," clueweb09-en0009-19-25199",false," clueweb09-en0001-67-32646",false," nr-clueweb09-en0001-20-23240",false,0,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,3QBD8R3Z26ZLSPDUQZM1H46V9734OH,A1FNNL4YJGBU8U,2021-09-14T17:27:42,TUESDAY,1631654862000,1631655619000,757.0,12.616666666666667,44.704,0.0," cleveland science center"," "," Science"," clueweb09-en0008-73-00355",false," random-clueweb09-en0009-64-30845",false," clueweb09-en0006-48-16826",false," clueweb09-en0009-37-33475",false," clueweb09-en0004-66-11847",true," clueweb09-en0008-80-40608",false," nr-clueweb09-en0004-40-39203",false," clueweb09-en0006-09-10737",false," clueweb09-en0005-10-31023",false," clueweb09-en0011-52-08578",true," clueweb09-en0006-18-28845",false," clueweb09-en0011-52-10114",false," nr-clueweb09-en0004-40-39200",false,2,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,33F859I56BTVL7CG111Y59F07D6BH6,A2JP9IKRHNLRPI,2021-09-14T17:27:17,TUESDAY,1631654837000,1631655805000,968.0,16.133333333333333,942.171,0.0," How to find peace through spirituality"," "," Spirituality"," clueweb09-en0010-73-17154",true," clueweb09-en0000-19-29074",false," clueweb09-en0004-06-04473",false," clueweb09-en0002-61-09872",false," nr-clueweb09-en0003-19-21844",false," clueweb09-en0010-64-21506",false," clueweb09-en0006-86-07480",false," random-clueweb09-en0007-29-30662",false," clueweb09-en0011-67-07280",true," clueweb09-en0003-18-09026",false," clueweb09-en0006-86-07542",false," clueweb09-en0003-93-11710",true," nr-clueweb09-en0001-28-21222",false,3,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,3CFJTT4SXY68FQKAU2730JUJO0X7IC,A1VMPZVVVZUCS4,2021-09-14T17:38:22,TUESDAY,1631655502000,1631655951000,449.0,7.483333333333333,13.577,0.0," mountain climbing"," "," Recreation"," clueweb09-en0009-77-01677",true," nr-clueweb09-en0010-16-17188",true," clueweb09-en0001-54-08884",true," clueweb09-en0001-51-24015",true," clueweb09-en0001-51-24017",false," clueweb09-en0009-77-01668",true," random-clueweb09-en0000-87-03924",false," clueweb09-en0006-88-47528",true," clueweb09-en0001-63-14337",true," clueweb09-en0007-80-04166",true," clueweb09-en0005-90-02968",false," clueweb09-en0011-91-32916",false," nr-clueweb09-en0004-87-10054",true,7,2
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,304SM51WA8KKBGQWCVDX9NM2GONSB8,A1J3ON3YLGJAM6,2021-09-14T17:28:40,TUESDAY,1631654920000,1631654960000,40.0,0.6666666666666666,14.932,0.0," Beagle puppies"," "," Pets"," clueweb09-en0000-90-17578",true," clueweb09-en0001-11-19147",false," nr-clueweb09-en0004-33-13890",false," clueweb09-en0003-14-23522",false," clueweb09-en0005-35-41211",true," clueweb09-en0004-77-14362",false," clueweb09-en0008-11-02808",true," clueweb09-en0003-14-23207",false," clueweb09-en0000-90-17581",false," clueweb09-en0009-04-14371",true," clueweb09-en0005-51-06354",true," random-clueweb09-en0007-00-09110",false," nr-clueweb09-en0004-33-13792",false,5,0
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,3ZOTGHDK5NR4UAF5G0IJF7M1NN6OS8,A1E77HZO63E334,2021-09-14T17:28:05,TUESDAY,1631654885000,1631655020000,135.0,2.25,125.303,0.0," Jef Keppinger"," "," Sports"," clueweb09-enwp01-07-03071",false," clueweb09-enwp01-40-06595",true," clueweb09-en0002-06-30528",false," clueweb09-en0002-06-30534",false," clueweb09-en0006-66-26548",false," clueweb09-en0006-66-26549",false," clueweb09-en0005-74-26614",false," nr-clueweb09-enwp00-45-13635",false," clueweb09-en0007-91-07841",false," clueweb09-en0003-77-00367",false," clueweb09-en0006-39-33118",false," random-clueweb09-en0009-77-38942",false," nr-clueweb09-en0001-07-30672",false,1,0
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,3NQL1CS15WOWGG0BGIWMSL4A01YVYU,A2JP9IKRHNLRPI,2021-09-14T17:27:04,TUESDAY,1631654824000,1631655322000,498.0,8.3,478.221,0.0," Shopping Malls in Chicago"," "," Shopping"," clueweb09-en0006-70-22344",true," clueweb09-en0000-84-29626",true," nr-clueweb09-enwp01-79-18628",true," clueweb09-en0010-62-29482",false," clueweb09-en0003-59-20835",false," clueweb09-en0000-22-27402",false," random-clueweb09-en0008-31-37861",false," clueweb09-en0004-22-08908",false," clueweb09-en0006-28-24125",false," clueweb09-enwp01-00-02018",false," clueweb09-en0000-25-23834",false," clueweb09-en0010-62-29473",false," nr-clueweb09-en0006-31-25788",false,2,1
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,3TVRFO09GPV4K6Y7XI8EMYZZ7X3LXW,A1FNNL4YJGBU8U,2021-09-14T17:27:57,TUESDAY,1631654877000,1631655476000,599.0,9.983333333333333,367.924,0.0," best hobbies for a 20 year old"," "," Crafts &amp; Hobbies"," clueweb09-en0002-32-28228",false," random-clueweb09-en0006-35-27399",false," clueweb09-en0011-95-09228",true," clueweb09-en0011-20-07512",false," clueweb09-en0007-58-03722",false," clueweb09-en0001-37-11841",false," nr-clueweb09-en0003-38-05800",false," clueweb09-en0006-76-05925",true," clueweb09-en0002-15-35407",false," clueweb09-en0002-13-29179",false," clueweb09-en0005-79-27520",false," clueweb09-en0005-79-27297",false," nr-clueweb09-en0002-81-17249",false,2,0
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,3P529IW9K31NKK7MXO2SGRZS3SAFL2,A1VMPZVVVZUCS4,2021-09-14T17:39:14,TUESDAY,1631655554000,1631656345000,791.0,13.183333333333334,9.929,0.0," model airplanes"," "," Crafts &amp; Hobbies"," clueweb09-en0010-75-30045",true," clueweb09-en0008-02-33540",true," random-clueweb09-en0007-49-03198",false," clueweb09-en0010-75-30028",true," clueweb09-en0009-25-39148",true," clueweb09-en0006-54-37487",true," clueweb09-en0008-02-33542",true," clueweb09-en0009-25-39098",true," nr-clueweb09-en0005-34-16692",true," clueweb09-en0008-18-28695",true," clueweb09-en0000-80-04867",true," clueweb09-en0002-19-28813",true," nr-clueweb09-en0000-80-04949",false,10,1
