HITid,AssignmentId,WorkerId,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3T8DUCXY1RMZF3QKD9YQ42RA2ZBT9B,3NXNZ5RS1FDF4PR7Q81QNQVGWVA97S,A38IPIPA3T3G4,362.0,6.033333333333333,290.652,0.0," Angelina Julie husband"," "," Entertainment"," clueweb09-en0007-50-18335",false," random-clueweb09-en0005-85-21121",false," nr-clueweb09-en0010-80-04297",true," clueweb09-en0000-43-11946",false," clueweb09-en0005-13-19046",false," clueweb09-en0000-43-13514",false," clueweb09-en0005-13-19042",false," clueweb09-en0002-16-15035",false," clueweb09-en0002-16-15038",false," clueweb09-en0000-04-08254",false," clueweb09-en0006-14-08160",false," clueweb09-en0007-05-08777",false," nr-clueweb09-en0000-86-12004",true,0,2
3T8DUCXY1RMZF3QKD9YQ42RA2ZBT9B,35USIKEBNWWHPRHW88F3ZDQ4699N68,AOTSBJGYMR4N8,70.0,1.1666666666666667,26.023,0.0," poisonous food for dogs"," "," Pets"," clueweb09-en0002-26-08601",true," clueweb09-en0008-35-45259",true," clueweb09-en0002-28-35123",false," random-clueweb09-en0002-86-03239",false," clueweb09-en0002-26-08587",true," clueweb09-en0006-99-22192",false," clueweb09-en0000-26-07956",false," clueweb09-en0010-52-27007",true," clueweb09-en0002-33-27740",false," clueweb09-en0002-46-30367",false," nr-clueweb09-en0011-18-16363",false," clueweb09-en0001-00-20048",false," nr-clueweb09-en0005-24-10770",false,4,0
3T8DUCXY1RMZF3QKD9YQ42RA2ZBT9B,3EA3QWIZ4NBVDOHH75A45FM14ITTIC,A2WPHVMLLEV5ZB,117.0,1.95,74.262,0.0," turmeric"," "," Health &amp; Wellness"," clueweb09-enwp00-40-17588",true," random-clueweb09-en0006-75-34429",false," nr-clueweb09-en0007-70-22320",true," clueweb09-en0007-26-23202",true," clueweb09-en0006-74-13470",true," clueweb09-en0001-61-23601",false," clueweb09-en0002-10-07039",true," clueweb09-enwp00-44-18325",true," clueweb09-en0007-02-10914",true," clueweb09-en0009-79-39101",true," clueweb09-en0009-61-31770",true," clueweb09-en0001-67-22061",true," nr-clueweb09-en0006-17-21885",false,9,1
3T8DUCXY1RMZF3QKD9YQ42RA2ZBT9B,3NLZY2D53U5KB9XVB4DMSQ361FSQLD,A2ZRL1ZWWXJ0L7,530.0,8.833333333333334,479.031,0.0," NBA playoffs"," "," Sports"," clueweb09-en0001-89-23569",true," clueweb09-en0001-22-28473",false," clueweb09-en0006-37-13486",true," clueweb09-en0008-13-06951",false," clueweb09-enwp00-00-02619",false," clueweb09-en0008-00-27509",true," nr-clueweb09-en0011-60-16280",true," clueweb09-en0007-67-02433",false," clueweb09-en0003-93-03284",true," clueweb09-en0011-69-08914",true," clueweb09-en0009-04-10223",true," random-clueweb09-en0003-33-30335",false," nr-clueweb09-en0008-55-07770",false,6,1
3T8DUCXY1RMZF3QKD9YQ42RA2ZBT9B,32UTUBMZ7LC038706QI2KA696D1VBX,A1GTE149CRA7J6,64.0,1.0666666666666667,15.628,0.0," American breakfast"," "," Food &amp; Drink"," clueweb09-enwp00-20-04014",false," clueweb09-enwp00-62-21424",false," clueweb09-en0000-08-06785",true," random-clueweb09-en0006-75-34429",false," nr-clueweb09-en0008-11-24182",true," clueweb09-en0010-28-06682",false," clueweb09-en0004-99-04321",false," clueweb09-en0009-93-36581",false," clueweb09-en0000-08-06972",false," clueweb09-en0006-37-20850",true," clueweb09-en0007-59-08816",false," clueweb09-en0006-66-35759",true," nr-clueweb09-en0008-11-24131",false,3,1
3GV1I4SEPD5OE7GH6TTNY1QRILHL6P,31LM9EDVOQ8TDMW3SR9S8HV9SFTJNA,AOTSBJGYMR4N8,57.0,0.95,14.725,0.0," top performing mutual funds"," "," Economy &amp; Finance"," clueweb09-en0004-12-24859",false," clueweb09-en0002-31-25601",true," clueweb09-en0005-94-20459",true," clueweb09-en0000-42-23450",false," clueweb09-en0000-59-12626",false," clueweb09-en0004-59-03630",false," random-clueweb09-enwp03-08-12100",false," nr-clueweb09-en0009-29-40087",false," clueweb09-en0009-29-40051",false," clueweb09-en0002-90-14468",false," clueweb09-en0006-54-11975",false," clueweb09-en0002-17-04742",true," nr-clueweb09-en0007-35-19355",false,3,0
3GV1I4SEPD5OE7GH6TTNY1QRILHL6P,3GDTJDAPVZRYBNFKPMX16CXV7EQM8U,A38IPIPA3T3G4,130.0,2.1666666666666665,82.819,0.0," Rottweiler"," "," Pets"," clueweb09-en0010-91-27835",true," clueweb09-en0009-29-08080",true," clueweb09-en0008-16-38631",true," clueweb09-en0006-52-17652",false," clueweb09-enwp01-69-20242",true," clueweb09-en0011-58-20136",true," clueweb09-en0008-51-27512",false," clueweb09-en0006-00-03297",false," clueweb09-en0009-19-17554",true," nr-clueweb09-en0003-41-04611",false," clueweb09-enwp03-03-01727",false," random-clueweb09-en0000-87-03924",false," nr-clueweb09-en0000-14-07368",false,6,0
3GV1I4SEPD5OE7GH6TTNY1QRILHL6P,386PBUZZXKD3PMTIGETDVPRKNKVJLA,A2WPHVMLLEV5ZB,47.0,0.7833333333333333,8.114,0.0," obama"," "," Politics"," clueweb09-en0008-87-25821",true," clueweb09-en0008-25-06651",false," clueweb09-en0001-23-01612",true," clueweb09-en0006-69-37841",true," clueweb09-en0007-97-06305",true," clueweb09-en0010-23-07051",true," clueweb09-en0002-92-24053",true," nr-clueweb09-en0008-25-06666",true," clueweb09-en0008-25-06694",true," clueweb09-en0006-89-04405",true," random-clueweb09-en0002-86-03239",false," clueweb09-en0009-67-16392",true," nr-clueweb09-en0003-64-15474",false,9,1
3GV1I4SEPD5OE7GH6TTNY1QRILHL6P,379J5II41TWVE67Q2DIMY9ESIC6ELR,A2ZRL1ZWWXJ0L7,62.0,1.0333333333333334,19.478,0.0," movie showtimes"," "," Entertainment"," clueweb09-en0011-38-11173",false," clueweb09-en0003-73-06011",true," clueweb09-en0002-67-00768",true," clueweb09-en0011-75-15849",true," clueweb09-en0007-90-16406",false," clueweb09-en0005-61-20337",true," clueweb09-en0009-80-12454",true," nr-clueweb09-en0006-08-32096",false," clueweb09-en0009-80-12456",false," clueweb09-en0002-37-32641",false," random-clueweb09-en0005-94-21396",false," clueweb09-en0011-75-15848",true," nr-clueweb09-en0006-08-32074",false,6,0
3GV1I4SEPD5OE7GH6TTNY1QRILHL6P,3FTYUGLFSZ1CKBQ5EVRVB20AWACD5G,A1GTE149CRA7J6,51.0,0.85,20.007,0.0," The most expensive art in the world"," "," Arts"," clueweb09-en0002-11-13600",false," random-clueweb09-en0008-13-05976",false," clueweb09-en0006-75-13744",true," clueweb09-en0003-76-02769",false," clueweb09-en0005-79-13782",false," clueweb09-en0007-55-16608",true," clueweb09-en0001-47-25192",false," clueweb09-en0000-62-07136",false," clueweb09-en0004-30-26552",false," clueweb09-en0000-58-22652",false," nr-clueweb09-en0003-83-19278",false," clueweb09-en0000-61-20478",false," nr-clueweb09-en0008-00-06052",false,2,0
