HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3T8DUCXY1RMZF3QKD9YQ42RA4Q59T5,3KRVW3HTZS1GU7UT3K36N3XWSHTSMN,A1E77HZO63E334,2021-09-13T21:26:14,MONDAY,1631582774000,1631582952000,178.0,2.966666666666667,160.485,0.0," blood pressure"," "," Health &amp; Wellness"," clueweb09-en0007-06-10416",true," clueweb09-en0005-33-32133",true," clueweb09-en0008-38-13065",false," nr-clueweb09-en0007-72-11804",false," random-clueweb09-en0003-33-30335",false," clueweb09-en0000-06-17380",false," clueweb09-en0004-87-24726",false," clueweb09-en0003-64-04066",true," clueweb09-en0003-87-22687",true," clueweb09-en0000-06-17387",true," clueweb09-en0009-73-13111",true," clueweb09-en0004-53-22624",false," nr-clueweb09-en0011-46-25436",false,6,0
3T8DUCXY1RMZF3QKD9YQ42RA4Q59T5,3QEMNNSB22FR7F4O2O6S9ME6WPPD74,A1YSYI926BBOHW,2021-09-13T21:27:21,MONDAY,1631582841000,1631583330000,489.0,8.15,424.016,0.0," what are the top selling music albums of all time?"," "," Entertainment"," clueweb09-en0002-78-07491",false," random-clueweb09-en0008-25-06683",false," clueweb09-en0010-92-13552",false," clueweb09-en0000-84-20967",false," clueweb09-en0006-12-35043",false," clueweb09-en0004-92-22206",true," clueweb09-en0008-79-19546",false," clueweb09-en0010-75-12764",false," nr-clueweb09-enwp00-06-08646",false," clueweb09-en0005-05-21952",false," clueweb09-en0011-66-12090",false," clueweb09-en0003-84-29903",false," nr-clueweb09-enwp01-19-23283",false,1,0
3T8DUCXY1RMZF3QKD9YQ42RA4Q59T5,3BV8HQ2ZZ1HA58N7Z4AYD764GB8A60,A1FNNL4YJGBU8U,2021-09-13T21:26:06,MONDAY,1631582766000,1631583470000,704.0,11.733333333333333,308.677,0.0," best tv"," "," Technology"," clueweb09-en0006-93-25743",false," random-clueweb09-en0000-87-03924",false," clueweb09-en0001-08-27912",false," clueweb09-en0000-84-18325",false," clueweb09-en0000-84-18871",false," clueweb09-en0005-74-04329",false," clueweb09-en0009-96-31531",false," nr-clueweb09-en0000-05-16324",false," clueweb09-en0007-46-29602",false," clueweb09-en0006-04-40738",false," clueweb09-en0006-67-10907",false," clueweb09-en0006-67-10897",false," nr-clueweb09-en0006-12-35585",false,0,0
3T8DUCXY1RMZF3QKD9YQ42RA4Q59T5,3OVHNO1VEBHARPAULJYB06756I3DZX,A2I4PRZ9IZMKON,2021-09-13T21:46:09,MONDAY,1631583969000,1631584238000,269.0,4.483333333333333,232.734,0.0," How to potty train a toddler"," "," Parenting"," clueweb09-en0006-50-29793",true," clueweb09-en0008-04-22078",true," clueweb09-en0006-43-34327",false," clueweb09-en0006-45-25966",true," clueweb09-en0007-58-04703",true," random-clueweb09-en0007-09-17000",false," clueweb09-en0011-13-12104",false," clueweb09-en0005-16-17299",false," clueweb09-en0004-35-15738",true," nr-clueweb09-en0000-42-18219",false," clueweb09-en0005-16-15882",false," clueweb09-en0011-13-12155",false," nr-clueweb09-en0007-62-36286",false,5,0
3T8DUCXY1RMZF3QKD9YQ42RA4Q59T5,358UUM7WR4JL8PNTKP1CEBVABQO7RC,A26OJD9D9I8VPA,2021-09-13T23:12:46,MONDAY,1631589166000,1631589201000,35.0,0.5833333333333334,16.004,0.0," Is 5g dangerous"," "," Technology"," random-clueweb09-en0002-86-03239",false," clueweb09-en0006-93-27599",false," nr-clueweb09-en0008-64-26137",false," clueweb09-en0011-86-01014",false," clueweb09-en0006-94-27192",false," clueweb09-en0004-87-08758",false," clueweb09-en0006-01-11347",false," clueweb09-en0002-16-10036",false," clueweb09-en0011-60-24311",false," clueweb09-en0003-02-10496",false," clueweb09-en0006-05-14849",false," clueweb09-en0001-61-28834",false," nr-clueweb09-en0000-64-17908",false,0,0
3CZH926SJGUWTE2B6JD4O8GTFO44EE,3LEP4MGT3LGE9R7EF5I8EO02FFGBDO,A12R2U6TBB3OOG,2021-09-13T21:28:52,MONDAY,1631582932000,1631582958000,26.0,0.43333333333333335,5.996,0.0," Moon Landing"," "," Science"," clueweb09-enwp01-15-21999",true," clueweb09-en0009-75-06468",false," clueweb09-enwp03-09-21806",false," clueweb09-en0002-66-03806",false," clueweb09-en0003-33-22528",false," clueweb09-en0002-31-14276",true," clueweb09-en0000-70-09798",false," random-clueweb09-en0000-87-03924",false," nr-clueweb09-en0000-21-09247",false," clueweb09-en0005-45-12640",false," clueweb09-en0001-73-23761",false," clueweb09-en0007-28-08724",false," nr-clueweb09-en0005-15-01955",false,2,0
3CZH926SJGUWTE2B6JD4O8GTFO44EE,3L2IS5HSFFY2R27X4QD6FJ4KI4PNUZ,A1YSYI926BBOHW,2021-09-13T21:27:20,MONDAY,1631582840000,1631583298000,458.0,7.633333333333334,420.269,0.0," what are some cheap hobbies for children?"," "," Crafts &amp; Hobbies"," random-clueweb09-en0004-13-04016",false," clueweb09-en0006-67-25972",true," clueweb09-en0003-73-31562",false," clueweb09-en0007-80-31181",false," clueweb09-en0007-15-17000",false," clueweb09-en0004-73-27989",false," clueweb09-en0006-67-25969",false," clueweb09-en0001-46-04544",false," clueweb09-en0001-67-34590",false," clueweb09-en0004-82-00139",false," nr-clueweb09-en0004-65-35192",false," clueweb09-en0003-47-07326",false," nr-clueweb09-en0003-24-15994",true,1,1
3CZH926SJGUWTE2B6JD4O8GTFO44EE,3JMSRU9HQNAYABJKGHKSLICUIJWVE6,A1FNNL4YJGBU8U,2021-09-13T21:26:05,MONDAY,1631582765000,1631583440000,675.0,11.25,305.085,0.0," how to make chicken fried rice"," "," Food &amp; Drink"," clueweb09-en0006-50-30596",true," random-clueweb09-en0003-33-30335",false," clueweb09-en0010-75-15934",false," clueweb09-en0010-03-00004",true," clueweb09-en0006-50-29868",false," clueweb09-en0004-86-15984",true," clueweb09-en0010-03-00051",true," clueweb09-en0002-85-08678",false," nr-clueweb09-en0005-50-09270",false," clueweb09-en0004-86-16047",false," clueweb09-en0003-36-20168",false," clueweb09-en0001-95-04505",true," nr-clueweb09-en0007-04-04383",false,5,0
3CZH926SJGUWTE2B6JD4O8GTFO44EE,3E337GFOLEOJMK62KLOPB43T9WANGZ,A1E77HZO63E334,2021-09-13T21:27:08,MONDAY,1631582828000,1631583476000,648.0,10.8,12.633,0.0," nasa missions in 1990"," "," Science"," clueweb09-enwp02-06-07904",true," clueweb09-enwp03-21-01934",true," clueweb09-en0002-78-31857",false," nr-clueweb09-enwp00-38-16888",false," clueweb09-en0001-92-28800",false," clueweb09-en0003-82-02585",false," clueweb09-en0001-10-05321",false," clueweb09-en0005-68-25847",false," clueweb09-en0002-06-27231",false," clueweb09-en0002-98-32751",false," random-clueweb09-en0009-06-35915",false," clueweb09-en0010-18-28613",false," nr-clueweb09-enwp00-34-16374",false,2,0
3CZH926SJGUWTE2B6JD4O8GTFO44EE,3X65QVEQI53GH8NC6MCR8LEP69ICLC,A2T11H7YI7QPGD,2021-09-13T21:26:12,MONDAY,1631582772000,1631583677000,905.0,15.083333333333334,781.581,0.0," paper mache"," "," Crafts &amp; Hobbies"," clueweb09-en0004-40-24492",true," clueweb09-en0001-41-13286",true," clueweb09-en0002-40-03611",true," random-clueweb09-en0006-26-18498",false," clueweb09-en0002-88-16420",true," clueweb09-en0010-49-15287",false," nr-clueweb09-en0003-64-28052",false," clueweb09-en0007-60-07956",false," clueweb09-en0003-91-13249",true," clueweb09-en0002-51-29948",false," clueweb09-en0002-51-29910",false," clueweb09-en0005-79-23582",false," nr-clueweb09-en0006-01-19146",false,5,0
