HITid,AssignmentId,WorkerId,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3PUOXASB6BJV1FZJJ1N8QQSRN539ZX,3FFJ6VRIL64UXFKQ93MUL4KW4Y4I0C,ANCCKNF1DKRZO,245,4.083333333,117.786,0, home equity loans and home equity lines of credit," This query is intended to learn the basics of each of these items, and what they mean in finance. A relevant or useful document will tell the characteristics of each, and/or the difference between the two.", Economy &amp; Finance, clueweb09-en0009-33-06328,FALSE, clueweb09-en0011-73-01645,FALSE, clueweb09-en0006-90-03321,FALSE, clueweb09-en0005-25-01442,FALSE, clueweb09-en0005-25-01468,FALSE, clueweb09-en0004-07-29417,TRUE, nr-clueweb09-en0010-87-14819,TRUE, random-clueweb09-en0006-75-34429,FALSE, clueweb09-en0009-47-05327,TRUE, clueweb09-en0006-90-03363,TRUE, clueweb09-en0010-20-01893,TRUE, clueweb09-en0003-14-02827,TRUE, nr-clueweb09-en0008-27-12316,FALSE,5,1
3QQUBC640IURLM3YJTISB670KULXNM,3FTYUGLFSZ1CKBQ5EVRVB20AT0Y5D7,A3UD7T1L80TCR3,243,4.05,131.81,0, Affordable travel to Italy," This query would give me options on traveling to Italy in a more affordable way. I would possibly receive information on areas to stay in, affordable hotels and airline options. Also, possibly some sites with travel packages.", Travel, clueweb09-en0007-87-16231,TRUE, clueweb09-en0004-72-07694,TRUE, clueweb09-en0005-98-05384,FALSE, clueweb09-en0007-11-09396,FALSE, clueweb09-en0011-74-11864,FALSE, clueweb09-en0004-72-07419,FALSE, clueweb09-en0001-85-17120,TRUE, clueweb09-en0005-26-16390,FALSE, random-clueweb09-en0007-49-03198,FALSE, nr-clueweb09-en0008-22-13078,TRUE, clueweb09-en0009-06-10122,FALSE, clueweb09-en0002-77-02839,TRUE, nr-clueweb09-en0006-27-32706,FALSE,4,1
31D0ZWOD1EFC4D3Y7DOGGM0PBG2A0L,3EQHHY4HQX8FWV0WGLS3HN376S5G5J,ANCCKNF1DKRZO,993,16.55,336.571,0, Voting statistics among White Americans for U.S. President Barack Obama," The query is intended to analyze the voter profile of the average White American who voted for the first Black US President. Documents that would be useful would include a breakdown of these statistics by gender, social class, political party, and such related factors.", Politics, clueweb09-en0003-19-18788,FALSE, random-clueweb09-en0002-86-03239,FALSE, clueweb09-en0008-81-37150,TRUE, clueweb09-en0008-25-07979,TRUE, clueweb09-en0001-41-10883,TRUE, clueweb09-en0002-28-03446,TRUE, nr-clueweb09-en0011-12-05363,TRUE, clueweb09-en0002-63-14655,TRUE, clueweb09-en0006-94-03545,TRUE, clueweb09-en0000-53-23971,FALSE, clueweb09-en0006-20-05276,FALSE, clueweb09-en0002-49-24416,FALSE, nr-clueweb09-en0001-69-07701,FALSE,6,1
3WRBLBQ2HVODE4G1TDGQC8BS9BF0GN,39DD6S19JURFJVOUHE9V6OPQUCKEZV,ANCCKNF1DKRZO,299,4.983333333,163.623,0, building wealth through home ownership, The query aims to find literature that supports or refutes the notion that home ownership is a key way in which to build wealth. Useful documents will discuss home ownership and how it adds/ doesn't add to wealth., Economy &amp; Finance, clueweb09-en0009-96-22018,FALSE, clueweb09-en0011-27-29001,FALSE, clueweb09-en0008-54-25797,FALSE, clueweb09-en0002-52-10861,TRUE, clueweb09-enwp00-00-11375,TRUE, clueweb09-en0004-90-07863,FALSE, random-clueweb09-en0008-13-05976,FALSE, nr-clueweb09-en0007-26-06813,FALSE, clueweb09-en0006-97-23844,TRUE, clueweb09-en0007-60-19667,FALSE, clueweb09-en0007-11-08641,FALSE, clueweb09-en0005-57-13620,FALSE, nr-clueweb09-en0004-38-15353,TRUE,3,1
3VI0PC2ZB209373AK8I5QV75A4QXO1,39LNWE0K4ZCAD1W67A0EAB83KN6UIP,ANCCKNF1DKRZO,232,3.866666667,117.809,0, ragdoll and ragamuffin cats," The query is intended to learn more about these cats breeds, and whether they are distinct or related breeds. Relevant documents would tell me the difference between the breeds (if any) as well as features/characteristics of each breed.", Pets, clueweb09-enwp01-80-13534,TRUE, clueweb09-en0011-74-18377,FALSE, clueweb09-en0009-52-26344,TRUE, clueweb09-en0009-52-26391,FALSE, clueweb09-en0005-66-18384,FALSE, clueweb09-en0006-06-42487,TRUE, random-clueweb09-en0009-64-30845,FALSE, nr-clueweb09-en0005-14-35222,FALSE, clueweb09-enwp01-68-11372,TRUE, clueweb09-en0007-69-34811,FALSE, clueweb09-en0000-27-05676,FALSE, clueweb09-en0001-53-00282,TRUE, nr-clueweb09-en0000-36-26817,TRUE,5,1
3VGZ74AYUKWX8WBH5T9A79DTI0CCGS,3HL8HNGX4AHSJI6D8RZ2BI8XR9VF9H,A3UD7T1L80TCR3,223,3.716666667,121.089,0, How do I make a pot roast?, How do I cook a pot roast. What temperature should a pot roast be cooked at? What are the bests meats used for a roast?, Food &amp; Drink, clueweb09-en0007-16-13204,FALSE, clueweb09-en0005-69-03905,TRUE, clueweb09-en0001-82-09808,FALSE, clueweb09-en0005-79-32018,FALSE, clueweb09-en0000-97-24248,FALSE, random-clueweb09-en0006-26-18498,FALSE, clueweb09-en0011-12-18698,FALSE, clueweb09-en0007-33-04233,FALSE, clueweb09-en0000-77-13969,FALSE, clueweb09-en0000-84-26711,TRUE, nr-clueweb09-en0000-67-14206,TRUE, clueweb09-en0003-07-23430,FALSE, nr-clueweb09-en0009-03-36614,FALSE,2,1
3VGZ74AYUKWX8WBH5T9A79DTI0CCGS,3S3AMIZX3ZLXJWZKT5E3P86KLH7CD9,A1RHT4O55JQC2C,151,2.516666667,107.811,0, pets for beginers," I would expect to find lists or article going into depth about different pets and their needs such as diet, enclosure, socialization and more.", Pets, clueweb09-en0007-50-09889,FALSE, clueweb09-en0009-52-11410,TRUE, clueweb09-en0000-80-32698,FALSE, nr-clueweb09-en0006-04-23887,FALSE, clueweb09-en0006-92-39450,FALSE, random-clueweb09-en0004-13-04016,FALSE, clueweb09-en0001-78-24537,FALSE, clueweb09-en0008-03-16839,FALSE, clueweb09-en0002-69-08569,FALSE, clueweb09-en0005-16-34870,FALSE, clueweb09-en0004-20-04945,FALSE, clueweb09-en0006-72-20050,FALSE, nr-clueweb09-en0000-35-17810,FALSE,1,0
32FESTC2OL6GDECCPYYRBOEKR8QUC9,3WJ1OXY92FWX9M6VSJ7WXL2VAO9A8L,ANCCKNF1DKRZO,286,4.766666667,166.566,0, Zen Buddhist teachings," The query is intended to find or learn key teachings of Zen Buddhism, or what  followers believe. A document would be useful if it gave some of the core beliefs that Zen Buddhists adhere to.", Spirituality, clueweb09-en0007-91-21548,TRUE, clueweb09-en0005-27-07391,TRUE, clueweb09-en0003-94-03027,FALSE, clueweb09-en0007-11-40889,TRUE, clueweb09-en0004-82-32929,FALSE, clueweb09-en0006-70-15515,FALSE, clueweb09-en0005-63-37004,TRUE, clueweb09-en0005-00-28760,TRUE, random-clueweb09-en0005-85-21121,FALSE, clueweb09-en0005-73-19969,FALSE, nr-clueweb09-enwp00-94-18238,TRUE, clueweb09-en0003-47-34032,TRUE, nr-clueweb09-enwp00-84-18510,TRUE,6,2
3RQVKZ7ZSOZ1HL8EFXGAPJRE76G276,3IXEICO797ZFK4MG541F8CWWSHVT6S,A3UD7T1L80TCR3,440,7.333333333,234.849,0, How can I cut down on eating meat?, Offer options to eating meat.  Plant-based foods that replace the protein that I get from meat.  Meatless meal options., Health &amp; Wellness, clueweb09-en0003-25-20203,FALSE, clueweb09-en0006-50-10774,FALSE, nr-clueweb09-en0003-46-21572,FALSE, clueweb09-en0009-41-19984,FALSE, clueweb09-en0000-37-23060,FALSE, clueweb09-en0006-50-30380,FALSE, clueweb09-en0011-96-38442,FALSE, clueweb09-en0004-31-12349,TRUE, clueweb09-en0011-65-02480,FALSE, clueweb09-en0009-20-12060,TRUE, clueweb09-en0006-49-15251,FALSE, random-clueweb09-en0011-47-15958,FALSE, nr-clueweb09-en0009-44-32680,FALSE,2,0
3RQVKZ7ZSOZ1HL8EFXGAPJRE76G276,3SITXWYCN0PS7XCV65JK8V3UJGRXB1,ANCCKNF1DKRZO,195,3.25,136.086,0, visiting Scandinavia on a budget, This query is attempting to find resources for traveling to Scandinavian countries on a budget. Useful documents will give helpful tips and ways to save money traveling in this region., Travel, clueweb09-en0007-65-39535,FALSE, clueweb09-en0007-75-33325,FALSE, clueweb09-en0001-47-08686,TRUE, clueweb09-en0001-23-24234,TRUE, clueweb09-en0010-44-32567,TRUE, clueweb09-en0001-47-08621,TRUE, clueweb09-en0000-44-33660,FALSE, clueweb09-en0004-27-26018,FALSE, random-clueweb09-en0008-13-05976,FALSE, clueweb09-en0006-70-20717,TRUE, nr-clueweb09-en0003-91-01469,FALSE, clueweb09-en0006-53-22180,TRUE, nr-clueweb09-en0008-48-03456,FALSE,6,0
