HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3I7KR83SOET0CK0XJ0KY3B4ELAP9K4,3G2UL9A02IUSM6P9S1YE3G4EEK3764,A2JP9IKRHNLRPI,2021-09-09T16:13:56,THURSDAY,1631218436000,1631219158000,722.0,12.033333333333333,699.188,0.0," TV shows on MTV"," "," Entertainment"," clueweb09-enwp01-41-09202",false," clueweb09-en0010-77-02032",true," clueweb09-en0010-77-02050",false," clueweb09-enwp01-24-10062",true," clueweb09-en0010-39-03731",false," random-clueweb09-enwp02-01-03342",false," clueweb09-en0009-51-24222",true," nr-clueweb09-enwp01-22-09558",false," clueweb09-en0003-53-24961",false," clueweb09-en0009-51-24186",false," clueweb09-en0011-02-24614",false," clueweb09-en0011-56-14433",false," nr-clueweb09-en0010-77-02622",false,3,0
3I7KR83SOET0CK0XJ0KY3B4ELAP9K4,3A4NIXBJ7BFTQUZ3JB65BHJ1Z4OLM2,A1YSYI926BBOHW,2021-09-09T16:24:12,THURSDAY,1631219052000,1631219195000,143.0,2.3833333333333333,120.392,0.0," what type of jeans for my body type?"," "," Style"," clueweb09-en0009-63-16111",false," clueweb09-en0011-17-21543",true," clueweb09-en0011-58-23576",false," clueweb09-en0001-07-07722",false," random-clueweb09-en0002-63-12795",false," clueweb09-en0002-44-03576",false," clueweb09-en0003-82-32339",false," clueweb09-en0007-58-02628",true," clueweb09-en0007-42-38450",false," clueweb09-en0002-48-30790",false," nr-clueweb09-en0011-51-35604",false," clueweb09-en0004-10-03525",true," nr-clueweb09-en0006-65-34105",false,3,0
3I7KR83SOET0CK0XJ0KY3B4ELAP9K4,30LSNF239ZB1TPN4OQQ84SDBCVF2IG,A1IXH2QLUU5BKZ,2021-09-09T16:34:42,THURSDAY,1631219682000,1631219887000,205.0,3.4166666666666665,15.65,0.0," Mens long tee shirts"," "," Style"," random-clueweb09-en0000-87-03924",false," clueweb09-en0001-70-18798",false," clueweb09-en0000-05-30319",true," clueweb09-en0006-17-37074",true," clueweb09-en0002-17-19860",false," nr-clueweb09-en0003-37-00609",false," clueweb09-en0009-90-25995",false," clueweb09-en0001-15-21638",false," clueweb09-en0002-16-00457",false," clueweb09-en0009-90-26005",false," clueweb09-en0003-55-17476",false," clueweb09-en0006-60-14473",true," nr-clueweb09-en0003-37-00548",false,3,0
3I7KR83SOET0CK0XJ0KY3B4ELAP9K4,3NPI0JQDATLNUA4LK00OECNDYMNPT7,A1FNNL4YJGBU8U,2021-09-09T16:35:52,THURSDAY,1631219752000,1631220158000,406.0,6.766666666666667,298.672,0.0," who is running for president?"," "," Politics"," random-clueweb09-en0009-64-30845",false," clueweb09-en0011-93-04425",false," nr-clueweb09-en0007-68-25865",false," clueweb09-en0005-88-11228",false," clueweb09-en0006-25-22763",false," clueweb09-en0000-30-03545",false," clueweb09-en0000-29-03067",false," clueweb09-en0007-21-42045",true," clueweb09-en0002-51-17220",true," clueweb09-en0008-25-06228",false," clueweb09-en0000-72-20751",true," clueweb09-en0011-16-24909",false," nr-clueweb09-en0000-86-05538",false,3,0
3QGHA0EA1NGAVD9B6YHXISTZWH1BWC,3YJ6NA41JGWTG78G86MKC6040KUJPU,A1YSYI926BBOHW,2021-09-09T16:20:44,THURSDAY,1631218844000,1631218997000,153.0,2.55,133.443,0.0," what is most popular sport in the world?"," "," Sports"," clueweb09-en0009-73-05067",false," clueweb09-en0002-86-23342",false," clueweb09-en0009-53-01859",false," clueweb09-enwp00-88-21855",false," clueweb09-en0003-95-30611",false," nr-clueweb09-en0004-91-08077",false," clueweb09-en0010-07-18290",true," clueweb09-en0001-52-10925",false," clueweb09-en0002-86-23343",false," clueweb09-en0006-61-06474",false," clueweb09-en0005-89-01588",false," random-clueweb09-en0006-75-34429",false," nr-clueweb09-en0002-86-28712",false,1,0
3QGHA0EA1NGAVD9B6YHXISTZWH1BWC,33IZTU6J86HROJTXHR5FYKDUY2GXSC,A132MSWBBVTOES,2021-09-09T16:24:09,THURSDAY,1631219049000,1631219093000,44.0,0.7333333333333333,19.552,0.0," What vitamins should I be taking?"," "," Health &amp; Wellness"," clueweb09-en0007-27-33491",true," clueweb09-en0007-27-33531",true," clueweb09-en0003-79-09752",false," clueweb09-en0009-73-11985",true," nr-clueweb09-en0006-56-29426",false," clueweb09-en0010-77-14060",false," clueweb09-en0008-53-32131",true," clueweb09-en0001-86-02478",false," random-clueweb09-en0007-00-09110",false," clueweb09-en0006-49-14451",true," clueweb09-en0006-68-03221",false," clueweb09-en0007-48-08475",true," nr-clueweb09-en0011-66-03957",false,6,0
3QGHA0EA1NGAVD9B6YHXISTZWH1BWC,33SA9F9TR2ABP0JP6RPO7KV8O90EWY,A2JP9IKRHNLRPI,2021-09-09T16:14:06,THURSDAY,1631218446000,1631219449000,1003.0,16.716666666666665,979.694,0.0," Movies currently shown in theaters"," "," Entertainment"," clueweb09-en0006-08-31241",true," clueweb09-enwp01-20-10559",false," clueweb09-en0007-69-33412",false," random-clueweb09-en0011-47-15958",false," nr-clueweb09-en0007-83-21440",false," clueweb09-en0011-67-19752",true," clueweb09-en0002-41-07213",false," clueweb09-enwp01-59-05116",false," clueweb09-en0004-70-01429",false," clueweb09-en0001-00-09909",true," clueweb09-en0011-43-12977",true," clueweb09-en0009-76-08497",false," nr-clueweb09-en0002-03-17918",false,4,0
3QGHA0EA1NGAVD9B6YHXISTZWH1BWC,3018Q3ZVON63RRLRRSDWO2X0BFQARZ,A1IXH2QLUU5BKZ,2021-09-09T16:36:52,THURSDAY,1631219812000,1631220362000,550.0,9.166666666666666,39.765,0.0," Dog instincts"," "," Pets"," random-clueweb09-en0003-07-27095",false," clueweb09-en0007-93-20922",true," clueweb09-en0011-12-18144",false," nr-clueweb09-en0006-54-07310",false," clueweb09-en0002-37-14621",false," clueweb09-en0009-16-24405",false," clueweb09-en0008-21-09987",false," clueweb09-en0004-73-33946",false," clueweb09-enwp00-92-14054",false," clueweb09-en0008-83-35740",false," clueweb09-en0011-29-10726",false," clueweb09-en0005-93-00992",false," nr-clueweb09-en0011-36-04367",false,1,0
3QGHA0EA1NGAVD9B6YHXISTZWH1BWC,3UXUOQ9OKJDT981CIEFQJL60A3WA70,A1FNNL4YJGBU8U,2021-09-09T16:35:59,THURSDAY,1631219759000,1631220444000,685.0,11.416666666666666,366.527,0.0," When should you spay your cat"," "," Pets"," clueweb09-en0008-30-32620",true," clueweb09-en0006-14-06050",false," clueweb09-en0000-03-29617",false," clueweb09-en0005-58-26175",false," clueweb09-en0010-40-06032",true," clueweb09-en0006-99-24266",true," random-clueweb09-en0006-35-27399",false," nr-clueweb09-en0005-95-12669",false," clueweb09-en0011-92-23411",false," clueweb09-en0010-76-10706",false," clueweb09-en0000-03-28763",false," clueweb09-en0006-67-28262",false," nr-clueweb09-en0009-01-30253",false,3,0
3I4E7AFQ3OFOLF3TZLP3TW5D0SSJTF,3D3VGR7TA5V376M6IDYM1UJU55X3RV,A1YSYI926BBOHW,2021-09-09T16:25:15,THURSDAY,1631219115000,1631219464000,349.0,5.816666666666666,23.393,0.0," who is the highest paid basketball player ever?"," "," Sports"," clueweb09-en0005-46-20347",false," clueweb09-en0007-87-35483",false," clueweb09-en0004-70-14670",false," clueweb09-en0004-83-00254",false," clueweb09-enwp01-92-19926",false," random-clueweb09-en0002-86-03239",false," clueweb09-en0004-83-00251",false," clueweb09-en0005-34-10029",false," nr-clueweb09-en0003-06-20714",false," clueweb09-en0004-40-15668",false," clueweb09-enwp00-44-21627",false," clueweb09-en0006-64-07268",false," nr-clueweb09-en0004-34-16500",false,0,0
