HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3DZKABX20MLGQT1CUO8W7AG39C6VC4,3QHK8ZVMIRYX73V6SMGWX187TNGBL5,A2QX3YJXAAHHVV,2021-10-19T16:12:42,TUESDAY,1634674362000,1634674709000,347.0,5.783333333333333,20.491,0.0," Should I let my kids go barefoot?"," "," Parenting"," clueweb09-en0007-73-01513",false," clueweb09-en0003-08-31305",false," clueweb09-en0004-29-22289",false," random-clueweb09-en0006-35-27399",false," clueweb09-en0002-65-15012",false," clueweb09-en0001-38-19786",false," clueweb09-en0009-43-30343",false," clueweb09-en0004-29-36038",false," clueweb09-en0000-16-19613",false," clueweb09-en0003-22-09755",false," nr-clueweb09-en0003-70-04449",false," clueweb09-en0004-29-35998",false," nr-clueweb09-en0011-44-13749",false,0,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,339ANSOTRAIWA5RUDWWC4OZ5ZDVKIK,ARI1EMAHUA9PO,2021-10-19T16:13:53,TUESDAY,1634674433000,1634675011000,578.0,9.633333333333333,42.103,0.0," national parks in wyoming"," "," Nature"," nr-clueweb09-en0004-30-29455",false," clueweb09-en0010-87-09248",true," clueweb09-en0000-72-05680",true," clueweb09-en0003-15-20248",true," clueweb09-en0008-31-03291",false," clueweb09-en0000-07-13685",true," clueweb09-en0009-23-27608",false," clueweb09-en0006-81-31084",true," random-clueweb09-en0006-26-18498",false," clueweb09-en0003-39-18207",true," clueweb09-enwp00-71-20809",true," clueweb09-en0002-92-00586",true," nr-clueweb09-en0011-77-18976",false,8,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,3JWH6J9I9XTNV3YR4ZWBATCWYIIBN9,A2YTQDLACTLIBA,2021-10-19T16:29:20,TUESDAY,1634675360000,1634675461000,101.0,1.6833333333333333,31.619,0.0," what is the highest education degree"," "," Education"," clueweb09-en0004-83-09819",false," random-clueweb09-en0007-29-30662",false," clueweb09-en0002-35-07861",false," clueweb09-en0000-84-12944",false," nr-clueweb09-en0000-69-06725",false," clueweb09-en0000-00-25510",true," clueweb09-en0011-14-35939",false," clueweb09-en0000-60-16022",false," clueweb09-en0002-38-24629",false," clueweb09-en0001-61-02867",false," clueweb09-en0009-38-06859",true," clueweb09-en0002-35-07860",false," nr-clueweb09-en0000-65-04686",false,2,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,3GGAI1SQE0E0NQ5X6YD68YTEBD9CMI,A49MD40UT6ABO,2021-10-19T16:38:10,TUESDAY,1634675890000,1634675937000,47.0,0.7833333333333333,16.584,0.0," gentle parenting"," "," Parenting"," clueweb09-en0007-09-07171",true," clueweb09-en0003-63-09417",false," nr-clueweb09-en0004-10-04205",false," random-clueweb09-en0006-35-27399",false," clueweb09-en0009-04-26509",false," clueweb09-en0009-04-26518",false," clueweb09-en0002-09-01057",true," clueweb09-en0011-51-22770",false," clueweb09-en0005-68-18658",true," clueweb09-en0005-95-15109",true," clueweb09-en0011-40-13085",true," clueweb09-en0011-40-13106",true," nr-clueweb09-en0003-16-28690",false,6,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,3OF2M9AATL4I5VG4D0KY4J2VVQYKZI,AR8O1107OAW4V,2021-10-19T16:24:45,TUESDAY,1634675085000,1634676006000,921.0,15.35,14.957,0.0," french revolution"," "," History"," random-clueweb09-en0000-87-03924",false," clueweb09-en0006-52-14722",true," clueweb09-en0001-59-16412",true," clueweb09-en0006-54-17128",false," clueweb09-en0001-20-09926",false," clueweb09-en0010-54-09251",false," clueweb09-en0001-59-16418",false," clueweb09-en0010-49-33901",false," clueweb09-en0001-51-29819",false," clueweb09-en0001-51-19739",false," nr-clueweb09-en0010-71-16236",false," clueweb09-en0004-39-25106",false," nr-clueweb09-en0001-63-18281",false,2,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,37KGEN7NJ86P2IBE3JR492MGF12PP8,A1YSYI926BBOHW,2021-10-19T17:09:26,TUESDAY,1634677766000,1634677808000,42.0,0.7,17.549,0.0," list of all us vice presidents"," "," Politics"," clueweb09-en0007-13-34605",false," clueweb09-en0010-67-08071",false," clueweb09-enwp03-36-14290",false," clueweb09-en0009-03-25188",false," clueweb09-en0005-48-16117",false," clueweb09-enwp03-31-14505",false," clueweb09-en0008-79-29502",false," random-clueweb09-en0002-63-12795",false," nr-clueweb09-en0005-74-23963",false," clueweb09-en0003-01-10193",false," clueweb09-en0005-37-12216",false," clueweb09-en0010-67-08551",true," nr-clueweb09-en0006-05-35984",false,1,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,3GA6AFUKOT4QIC83M8MSNQHOOE13H6,A2RMJNF6IPI42F,2021-10-19T17:12:06,TUESDAY,1634677926000,1634677955000,29.0,0.48333333333333334,8.353,0.0," iphone"," "," Technology"," clueweb09-en0003-75-20344",false," clueweb09-en0005-00-35794",false," random-clueweb09-en0011-47-15958",false," clueweb09-en0007-05-09365",false," clueweb09-en0008-12-09271",true," ",false," clueweb09-en0002-05-08246",false," clueweb09-en0007-05-10230",false," clueweb09-en0007-70-00499",false," clueweb09-en0001-45-13954",false," clueweb09-en0008-12-09246",true," clueweb09-en0005-00-35678",false," ",false,2,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,3CN4LGXD524XM3HWWMVZJV4XSAB4YS,A1J3ON3YLGJAM6,2021-10-19T17:22:50,TUESDAY,1634678570000,1634678707000,137.0,2.283333333333333,14.324,0.0," How to be the best guardian"," "," Parenting"," random-clueweb09-en0007-00-09110",false," clueweb09-en0000-51-00235",false," clueweb09-en0007-76-34311",true," clueweb09-en0008-47-22814",false," clueweb09-en0008-47-22953",false," clueweb09-en0005-86-21704",false," clueweb09-en0000-22-28043",false," clueweb09-en0005-90-05010",false," clueweb09-en0006-11-02198",false," ",false," clueweb09-en0007-85-30676",false," clueweb09-en0002-93-10691",false," ",false,1,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,3Z3ZLGNNSNA3V5765Y9MW49PF103Q5,A2B6CC5LTZO4E6,2021-10-19T17:33:52,TUESDAY,1634679232000,1634679279000,47.0,0.7833333333333333,16.868,0.0," saturn pictures"," "," Science"," random-clueweb09-en0002-82-08074",false," clueweb09-en0004-41-01838",false," clueweb09-en0010-88-33217",true," clueweb09-en0011-54-32308",true," clueweb09-en0005-86-13079",false," nr-clueweb09-en0000-79-14679",false," clueweb09-en0003-44-31960",true," clueweb09-en0008-43-17297",false," clueweb09-en0010-94-37298",false," clueweb09-en0000-66-00217",false," clueweb09-en0006-11-32713",false," clueweb09-en0002-77-29350",true," nr-clueweb09-en0009-87-37237",false,4,0
3DZKABX20MLGQT1CUO8W7AG39C6VC4,3IKZ72A5B9WD8KA791I7TJ3HDGLFN6,A2NAKIXS3DVGAA,2021-10-19T17:59:32,TUESDAY,1634680772000,1634680979000,207.0,3.45,62.475,0.0," What is the etymology of the word politics?"," "," Politics"," clueweb09-en0001-52-08453",false," clueweb09-enwp02-25-00906",false," clueweb09-en0007-66-34092",false," clueweb09-en0001-52-08454",false," clueweb09-en0000-64-20225",false," clueweb09-en0001-37-09725",false," nr-clueweb09-en0003-91-22075",false," random-clueweb09-en0004-13-04016",false," clueweb09-enwp00-66-13722",false," clueweb09-en0000-97-23655",false," clueweb09-en0007-97-13578",false," clueweb09-en0004-05-19900",false," nr-clueweb09-en0001-84-30735",false,0,0
