HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
371QPA24D64HQYNP9WJXPW9R87B1T6,3L0KT67Y8JWGOOJ7MNRHHYK38AXSYC,A23KAJRDVCVGOE,2021-11-01T10:48:19,MONDAY,1635778099000,1635778267000,168.0,2.8,10.723,0.0," Where was Joe Biden born"," "," Politics"," clueweb09-en0001-73-07685",false," clueweb09-en0009-04-18494",false," random-clueweb09-en0008-13-05976",false," clueweb09-en0011-78-34379",false," clueweb09-en0009-90-30667",false," clueweb09-en0003-29-02071",true," nr-clueweb09-en0004-99-27465",false," clueweb09-enwp01-74-10283",true," clueweb09-enwp01-74-10284",true," clueweb09-en0003-06-07250",false," clueweb09-en0004-08-20572",false," clueweb09-en0007-97-06254",false," nr-clueweb09-en0003-09-06236",false,3,0
371QPA24D64HQYNP9WJXPW9R87B1T6,3HMIGG0U4QMY544Y8PLC07K2WGQY8I,AHYTT3T8W9Y9Y,2021-11-01T10:47:37,MONDAY,1635778057000,1635778326000,269.0,4.483333333333333,39.174,0.0," taking care of parakeets"," "," Pets"," clueweb09-en0006-50-27376",false," nr-clueweb09-en0003-01-15694",false," clueweb09-en0004-44-36219",false," random-clueweb09-en0000-21-15033",false," clueweb09-en0005-40-14899",true," clueweb09-en0002-90-07642",false," clueweb09-en0006-50-26916",false," clueweb09-en0005-48-16613",true," clueweb09-en0005-78-19322",false," clueweb09-en0008-41-34880",false," clueweb09-en0002-80-36518",false," clueweb09-en0005-69-26574",false," nr-clueweb09-en0000-35-22202",false,2,0
371QPA24D64HQYNP9WJXPW9R87B1T6,333U7HK6IEVKRA5Q3XVPCCJFU3FJDG,ANS6GA4YPWHPR,2021-11-01T10:51:10,MONDAY,1635778270000,1635778338000,68.0,1.1333333333333333,15.415,0.0," skinny jeans"," "," Style"," clueweb09-en0009-83-05879",false," clueweb09-en0005-52-24241",true," nr-clueweb09-en0009-83-05879",false," clueweb09-en0003-29-29848",false," clueweb09-en0001-63-01844",false," clueweb09-en0006-85-17101",false," clueweb09-en0004-59-30180",false," clueweb09-en0006-79-16228",false," random-clueweb09-en0007-00-09110",false," clueweb09-en0001-43-14215",false," clueweb09-en0007-48-11774",false," clueweb09-en0004-59-30172",false," nr-clueweb09-en0003-47-28890",false,1,0
371QPA24D64HQYNP9WJXPW9R87B1T6,3QHK8ZVMIRYX73V6SMGWX187V78BL3,A2VO8C41JJIQY9,2021-11-01T10:51:51,MONDAY,1635778311000,1635778385000,74.0,1.2333333333333334,32.999,0.0," what is sicilian pizza"," "," Food &amp; Drink"," nr-clueweb09-en0001-21-04457",false," clueweb09-enwp01-72-19594",false," clueweb09-enwp02-20-04281",false," clueweb09-en0001-39-03284",false," clueweb09-en0011-39-06065",false," clueweb09-en0005-23-18481",false," clueweb09-en0003-75-05884",false," clueweb09-en0010-12-31623",false," clueweb09-en0000-73-21504",false," random-clueweb09-enwp02-01-03342",false," clueweb09-en0004-09-42758",true," clueweb09-en0010-72-09617",false," nr-clueweb09-en0000-54-00575",false,1,0
371QPA24D64HQYNP9WJXPW9R87B1T6,33C7UALJVQE1FYTVW0E3MK9SPVI18O,A14GKRTUEHBLBZ,2021-11-01T10:49:51,MONDAY,1635778191000,1635778479000,288.0,4.8,9.39,0.0," what is the tallest tree in the world"," "," Nature"," clueweb09-en0011-80-29878",false," clueweb09-en0009-74-27635",true," clueweb09-enwp02-22-10248",false," nr-clueweb09-en0004-20-00134",false," clueweb09-enwp01-93-18855",false," clueweb09-en0010-22-15229",true," clueweb09-en0004-65-06819",false," clueweb09-en0007-28-16147",false," clueweb09-en0007-28-16350",false," random-clueweb09-en0009-64-30845",false," clueweb09-en0002-76-36828",false," clueweb09-en0001-09-29899",false," nr-clueweb09-en0005-84-26381",false,2,0
371QPA24D64HQYNP9WJXPW9R87B1T6,36AHBNMV1WSAMZ0PPXWSMZY377ODY4,A2I6ZALE49CVSC,2021-11-01T10:51:45,MONDAY,1635778305000,1635778708000,403.0,6.716666666666667,32.236,0.0," Most popular American presidents in history"," "," History"," clueweb09-en0009-85-06430",true," clueweb09-en0008-98-19283",true," clueweb09-en0011-99-06287",false," clueweb09-en0006-37-22699",false," clueweb09-en0000-99-09070",true," clueweb09-en0011-54-19061",false," nr-clueweb09-en0001-21-27930",false," random-clueweb09-en0011-47-15958",false," clueweb09-en0009-04-19322",false," clueweb09-en0008-54-18243",false," clueweb09-en0011-99-06228",false," clueweb09-en0008-52-28604",false," nr-clueweb09-en0002-49-15120",false,3,0
371QPA24D64HQYNP9WJXPW9R87B1T6,3U8YCDAGXUW7ED89MBR3U6BIE9Z0QW,A2NAKIXS3DVGAA,2021-11-01T10:58:11,MONDAY,1635778691000,1635778710000,19.0,0.31666666666666665,6.417,0.0," When was the word shopping first used?"," "," Shopping"," clueweb09-en0003-61-25058",false," clueweb09-en0001-11-35635",false," clueweb09-en0005-35-08054",false," clueweb09-en0008-24-25468",false," clueweb09-en0006-69-18039",false," nr-clueweb09-en0004-99-27465",false," clueweb09-en0007-20-30527",false," clueweb09-en0004-52-09293",false," random-clueweb09-en0005-85-21121",false," clueweb09-en0009-23-08878",false," clueweb09-en0008-08-15570",false," clueweb09-en0004-01-14418",false," nr-clueweb09-en0001-84-30735",false,0,0
371QPA24D64HQYNP9WJXPW9R87B1T6,3P529IW9K31NKK7MXO2SGRZSA50LFV,AKA8TN8H8DQ6T,2021-11-01T10:51:18,MONDAY,1635778278000,1635778920000,642.0,10.7,20.47,0.0," sports wear"," "," Style"," clueweb09-en0009-88-25417",true," clueweb09-en0009-21-21524",false," clueweb09-en0009-88-25390",true," clueweb09-en0008-60-19836",false," clueweb09-en0003-79-10195",false," clueweb09-en0005-90-15282",false," random-clueweb09-en0006-26-18498",false," clueweb09-en0011-27-25581",false," clueweb09-en0005-34-26977",false," nr-clueweb09-en0009-88-06314",false," clueweb09-en0004-67-38889",true," clueweb09-en0011-87-18941",true," nr-clueweb09-en0000-58-00142",true,4,1
371QPA24D64HQYNP9WJXPW9R87B1T6,3NVC2EB65VFC47YSW8QG9QCRGU1Y3T,A2WQOPD3IYLITQ,2021-11-01T11:11:37,MONDAY,1635779497000,1635779740000,243.0,4.05,18.076,0.0," types of meditation"," "," Health &amp; Wellness"," clueweb09-en0009-67-37135",true," clueweb09-en0009-67-37122",true," random-clueweb09-en0002-63-12795",false," clueweb09-en0009-09-04186",false," clueweb09-en0009-07-30505",false," clueweb09-en0003-94-34819",false," nr-clueweb09-en0004-15-11775",false," clueweb09-en0006-52-21315",true," clueweb09-en0000-04-00583",true," clueweb09-en0004-00-37493",true," clueweb09-en0004-00-37527",true," clueweb09-enwp01-42-16654",true," nr-clueweb09-en0002-62-28456",false,7,0
371QPA24D64HQYNP9WJXPW9R87B1T6,3R08VXYT7HBQGL4FJJBI1A3RAOQW70,A1U4ORTCCDLLW9,2021-11-01T11:17:27,MONDAY,1635779847000,1635780027000,180.0,3.0,34.24,0.0," Stanley Cup Winning Teams"," "," Sports"," clueweb09-en0003-66-09806",true," clueweb09-en0009-47-04940",false," clueweb09-en0010-39-01489",false," clueweb09-enwp00-01-02104",true," clueweb09-enwp00-47-09784",true," clueweb09-en0003-77-11922",false," clueweb09-en0004-57-23966",false," clueweb09-en0008-16-10334",false," nr-clueweb09-en0004-04-21236",false," clueweb09-en0003-68-02427",true," random-clueweb09-enwp03-08-12100",false," clueweb09-en0009-47-04953",false," nr-clueweb09-enwp00-47-01488",false,4,0
