HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3K1H3NEY8PF7DOHV5P4LRFVB3G1GD5,3L2IS5HSFFY2R27X4QD6FJ4K8VDNUV,A195MOXRMNHRVT,2021-07-13T16:22:51,TUESDAY,1.62621E+12,1.62621E+12,150,2.5,43.65,0, ice cream float recipes, , Food &amp; Drink, clueweb09-en0007-92-13123,TRUE, clueweb09-en0010-64-04951,TRUE, nr-clueweb09-en0011-81-07122,FALSE, clueweb09-en0011-39-14502,FALSE, clueweb09-en0003-82-29123,FALSE, clueweb09-en0007-22-01112,FALSE, clueweb09-en0003-82-28953,FALSE, clueweb09-en0009-59-15072,FALSE, random-clueweb09-en0003-07-27095,FALSE, clueweb09-en0007-98-06075,FALSE, clueweb09-en0005-39-21560,TRUE, clueweb09-en0004-13-03923,FALSE, nr-clueweb09-en0008-76-33444,FALSE,3,0
3OREP8RUU6REYRJBRTDFWP7B0VPGBY,3PW9OPU9PV0QTJR6GJ52CTWPM3P12J,A195MOXRMNHRVT,2021-07-13T16:25:34,TUESDAY,1.62621E+12,1.62621E+12,90,1.5,29.375,0, running trails near me, , Recreation, nr-clueweb09-en0002-22-10740,FALSE, random-clueweb09-en0000-87-03924,FALSE, clueweb09-en0001-00-11196,FALSE, clueweb09-en0007-47-32070,TRUE, clueweb09-en0000-69-20204,FALSE, clueweb09-en0003-28-15046,FALSE, clueweb09-en0008-40-28743,FALSE, clueweb09-en0006-74-24305,FALSE, clueweb09-en0010-43-19948,TRUE, clueweb09-en0000-48-18113,TRUE, clueweb09-en0000-61-31218,FALSE, clueweb09-en0008-50-06674,FALSE, nr-clueweb09-en0008-23-07925,FALSE,3,0
3IWA71V4UMWJE1X6KCWB9VLEPKA6XV,3X4MXAO0BL40Y4OUSX9O6RURU8DWRR,A195MOXRMNHRVT,2021-07-13T16:27:19,TUESDAY,1.62621E+12,1.62621E+12,119,1.983333333,52.73,0, unemployment rate, , Politics, random-clueweb09-en0002-82-08074,FALSE, clueweb09-en0008-26-00666,FALSE, clueweb09-en0006-61-31151,FALSE, nr-clueweb09-en0001-45-32557,FALSE, clueweb09-en0003-54-24048,FALSE, clueweb09-en0003-54-24049,FALSE, clueweb09-en0008-25-01569,FALSE, clueweb09-en0004-10-07851,FALSE, clueweb09-en0006-76-25908,FALSE, clueweb09-en0005-88-10766,FALSE, clueweb09-enwp01-31-02328,TRUE, clueweb09-en0000-82-06265,FALSE, nr-clueweb09-en0007-40-35151,TRUE,1,1
3IZVJEBJ7E08JWXLLUKW6G1PXK86ZS,3EWIJTFFVTNIHAI4DKW30PM4EE9E0V,A195MOXRMNHRVT,2021-07-13T16:27:23,TUESDAY,1.62621E+12,1.62621E+12,208,3.466666667,32.59,0, best dating websites, , Relationships, clueweb09-en0004-49-34247,TRUE, nr-clueweb09-en0007-38-33623,FALSE, clueweb09-en0005-03-30391,FALSE, clueweb09-en0001-31-00588,FALSE, clueweb09-en0005-57-37188,FALSE, clueweb09-en0006-25-36587,FALSE, clueweb09-en0004-09-06599,FALSE, clueweb09-en0011-21-26425,FALSE, random-clueweb09-en0004-13-04016,FALSE, clueweb09-en0002-22-36964,FALSE, clueweb09-en0009-89-05631,FALSE, clueweb09-en0009-48-10367,FALSE, nr-clueweb09-en0005-25-35521,FALSE,1,0
3BPP3MA3UG0SRM9WCBCLAPI4Z9OEL2,386CSBG1O422SOUOO07K37L9AKJ6Q0,A195MOXRMNHRVT,2021-07-13T16:27:25,TUESDAY,1.62621E+12,1.62621E+12,282,4.7,19.567,0, 90s animated tv shows, , Entertainment, clueweb09-en0011-74-00643,TRUE, random-clueweb09-en0008-25-06683,FALSE, clueweb09-en0000-98-17378,FALSE, clueweb09-enwp00-99-15531,FALSE, clueweb09-enwp00-48-10782,FALSE, clueweb09-en0002-41-16559,FALSE, nr-clueweb09-en0000-79-22258,FALSE, clueweb09-en0011-03-28935,FALSE, clueweb09-en0004-17-19117,TRUE, clueweb09-en0000-91-24365,FALSE, clueweb09-en0002-41-16587,FALSE, clueweb09-en0001-86-29148,FALSE, nr-clueweb09-en0000-79-22072,FALSE,2,0
3MDWE879VLIZJHW3DN7548LOWIU9B0,3PH3VY7DJQD90VAL2E31SUWQ3PXWZL,A195MOXRMNHRVT,2021-07-13T16:32:15,TUESDAY,1.62621E+12,1.62621E+12,122,2.033333333,33.637,0, vegetarian main courses, , Food &amp; Drink, nr-clueweb09-en0005-80-18579,FALSE, clueweb09-en0009-00-30952,TRUE, clueweb09-en0011-75-39631,FALSE, random-clueweb09-en0007-00-09110,FALSE, clueweb09-enwp01-92-10947,FALSE, clueweb09-en0010-07-08992,FALSE, clueweb09-en0010-19-38327,FALSE, clueweb09-en0002-54-17935,FALSE, clueweb09-en0003-62-10787,TRUE, clueweb09-en0002-18-05169,FALSE, clueweb09-en0007-62-19026,FALSE, clueweb09-en0009-29-01666,FALSE, nr-clueweb09-en0010-87-08069,FALSE,2,0
3F6045TU8H4GVOH6F3T9D2QY8IR99Q,3B1NLC6UG4CJP5IF001HFT8OZ20PGU,A195MOXRMNHRVT,2021-07-13T16:32:16,TUESDAY,1.62621E+12,1.62621E+12,187,3.116666667,20.543,0, origami wreath, , Crafts &amp; Hobbies, clueweb09-en0002-02-04795,TRUE, clueweb09-en0001-13-32528,FALSE, clueweb09-en0001-17-01779,TRUE, clueweb09-en0004-08-30288,FALSE, clueweb09-en0007-26-01922,FALSE, clueweb09-en0001-00-03584,TRUE, clueweb09-en0007-58-06929,FALSE, clueweb09-en0007-58-06877,FALSE, nr-clueweb09-en0006-85-01296,FALSE, clueweb09-en0000-90-31924,FALSE, clueweb09-en0004-08-30570,FALSE, random-clueweb09-enwp02-01-03342,FALSE, nr-clueweb09-en0006-85-01375,FALSE,3,0
3NCN4N1H2KXK8J0XEXQAM9G817BBN1,384PI804XXHJRTNMEFG8P6QJF5IS0A,A195MOXRMNHRVT,2021-07-13T16:32:17,TUESDAY,1.62621E+12,1.62621E+12,246,4.1,16.949,0, hamster habitat ideas, , Pets, random-clueweb09-en0009-06-35915,FALSE, clueweb09-en0001-40-24164,FALSE, clueweb09-en0011-91-23382,FALSE, clueweb09-enwp00-34-20034,TRUE, clueweb09-en0007-48-01123,FALSE, clueweb09-en0000-94-15541,FALSE, clueweb09-en0011-58-19298,FALSE, nr-clueweb09-en0007-95-06781,FALSE, clueweb09-en0011-36-30009,FALSE, clueweb09-en0004-44-40390,TRUE, clueweb09-en0006-24-15823,FALSE, clueweb09-en0005-33-25561,FALSE, nr-clueweb09-en0007-58-14816,FALSE,2,0
3IZVJEBJ7E08JWXLLUKW6G1PXK7Z6K,37Q970SNZJOJYI84AYK83B9TKXOS1D,A195MOXRMNHRVT,2021-07-13T16:32:18,TUESDAY,1.62621E+12,1.62621E+12,327,5.45,20.109,0, ramen ingredients, , Food &amp; Drink, clueweb09-en0008-33-07373,FALSE, clueweb09-en0010-35-28086,TRUE, clueweb09-enwp01-75-11777,FALSE, clueweb09-en0007-42-03070,FALSE, clueweb09-en0007-43-22015,TRUE, nr-clueweb09-en0008-04-02114,FALSE, clueweb09-en0011-61-16255,FALSE, clueweb09-en0008-33-07272,FALSE, clueweb09-en0010-99-22267,FALSE, random-clueweb09-en0002-63-12795,FALSE, clueweb09-enwp01-75-13400,FALSE, clueweb09-en0002-63-24161,FALSE, nr-clueweb09-en0008-04-02113,FALSE,2,0
366FYU4PUK5H7GRERB0KVP5PA9JEKZ,3TAYZSBPLQOQN3Q0T2KM8UJYC32S2U,A195MOXRMNHRVT,2021-07-13T16:32:19,TUESDAY,1.62621E+12,1.62621E+12,382,6.366666667,11.37,0, space debris, , Science, clueweb09-enwp01-64-17722,TRUE, nr-clueweb09-en0003-65-02561,FALSE, clueweb09-en0011-08-19807,FALSE, clueweb09-en0006-13-36312,TRUE, clueweb09-en0007-85-00827,FALSE, clueweb09-en0011-39-26767,TRUE, clueweb09-en0004-37-10542,FALSE, clueweb09-en0004-49-20751,TRUE, clueweb09-enwp00-69-04249,TRUE, clueweb09-en0006-13-34827,FALSE, clueweb09-en0006-17-21124,FALSE, random-clueweb09-en0002-82-08074,FALSE, nr-clueweb09-en0003-37-02633,FALSE,5,0
3PMR2DOWPSHWXV9IVIK1KEAG0UU45Y,3QUO65DNQZ4K9N7955DJU84PY5JUOI,A195MOXRMNHRVT,2021-07-13T16:32:20,TUESDAY,1.62621E+12,1.62621E+12,447,7.45,13.967,0, vitamin k, , Health &amp; Wellness, clueweb09-en0008-97-06488,FALSE, random-clueweb09-en0007-49-03198,FALSE, clueweb09-en0004-83-13977,FALSE, nr-clueweb09-en0002-46-33833,FALSE, clueweb09-en0009-50-42588,FALSE, clueweb09-en0006-81-20452,TRUE, clueweb09-enwp03-34-16191,TRUE, clueweb09-enwp03-31-15553,FALSE, clueweb09-en0004-80-16415,FALSE, clueweb09-en0010-05-41023,FALSE, clueweb09-en0009-50-42589,FALSE, clueweb09-en0011-08-23450,FALSE, nr-clueweb09-en0004-37-06631,FALSE,2,0
3566S7OX6HZUS0QIWTGWK0H9FGF713,32RIADZISXK0QH5NXG3A19GWWHYS4Q,A195MOXRMNHRVT,2021-07-13T16:32:21,TUESDAY,1.62621E+12,1.62621E+12,504,8.4,17.631,0, fall fashion, , Style, clueweb09-en0001-39-11303,FALSE, clueweb09-en0006-87-33206,FALSE, clueweb09-en0004-10-03530,TRUE, nr-clueweb09-en0000-66-21729,FALSE, clueweb09-enwp01-37-01247,FALSE, clueweb09-en0002-94-19126,TRUE, clueweb09-en0001-39-11298,FALSE, clueweb09-en0008-85-03534,FALSE, clueweb09-en0002-42-13685,FALSE, clueweb09-en0000-66-21741,FALSE, random-clueweb09-en0005-85-21121,FALSE, clueweb09-en0001-28-20476,TRUE, nr-clueweb09-en0008-34-24929,FALSE,3,0
3ZURAPD29C377T5OECE88SUQD4Y1F1,3LJ7UR74RMT3A4DIPKMO2F6Q9IQN49,A195MOXRMNHRVT,2021-07-13T16:32:22,TUESDAY,1.62621E+12,1.62621E+12,598,9.966666667,27.997,0, decorative magazine storage, , Home, clueweb09-en0007-39-12154,TRUE, clueweb09-en0009-16-06161,FALSE, clueweb09-en0004-05-31761,FALSE, clueweb09-en0007-20-16349,FALSE, clueweb09-en0010-44-12010,TRUE, nr-clueweb09-en0004-03-08983,FALSE, clueweb09-en0008-02-05421,FALSE, clueweb09-en0007-83-22377,FALSE, random-clueweb09-en0006-75-34429,FALSE, clueweb09-en0000-43-05400,TRUE, clueweb09-en0004-90-00466,FALSE, clueweb09-en0004-05-31976,FALSE, nr-clueweb09-en0004-03-08975,FALSE,3,0
3TZ0XG8CCY0GHJYWABNVD6VNOC9981,37XITHEIS1PRK6IPB69NUXNO2SWCRZ,A195MOXRMNHRVT,2021-07-13T16:32:23,TUESDAY,1.62621E+12,1.62621E+12,665,11.08333333,11.221,0, biology gre prep, , Education, nr-clueweb09-en0006-41-10512,FALSE, clueweb09-en0011-54-16545,TRUE, clueweb09-en0007-09-17538,TRUE, clueweb09-en0008-60-36194,FALSE, clueweb09-en0000-68-18586,FALSE, clueweb09-en0011-54-16529,FALSE, clueweb09-en0006-79-29439,FALSE, clueweb09-en0007-30-11129,TRUE, clueweb09-en0007-09-17551,FALSE, random-clueweb09-en0007-09-17000,FALSE, clueweb09-en0009-29-08215,FALSE, clueweb09-en0000-75-04805,FALSE, nr-clueweb09-en0008-98-18069,FALSE,3,0
3M67TQBQRL4U07RB79799X1IE099A5,378XPAWRUHTQYSI815JNAAW9FTSIAZ,A195MOXRMNHRVT,2021-07-13T16:32:24,TUESDAY,1.62621E+12,1.62621E+12,726,12.1,13.383,0, cd rates, , Economy &amp; Finance, clueweb09-en0001-97-04613,FALSE, clueweb09-en0000-12-20401,FALSE, nr-clueweb09-en0004-16-25372,FALSE, clueweb09-en0000-46-15920,TRUE, clueweb09-en0004-16-25508,FALSE, clueweb09-en0004-16-25011,FALSE, clueweb09-en0006-63-12258,TRUE, clueweb09-en0000-57-22829,FALSE, clueweb09-en0000-12-20402,FALSE, clueweb09-en0005-81-09408,FALSE, clueweb09-en0006-74-32643,FALSE, random-clueweb09-en0007-29-30662,FALSE, nr-clueweb09-en0004-16-27151,FALSE,2,0
