HITid,AssignmentId,WorkerId,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3YCT0L9ONQPJP5HZPJC5CYQ85GSSNK,3G5W44VEUCYIEELZN8W9JCMP3SDGK1,AHQ1CS51G68VT,340,5.666666667,185.28,0, Who won the 2020 best male actor academy award, It's intended to find out the name of the actor and his biography. It is also intended to find out which movie got the actor to be nominated in the category of the best male actor in 2020 for the academy award, Entertainment, clueweb09-enwp01-27-01053,TRUE, clueweb09-en0008-15-24348,FALSE, clueweb09-en0008-79-32840,TRUE, clueweb09-en0002-43-30849,TRUE, nr-clueweb09-en0009-80-17476,TRUE, clueweb09-enwp01-29-02525,FALSE, clueweb09-en0008-15-32308,FALSE, clueweb09-en0003-24-19872,FALSE, clueweb09-en0002-56-32820,FALSE, clueweb09-en0007-76-04346,TRUE, random-clueweb09-enwp02-01-03342,FALSE, clueweb09-en0006-14-07937,TRUE, nr-clueweb09-enwp01-16-02996,TRUE,5,2
3YCT0L9ONQPJP5HZPJC5CYQ85GSSNK,3ZV9H2YQQIN8F23SH78SOTRBMWE3WD,A19Z68L0RHQVWL,125,2.083333333,73.83,0, How to make a budget, How to make a budget that you can stick with.  How to allocate money in a budget.  Budgets made easy.  What all needs included in a budget., Economy &amp; Finance, clueweb09-en0008-68-32531,TRUE, clueweb09-en0000-37-22939,TRUE, clueweb09-en0006-52-13694,TRUE, clueweb09-en0000-75-34216,FALSE, clueweb09-en0009-77-15543,TRUE, clueweb09-en0008-28-25284,TRUE, clueweb09-en0007-57-21167,TRUE, random-clueweb09-en0008-25-06683,FALSE, clueweb09-en0006-94-21781,FALSE, nr-clueweb09-en0005-64-23845,FALSE, clueweb09-en0008-33-34132,FALSE, clueweb09-en0006-94-21763,TRUE, nr-clueweb09-en0005-64-23841,FALSE,7,0
3YCT0L9ONQPJP5HZPJC5CYQ85GSSNK,30MVJZJNHRT8OKS9RHQNQG0PKUB9J5,A2IFHU3P1MF54K,677,11.28333333,565.875,0, What foods should I eat to follow a healthy balanced diet, It intend to find the best food to eat in other to have a healthy balanced diet. Getting a good and detailed direction and instruction will make  a document relevant or useful., Food &amp; Drink, clueweb09-en0002-30-04646,FALSE, clueweb09-en0001-20-11481,FALSE, random-clueweb09-en0007-09-17000,FALSE, clueweb09-en0008-19-29706,FALSE, clueweb09-en0003-03-33598,TRUE, clueweb09-en0002-33-22262,TRUE, clueweb09-en0005-73-02939,FALSE, clueweb09-en0011-78-07156,FALSE, clueweb09-en0011-96-32182,FALSE, nr-clueweb09-en0006-62-20689,TRUE, clueweb09-en0005-99-40157,TRUE, clueweb09-en0002-33-22489,FALSE, nr-clueweb09-en0008-57-37882,FALSE,3,1
3YCT0L9ONQPJP5HZPJC5CYQ85GSSNK,3ZPPDN2SL0C0D46HDGFWT0NXGSY9EG,A3L2PTNBOC5R5E,641,10.68333333,502.255,0, best ways to effectively manage classroom," Ideal results would include a variety of options from many sources offering educators suggestions or recommendations for effective classroom management. Specifically looking for blogs or links to Pinterest or other social media sites where people share their tips on this subject. Along with this, access to news articles or recent research findings related to successful classroom management habits. Also hoping to see any products, such as books or online training one can purchase for reference.", Education, clueweb09-en0011-39-03991,FALSE, clueweb09-en0009-25-33453,FALSE, clueweb09-en0001-13-05046,TRUE, random-clueweb09-en0009-06-35915,FALSE, clueweb09-en0010-07-27225,TRUE, clueweb09-en0005-57-07662,TRUE, clueweb09-en0004-68-04167,FALSE, clueweb09-en0004-55-35661,TRUE, nr-clueweb09-en0011-84-30810,FALSE, clueweb09-en0003-36-23281,TRUE, clueweb09-en0007-60-06523,TRUE, clueweb09-en0004-17-06327,FALSE, nr-clueweb09-en0009-93-10746,FALSE,6,0
3UUIU9GZD9LGEGO8AJL9SMM8GE75TX,3U84XHCDIHTXRTR1S8XIX2DZHWKZ4M,A9WIOFVRSYW3L,194,3.233333333,64.318,0, Classical music concerts in Wisconsin," I would like to find information about classical music concerts in my state (Wisconsin) - calendars, schedules, programs, venues...", Arts, clueweb09-enwp03-28-21910,FALSE, clueweb09-en0006-57-25729,FALSE, clueweb09-en0005-61-15025,TRUE, clueweb09-en0005-61-18167,FALSE, clueweb09-enwp03-35-21185,TRUE, nr-clueweb09-en0006-25-19741,TRUE, clueweb09-en0000-22-29598,FALSE, clueweb09-en0009-11-29975,FALSE, clueweb09-en0007-11-30637,TRUE, clueweb09-en0004-74-18643,TRUE, random-clueweb09-en0002-63-12795,FALSE, clueweb09-en0004-48-02796,FALSE, nr-clueweb09-enwp01-04-19656,FALSE,4,1
3UUIU9GZD9LGEGO8AJL9SMM8GE75TX,39ASUFLU62NQE0OFGWLA939FMLXXEA,AHQ1CS51G68VT,435,7.25,172.273,0, Who was the first man to land on the moon, The query intends to find out the history of the voyage to the moon and the achievements of the man who stepped on the moon, Travel, clueweb09-en0010-13-35783,TRUE, clueweb09-enwp02-28-02853,FALSE, clueweb09-enwp01-46-03869,FALSE, clueweb09-en0010-79-31126,FALSE, clueweb09-en0000-21-09236,TRUE, clueweb09-en0009-39-00868,FALSE, random-clueweb09-en0005-94-21396,FALSE, clueweb09-en0010-86-02691,FALSE, clueweb09-en0001-77-27664,FALSE, clueweb09-en0008-94-30027,FALSE, nr-clueweb09-en0003-43-12331,FALSE, clueweb09-en0002-31-14276,TRUE, nr-clueweb09-en0006-79-15268,FALSE,3,0
3UUIU9GZD9LGEGO8AJL9SMM8GE75TX,3SUWZRL0M3TDVL4JF9CK9QWVPJF6EA,A19Z68L0RHQVWL,105,1.75,71.189,0, Building a Volcano with your child, How to build a volano.  How a child can build a volcano.  Sets to building a working vocano.  Ingredients for the eruption., Science, clueweb09-en0009-07-28755,TRUE, random-clueweb09-en0008-13-05976,FALSE, clueweb09-en0002-24-02552,FALSE, clueweb09-en0010-35-07092,FALSE, clueweb09-enwp01-22-06652,FALSE, clueweb09-en0006-38-04384,FALSE, clueweb09-en0002-84-20910,FALSE, clueweb09-en0010-92-02818,FALSE, nr-clueweb09-en0002-83-28936,FALSE, clueweb09-en0004-42-25033,FALSE, clueweb09-en0009-92-05599,FALSE, clueweb09-en0003-89-17758,TRUE, nr-clueweb09-en0004-70-07276,FALSE,2,0
3UUIU9GZD9LGEGO8AJL9SMM8GE75TX,3IX2EGZR7GZESKOVLYQ9H10JQIVJRK,A1C2E7K4GX81L0,212,3.533333333,159.885,0, Amtrak routes, A website or .pdf of the available Amtrak routes (including stops) within the US, Travel, clueweb09-en0002-48-15499,FALSE, clueweb09-enwp00-04-17075,TRUE, clueweb09-en0010-91-35841,FALSE, nr-clueweb09-en0009-72-32124,FALSE, clueweb09-en0003-62-22153,FALSE, random-clueweb09-en0007-29-30662,FALSE, clueweb09-en0000-11-10527,TRUE, clueweb09-en0000-11-10529,TRUE, clueweb09-en0004-39-06326,FALSE, clueweb09-enwp00-37-22256,FALSE, clueweb09-en0000-75-21313,FALSE, clueweb09-en0001-61-08879,FALSE, nr-clueweb09-en0009-48-32946,FALSE,3,0
3T2EL38U1Q0COJGQZLA9F025P6HXQK,34PGFRQONTRJ0G5HKS0F4080J1VWJU,A19Z68L0RHQVWL,145,2.416666667,85.038,0, When to get a cat spayed or fixed?, Age to get a cat fxed.  When to get a kitten fixed?  Getting a cat fixed whats the right age., Pets, clueweb09-en0002-59-20509,TRUE, clueweb09-en0006-79-08881,FALSE, nr-clueweb09-en0009-48-19864,FALSE, clueweb09-en0001-52-07997,FALSE, clueweb09-en0000-16-30173,FALSE, clueweb09-en0000-03-29423,FALSE, random-clueweb09-enwp02-01-03342,FALSE, clueweb09-en0008-94-37217,FALSE, clueweb09-en0008-38-19863,FALSE, clueweb09-en0004-48-05020,TRUE, clueweb09-en0006-99-24278,FALSE, clueweb09-en0005-74-23676,FALSE, nr-clueweb09-en0005-41-17817,FALSE,2,0
3T2EL38U1Q0COJGQZLA9F025P6HXQK,36NEMU28XKT91OB2NPD7KS0HNVBMW9,A3L2PTNBOC5R5E,192,3.2,128.85,0, how long to cook pork tenderloin," Looking for recipes that include ingredients, cook time, step by step guidance. Recommendations from reliable and well known chefs or beginners.", Food &amp; Drink, nr-clueweb09-en0007-07-21254,FALSE, clueweb09-en0007-33-32890,TRUE, clueweb09-en0000-95-14783,TRUE, clueweb09-en0006-71-03634,FALSE, clueweb09-en0009-42-23357,FALSE, clueweb09-en0001-70-36775,TRUE, random-clueweb09-enwp03-08-12100,FALSE, clueweb09-en0003-70-23661,TRUE, clueweb09-en0009-42-23342,FALSE, clueweb09-en0004-56-10654,TRUE, clueweb09-en0008-08-18079,FALSE, clueweb09-en0005-60-11539,FALSE, nr-clueweb09-en0009-03-26205,FALSE,5,0
3J5XXLQDIQRSDT5T1VXVE7C9Z3VV3C,3NPFYT4IZHKOYEK6MRBY96URZ1UXG9,A9WIOFVRSYW3L,187,3.116666667,119.969,0, how to lose 10 pounds healthy diet," I would like to read about some tips and tricks how to manage a weight loss without a lot of frustration. I would like to find article about what and when to eat. Charts would be very helpful (calorie intake, exercise times...)", Health &amp; Wellness, random-clueweb09-en0009-77-38942,FALSE, clueweb09-en0007-74-12649,TRUE, nr-clueweb09-en0002-61-09807,FALSE, clueweb09-en0003-03-33400,TRUE, clueweb09-en0003-27-03437,TRUE, clueweb09-en0003-27-03451,TRUE, clueweb09-en0003-03-33826,TRUE, clueweb09-en0001-28-14747,TRUE, clueweb09-en0005-46-26375,TRUE, clueweb09-en0011-46-16763,TRUE, clueweb09-en0001-12-12742,TRUE, clueweb09-en0011-46-16577,TRUE, nr-clueweb09-en0007-74-12651,TRUE,10,1
3J5XXLQDIQRSDT5T1VXVE7C9Z3VV3C,352YTHGRO0TB08R7MMRBXV9UL7TH46,AHQ1CS51G68VT,241,4.016666667,77.042,0, When was the first computer designed, The query intends to find out the history of computers, Technology, random-clueweb09-en0002-86-03239,FALSE, clueweb09-en0009-56-24657,FALSE, clueweb09-en0000-05-29843,FALSE, clueweb09-enwp00-47-14044,TRUE, clueweb09-en0001-16-29940,FALSE, clueweb09-en0005-89-24337,TRUE, clueweb09-en0006-35-25355,FALSE, nr-clueweb09-en0005-73-13246,FALSE, clueweb09-enwp01-82-13020,TRUE, clueweb09-en0006-13-02776,FALSE, clueweb09-en0006-13-10238,TRUE, clueweb09-en0004-80-25780,FALSE, nr-clueweb09-en0001-17-19905,FALSE,4,0
3J5XXLQDIQRSDT5T1VXVE7C9Z3VV3C,3GM6G9ZBKSDH9778SK8WX8TIITGMTP,A19Z68L0RHQVWL,92,1.533333333,51.433,0, Signs of a healthy marriage, What does  healthy marriage  look like.  Signs your marriage will last., Relationships, clueweb09-en0008-22-15334,FALSE, clueweb09-en0006-28-32800,TRUE, clueweb09-en0006-02-19643,FALSE, clueweb09-en0006-43-34006,FALSE, clueweb09-en0005-01-26067,FALSE, nr-clueweb09-en0009-21-20197,FALSE, clueweb09-en0006-52-18857,FALSE, random-clueweb09-en0008-13-05976,FALSE, clueweb09-en0008-22-15316,FALSE, clueweb09-en0008-90-21650,FALSE, clueweb09-en0004-54-22078,FALSE, clueweb09-en0003-73-04520,TRUE, nr-clueweb09-en0009-21-20196,FALSE,2,0
3BFNCI9LZO6Q234XJXUF8TW6DLP37T,3ZSY5X72N2RSTVFS1BIEPXH5P7QROM,AHQ1CS51G68VT,140,2.333333333,82.915,0, What are the benefits of online shopping, The query intents to find out the pros and advantages of shopping online, Shopping, random-clueweb09-en0004-13-04016,FALSE, clueweb09-en0005-33-33185,TRUE, clueweb09-en0005-33-32238,FALSE, clueweb09-en0007-21-07168,FALSE, nr-clueweb09-en0011-26-22793,FALSE, clueweb09-en0002-23-02259,TRUE, clueweb09-en0006-51-07507,FALSE, clueweb09-en0002-80-22702,TRUE, clueweb09-en0002-46-27033,TRUE, clueweb09-en0007-21-07172,TRUE, clueweb09-en0003-54-05599,TRUE, clueweb09-en0004-05-35728,FALSE, nr-clueweb09-en0011-82-06009,TRUE,6,1
3BFNCI9LZO6Q234XJXUF8TW6DLP37T,3N2BF7Y2VVAR4YGDSQR7JPQU7ZHHM6,A19Z68L0RHQVWL,116,1.933333333,56.18,0, How to Potty Train., Tips for getting a child out of diapers.  Methods for getting a child to use the bathroom., Parenting, clueweb09-en0011-83-28272,FALSE, clueweb09-en0005-16-14700,TRUE, clueweb09-en0003-41-32135,TRUE, clueweb09-en0003-41-32155,TRUE, random-clueweb09-en0009-64-30845,FALSE, clueweb09-en0007-58-01733,FALSE, clueweb09-en0000-32-15817,TRUE, clueweb09-en0007-58-04703,TRUE, clueweb09-en0011-13-12050,FALSE, clueweb09-en0001-09-22014,FALSE, nr-clueweb09-en0011-13-12091,FALSE, clueweb09-en0004-81-32704,TRUE, nr-clueweb09-en0006-00-35182,FALSE,6,0
3BFNCI9LZO6Q234XJXUF8TW6DLP37T,3KKG4CDWKNEIL29OOA3JKEB633694C,A3L2PTNBOC5R5E,278,4.633333333,230.393,0, transcription for beginners," Looking to learn what the transcriptionist profession entails, details on skills needed and resources to help educate yourself. Hoping to read some comments from people with experience sharing the schooling needed and APPS to help.", Technology, clueweb09-en0008-37-18894,FALSE, clueweb09-en0010-47-16955,FALSE, clueweb09-en0005-97-13230,FALSE, clueweb09-en0002-48-27193,TRUE, clueweb09-en0010-84-16894,FALSE, clueweb09-en0011-77-31930,TRUE, nr-clueweb09-en0011-27-15717,FALSE, clueweb09-en0010-27-18176,FALSE, clueweb09-en0006-88-12905,FALSE, random-clueweb09-en0011-47-15958,FALSE, clueweb09-en0000-18-26016,FALSE, clueweb09-en0002-38-14424,TRUE, nr-clueweb09-en0008-16-05909,FALSE,3,0
3X7837UUBHEIJHSH38HAIMDZE7QJ6L,37Q970SNZJOJYI84AYK83B9TIX8S1V,A9WIOFVRSYW3L,164,2.733333333,87.6,0, potty training when to start, I would like to know when it is a good time to start potty training children. To read some articles about when kids are ready to use potty. I know it can be individual., Parenting, clueweb09-en0009-73-13311,TRUE, clueweb09-en0003-41-32117,TRUE, clueweb09-en0006-00-35182,FALSE, clueweb09-en0004-68-08371,TRUE, clueweb09-en0008-10-02950,TRUE, random-clueweb09-en0009-06-35915,FALSE, nr-clueweb09-en0011-98-07480,TRUE, clueweb09-en0000-32-15822,TRUE, clueweb09-en0011-13-12047,TRUE, clueweb09-en0007-58-04977,TRUE, clueweb09-en0002-19-10736,FALSE, clueweb09-en0006-78-16857,TRUE, nr-clueweb09-en0011-38-25074,TRUE,8,2
3X7837UUBHEIJHSH38HAIMDZE7QJ6L,3NC5L260MT2VQ5AJAGIK883MMIAFO8,AHQ1CS51G68VT,258,4.3,163.087,0, Who is the fastest runner in the world, The query intends to find out the name and biography of the man who has run the the fastest time in the world. It also intends to find out when the man broke the record., Sports, clueweb09-enwp01-48-12172,TRUE, clueweb09-en0010-17-36646,TRUE, clueweb09-enwp03-13-20415,TRUE, clueweb09-en0004-30-27769,TRUE, clueweb09-en0007-24-02058,FALSE, clueweb09-en0003-28-03825,TRUE, clueweb09-en0011-93-35265,FALSE, nr-clueweb09-en0005-67-38191,FALSE, clueweb09-en0003-03-36125,FALSE, clueweb09-en0010-88-01165,FALSE, random-clueweb09-en0008-31-37861,FALSE, clueweb09-en0010-17-36641,TRUE, nr-clueweb09-enwp00-21-15440,FALSE,6,0
