HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3Z33IC0JD42ESVU9I4Y55KFV18VV9B,3UXUOQ9OKJDT981CIEFQJL60A2KA7M,A2JP9IKRHNLRPI,2021-09-09T15:13:20,THURSDAY,1.63121E+12,1.63121E+12,106,1.766666667,84.611,0, Traveling to Paris, , Travel, clueweb09-en0002-11-07318,TRUE, nr-clueweb09-en0000-45-20482,FALSE, clueweb09-en0000-66-00538,FALSE, clueweb09-en0001-92-36387,TRUE, clueweb09-en0000-95-23822,FALSE, clueweb09-en0000-66-25267,FALSE, clueweb09-en0004-85-00166,FALSE, clueweb09-en0002-83-23081,FALSE, clueweb09-en0001-60-27926,TRUE, clueweb09-en0000-95-23821,FALSE, clueweb09-en0009-50-09182,FALSE, random-clueweb09-en0003-07-27095,FALSE, nr-clueweb09-en0011-56-12944,FALSE,3,0
3FO95NVK6GG4439RIQTMLIVI8Q7SRQ,31HQ4X3T3XQWOPC8382RNQI7RSWSL9,A2JP9IKRHNLRPI,2021-09-09T15:13:21,THURSDAY,1.63121E+12,1.63121E+12,70,1.166666667,51.407,0, Microsoft stock price, , Economy &amp; Finance, clueweb09-en0002-40-11214,FALSE, clueweb09-en0004-08-19755,TRUE, clueweb09-en0009-32-19177,FALSE, random-clueweb09-en0007-29-30662,FALSE, clueweb09-en0011-66-36444,FALSE, clueweb09-en0005-38-13115,FALSE, clueweb09-en0000-08-25618,FALSE, clueweb09-en0007-35-06419,FALSE, clueweb09-en0007-80-25037,FALSE, clueweb09-en0010-25-05528,FALSE, nr-clueweb09-en0011-40-00983,FALSE, clueweb09-en0011-47-11441,FALSE, nr-clueweb09-en0011-84-30739,FALSE,1,0
3JUDR1D0EA7BN3DTBWPGPA89EA6Q2K,3BXQMRHWK4EW9KMXSPY624FKCU7MUL,A2JP9IKRHNLRPI,2021-09-09T15:13:22,THURSDAY,1.63121E+12,1.63122E+12,203,3.383333333,185.968,0, Sears store near me, , Shopping, clueweb09-en0002-37-35017,FALSE, clueweb09-en0001-89-33115,FALSE, clueweb09-enwp01-57-21347,TRUE, clueweb09-en0003-20-03385,FALSE, clueweb09-en0011-27-36448,FALSE, clueweb09-enwp01-75-21133,TRUE, nr-clueweb09-en0002-47-08727,FALSE, clueweb09-en0001-18-32386,FALSE, random-clueweb09-en0000-21-15033,FALSE, clueweb09-en0011-27-36477,FALSE, clueweb09-en0009-26-02808,FALSE, clueweb09-en0002-72-15078,FALSE, nr-clueweb09-en0002-47-09199,FALSE,2,0
3ZFRE2BDRDUL2BHHMHTM6TE9WMSXZW,30BXRYBRP9DN9AARWSXUSNSLGOJWHL,A2JP9IKRHNLRPI,2021-09-09T15:13:23,THURSDAY,1.63121E+12,1.63121E+12,171,2.85,142.729,0, How to get a baby to go to sleep, , Parenting, clueweb09-en0009-24-19878,FALSE, clueweb09-en0007-58-02346,TRUE, nr-clueweb09-en0009-62-10475,TRUE, clueweb09-en0004-04-26648,TRUE, clueweb09-en0005-16-15059,TRUE, clueweb09-en0000-84-13844,TRUE, clueweb09-en0009-24-19884,FALSE, clueweb09-en0004-00-26800,TRUE, clueweb09-en0004-81-32324,TRUE, clueweb09-en0005-16-14727,TRUE, random-clueweb09-en0007-00-09110,FALSE, clueweb09-en0005-27-15637,TRUE, nr-clueweb09-en0002-97-17285,FALSE,8,1
363A7XIFW82SXE4EAAC51FQF7QDVAQ,34PGFRQONTRJ0G5HKS0F4080TGNWJQ,A2JP9IKRHNLRPI,2021-09-09T15:13:24,THURSDAY,1.63121E+12,1.63122E+12,232,3.866666667,207.199,0, How to lose weight, , Health &amp; Wellness, clueweb09-en0011-42-06049,TRUE, clueweb09-en0008-68-13052,TRUE, clueweb09-en0011-97-10128,TRUE, clueweb09-en0005-33-33858,TRUE, random-clueweb09-en0006-35-27399,FALSE, nr-clueweb09-en0011-49-26989,FALSE, clueweb09-en0001-89-24076,TRUE, clueweb09-en0008-68-13055,TRUE, clueweb09-en0011-59-10015,TRUE, clueweb09-en0005-46-26384,TRUE, clueweb09-en0005-02-28898,FALSE, clueweb09-en0007-74-12663,TRUE, nr-clueweb09-en0003-03-33877,TRUE,9,1
38RHULDVA2VKILNHC89E4FXCR7KIWR,3CFJTT4SXY68FQKAU2730JUJNAPI7Y,A2JP9IKRHNLRPI,2021-09-09T15:13:25,THURSDAY,1.63121E+12,1.63122E+12,365,6.083333333,346.229,0, How to get child to stop sucking on their thumb, , Parenting, random-clueweb09-en0011-47-15958,FALSE, clueweb09-en0001-64-28503,TRUE, nr-clueweb09-en0006-50-28971,FALSE, clueweb09-enwp02-07-04011,TRUE, clueweb09-en0008-15-12620,TRUE, clueweb09-en0004-21-20456,FALSE, clueweb09-en0004-51-17925,FALSE, clueweb09-enwp02-30-12102,TRUE, clueweb09-en0002-98-18810,TRUE, clueweb09-en0003-22-10458,FALSE, clueweb09-en0002-22-02991,FALSE, clueweb09-en0008-10-05401,FALSE, nr-clueweb09-en0011-74-16058,FALSE,5,0
351S7I5UHDCQQ2Y92P3RKXZLBA5NJH,3UWN2HHPU3LMCPFTFLI60IMWWNWSNB,A2JP9IKRHNLRPI,2021-09-09T15:13:26,THURSDAY,1.63121E+12,1.63122E+12,335,5.583333333,316.915,0, Chicago Bears record, , Sports, clueweb09-enwp00-05-02033,FALSE, clueweb09-en0011-27-20563,FALSE, clueweb09-en0011-51-02167,FALSE, random-clueweb09-en0006-26-18498,FALSE, clueweb09-en0006-46-16415,FALSE, clueweb09-enwp00-45-08017,FALSE, nr-clueweb09-enwp00-84-06963,FALSE, clueweb09-en0011-51-02159,FALSE, clueweb09-en0004-62-26391,FALSE, clueweb09-en0000-35-15092,FALSE, clueweb09-en0010-25-36137,FALSE, clueweb09-en0006-37-15971,FALSE, nr-clueweb09-enwp00-93-05971,FALSE,0,0
39O6Z4JLY6D4TRC7LK4JLN1D8BMXVW,3TXMY6UCAJ4R853PYRKNP7DJFVXCQO,A2JP9IKRHNLRPI,2021-09-09T15:13:27,THURSDAY,1.63121E+12,1.63122E+12,310,5.166666667,293.834,0, Best cats as pets, , Pets, clueweb09-en0005-07-11587,FALSE, clueweb09-en0006-76-08672,FALSE, clueweb09-en0000-64-06567,TRUE, clueweb09-en0002-17-24585,TRUE, clueweb09-en0001-98-19292,FALSE, nr-clueweb09-en0004-73-34236,FALSE, clueweb09-en0002-20-13581,FALSE, clueweb09-en0005-64-04959,FALSE, random-clueweb09-en0008-31-37861,FALSE, clueweb09-en0002-07-18064,FALSE, clueweb09-en0005-36-42966,FALSE, clueweb09-en0006-76-08671,FALSE, nr-clueweb09-en0001-94-17085,FALSE,2,0
3ZC62PVYELQWXGH2LZ5198YYOMUXXZ,373ERPL3YTO86NK0XS4DJ7NSZ3ZTRP,A2JP9IKRHNLRPI,2021-09-09T15:13:28,THURSDAY,1.63121E+12,1.63122E+12,287,4.783333333,267.553,0, Obama 2008 election, , Politics, clueweb09-en0001-94-12162,FALSE, clueweb09-en0008-25-04434,TRUE, clueweb09-en0010-23-05670,FALSE, clueweb09-en0009-67-16398,FALSE, nr-clueweb09-en0001-31-01916,FALSE, random-clueweb09-en0009-77-38942,FALSE, clueweb09-en0010-77-11266,FALSE, clueweb09-en0001-15-08204,FALSE, clueweb09-en0002-70-10028,FALSE, clueweb09-en0006-25-30539,FALSE, clueweb09-en0009-36-28751,FALSE, clueweb09-en0010-52-37361,FALSE, nr-clueweb09-en0000-20-36922,FALSE,1,0
33J5JKFMLAE08L9CFW3L8KD1KO6Q3V,37TD41K0AMP3LLI2QV9SK7SKXJICSD,A2JP9IKRHNLRPI,2021-09-09T15:13:30,THURSDAY,1.63121E+12,1.63122E+12,397,6.616666667,374.541,0, Flying kites, , Recreation, clueweb09-en0001-54-06735,FALSE, clueweb09-en0006-24-01695,FALSE, nr-clueweb09-en0007-95-16498,TRUE, clueweb09-en0005-60-17817,TRUE, clueweb09-en0001-44-34757,FALSE, clueweb09-en0005-45-37860,TRUE, clueweb09-en0011-08-14159,TRUE, random-clueweb09-en0009-64-30845,FALSE, clueweb09-en0002-96-07707,FALSE, clueweb09-en0005-60-17770,TRUE, clueweb09-en0006-24-01689,FALSE, clueweb09-en0001-14-00915,TRUE, nr-clueweb09-en0002-50-09657,FALSE,5,1
