HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,39OWYR0EPP77KJELG3RIAZ1OEYDYFW,A2RMJNF6IPI42F,2021-09-30T07:54:01,THURSDAY,1633002841000,1633002888000,47.0,0.7833333333333333,14.87,0.0," fashion trends this fall"," "," Shopping"," random-clueweb09-en0003-07-27095",false," clueweb09-en0000-13-05252",true," clueweb09-en0003-66-18805",true," clueweb09-en0007-74-25146",true," clueweb09-en0002-42-13685",false," clueweb09-en0000-11-33657",false," clueweb09-en0010-00-29190",true," clueweb09-en0006-15-17030",true," nr-clueweb09-en0000-36-16883",false," clueweb09-en0000-66-21745",true," clueweb09-en0001-39-11246",false," clueweb09-en0001-28-20584",false," nr-clueweb09-en0000-36-16882",false,6,0
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,30X31N5D686FS6L46HD1EC2W0X4ASH,A2QX3YJXAAHHVV,2021-09-30T07:46:34,THURSDAY,1633002394000,1633003257000,863.0,14.383333333333333,27.286,0.0," How long do vaccines last?"," "," Technology"," random-clueweb09-en0002-82-08074",false," clueweb09-en0006-82-03696",false," clueweb09-en0008-17-01499",false," nr-clueweb09-en0007-29-23707",true," clueweb09-en0007-03-32305",false," clueweb09-en0005-15-11373",false," clueweb09-en0008-67-13055",false," clueweb09-en0007-03-32303",false," clueweb09-en0002-92-19474",false," clueweb09-en0011-56-24371",false," clueweb09-en0006-82-03458",false," clueweb09-en0003-69-16838",false," nr-clueweb09-en0004-89-27644",false,0,1
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,3LBXNTKX0WB9J4XY8L5OHP849UQ9XB,A2615YW1YERQBO,2021-09-30T08:03:19,THURSDAY,1633003399000,1633003484000,85.0,1.4166666666666667,55.229,0.0," woodworking bird houses"," "," Crafts &amp; Hobbies"," clueweb09-en0007-63-26415",true," clueweb09-en0006-85-33059",false," clueweb09-en0007-22-22526",false," clueweb09-en0010-98-19569",false," clueweb09-en0006-92-39165",true," random-clueweb09-en0008-25-06683",false," clueweb09-en0006-92-39160",true," clueweb09-en0005-39-21078",false," nr-clueweb09-en0010-99-32043",false," clueweb09-en0007-63-26406",false," clueweb09-en0006-85-33064",false," clueweb09-en0004-23-18328",false," nr-clueweb09-en0003-26-26219",false,3,0
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,35BLDD71IBDWL6AGC4Y56SDC8M8ZVF,A2U1H2N3QC647R,2021-09-30T08:10:07,THURSDAY,1633003807000,1633003965000,158.0,2.6333333333333333,98.095,0.0," christianity"," "," Spirituality"," clueweb09-enwp00-40-09101",true," clueweb09-en0003-08-26450",true," clueweb09-en0003-03-19693",true," clueweb09-en0010-54-08095",true," clueweb09-en0007-20-26823",true," clueweb09-en0001-88-25724",true," nr-clueweb09-en0009-44-15336",false," clueweb09-enwp02-05-00008",false," clueweb09-en0006-52-15709",false," random-clueweb09-en0000-87-03924",false," clueweb09-en0002-92-08079",true," clueweb09-en0008-79-31226",true," nr-clueweb09-en0005-86-01491",false,8,0
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,3C2NJ6JBKFXT7QYVL630909S1A82NU,A2I6ZALE49CVSC,2021-09-30T08:10:42,THURSDAY,1633003842000,1633004279000,437.0,7.283333333333333,65.63,0.0," Easy dinner recipes for beginners"," "," Food &amp; Drink"," clueweb09-en0010-49-39663",true," clueweb09-en0001-36-12251",true," clueweb09-en0002-82-23533",false," clueweb09-en0011-05-05548",true," clueweb09-en0000-59-30222",false," clueweb09-en0006-43-26507",false," clueweb09-en0004-56-03796",false," clueweb09-en0006-22-23386",true," clueweb09-en0002-25-18478",false," nr-clueweb09-en0009-93-37163",false," random-clueweb09-en0007-49-03198",false," clueweb09-en0009-54-25982",true," nr-clueweb09-en0000-84-26553",true,5,1
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,379J5II41TWVE67Q2DIMY9ESTIYEL6,AHYTT3T8W9Y9Y,2021-09-30T08:13:24,THURSDAY,1633004004000,1633004314000,310.0,5.166666666666667,15.684,0.0," discount coach handbags"," "," Shopping"," clueweb09-en0006-26-11890",true," random-clueweb09-en0002-86-03239",false," clueweb09-en0003-27-26651",false," clueweb09-en0008-72-38717",false," clueweb09-en0005-00-32711",true," nr-clueweb09-en0005-74-04431",false," clueweb09-en0011-58-18807",false," clueweb09-en0007-02-05194",true," clueweb09-en0002-40-03448",false," clueweb09-en0000-93-32253",true," clueweb09-en0005-18-13641",false," clueweb09-en0003-41-19756",false," nr-clueweb09-en0001-37-31679",false,4,0
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,36NEMU28XKT91OB2NPD7KS0H0RWMWZ,A23KAJRDVCVGOE,2021-09-30T08:25:19,THURSDAY,1633004719000,1633004883000,164.0,2.7333333333333334,10.802,0.0," When is the new disney moving coming out"," "," Entertainment"," nr-clueweb09-en0003-67-27930",false," clueweb09-en0006-13-16275",true," clueweb09-en0008-48-09081",false," clueweb09-en0007-52-10162",false," random-clueweb09-en0006-26-18498",false," clueweb09-en0001-26-18018",false," clueweb09-en0009-20-37368",false," clueweb09-en0006-13-16274",false," clueweb09-en0010-63-30123",false," clueweb09-en0003-89-18686",false," clueweb09-en0003-89-18579",false," clueweb09-en0002-71-13695",true," nr-clueweb09-en0006-48-15242",false,2,0
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,3ERMJ6L4D38UB9A1FH5VSC1070M7MH,A2VO8C41JJIQY9,2021-09-30T08:20:35,THURSDAY,1633004435000,1633005616000,1181.0,19.683333333333334,19.387,0.0," pasta recipes"," "," Food &amp; Drink"," clueweb09-en0008-32-19971",true," clueweb09-en0003-82-27954",true," nr-clueweb09-en0009-36-22070",true," clueweb09-en0002-50-03021",true," clueweb09-en0001-19-07628",true," clueweb09-en0010-95-29878",true," clueweb09-en0005-73-10242",true," clueweb09-en0010-69-26114",true," clueweb09-en0008-25-24754",true," random-clueweb09-en0007-29-30662",false," clueweb09-en0008-75-13038",true," clueweb09-en0001-43-30225",false," nr-clueweb09-en0002-89-33035",false,9,1
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,3Q5ZZ9ZEVTV03GUEXNGFPAM9WP758H,A2UAHW3Q7S45JP,2021-09-30T08:38:53,THURSDAY,1633005533000,1633005855000,322.0,5.366666666666666,13.752,0.0," compass for hiking"," "," Shopping"," clueweb09-en0005-56-11792",true," clueweb09-en0008-38-11274",true," nr-clueweb09-en0000-08-13946",false," clueweb09-en0004-51-36222",true," clueweb09-en0010-30-23828",true," clueweb09-en0002-92-11708",true," clueweb09-en0010-39-02546",false," clueweb09-en0005-06-38711",true," clueweb09-en0008-15-13015",true," random-clueweb09-en0003-33-30335",false," clueweb09-en0000-85-13853",true," clueweb09-en0007-71-09782",false," nr-clueweb09-en0009-34-28038",false,8,0
3R868ACW5WSAGPMRX7TII7EEUTUZGZ,37M28K1J0VTMT32EJN4NMBB94E3AJD,A3PQAF45RN32NP,2021-09-30T08:43:30,THURSDAY,1633005810000,1633006019000,209.0,3.4833333333333334,32.919,0.0," All the American founding fathers"," "," History"," clueweb09-enwp00-70-18560",false," clueweb09-en0008-73-21408",true," clueweb09-en0009-21-21933",true," clueweb09-en0002-70-27071",false," clueweb09-en0004-19-29930",false," clueweb09-enwp02-26-03520",true," clueweb09-en0000-62-00906",false," clueweb09-en0009-73-20570",false," clueweb09-en0008-15-13393",false," random-clueweb09-en0009-77-38942",false," nr-clueweb09-en0006-87-29556",false," clueweb09-en0006-70-11837",false," nr-clueweb09-en0003-67-12091",false,3,0
