HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
38F60IALBKXHJ927DDFXBRQH2WTT0G,3P4RDNWNDAM1ZLLCVBW039ZSKYSIJ0,AWVLT2L5AP873,2021-10-14T16:04:57,THURSDAY,1634241897000,1634242155000,258.0,4.3,212.199,0.0," who will run in the next presidential election"," "," Politics"," clueweb09-enwp01-93-13993",true," clueweb09-en0004-35-31699",false," clueweb09-en0006-67-00438",false," clueweb09-enwp02-29-15887",false," nr-clueweb09-en0000-81-15415",false," clueweb09-en0000-23-05403",false," clueweb09-en0010-56-40032",false," random-clueweb09-en0005-94-21396",false," clueweb09-en0011-23-00816",false," clueweb09-en0002-88-24195",false," clueweb09-en0011-01-21751",false," clueweb09-en0001-41-23820",false," nr-clueweb09-en0003-45-20906",false,1,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,3HVVDCPGTJ8H3OWMBNW7R3GP8JHYTR,A14GKRTUEHBLBZ,2021-10-14T16:06:15,THURSDAY,1634241975000,1634242215000,240.0,4.0,7.397,0.0," best giftcards for amazon"," "," Shopping"," clueweb09-en0000-14-00916",false," clueweb09-en0006-73-21331",false," clueweb09-en0005-78-05227",false," clueweb09-en0001-82-18099",false," clueweb09-en0011-51-36090",false," clueweb09-en0001-75-00432",false," random-clueweb09-en0009-64-30845",false," clueweb09-en0002-17-05270",false," clueweb09-en0005-47-08103",false," clueweb09-en0006-09-22973",false," nr-clueweb09-en0001-82-18099",false," clueweb09-en0007-46-20271",false," nr-clueweb09-en0002-69-17146",false,0,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,36AHBNMV1WSAMZ0PPXWSMZY35YUDYQ,A3TUJHF9LW3M8N,2021-10-14T16:06:01,THURSDAY,1634241961000,1634242285000,324.0,5.4,14.965,0.0," Best computers for business"," "," Technology"," nr-clueweb09-en0009-88-06108",false," clueweb09-en0004-53-15111",false," clueweb09-en0006-43-04209",false," random-clueweb09-en0009-06-35915",false," clueweb09-en0005-58-14986",false," clueweb09-en0005-94-19644",true," clueweb09-en0006-43-04205",false," clueweb09-en0011-80-03546",false," clueweb09-en0002-25-16824",false," clueweb09-en0004-92-18008",false," clueweb09-en0004-49-38276",false," clueweb09-en0005-94-19645",false," nr-clueweb09-en0004-93-33956",false,1,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,3F6KKYWMNGHGA0WBIVNH5J0W1DPND7,AFU00NU09CFXE,2021-10-14T16:04:20,THURSDAY,1634241860000,1634242310000,450.0,7.5,30.226,0.0," refinishing hardword floors"," "," Home"," clueweb09-en0009-52-29019",true," clueweb09-en0006-15-22351",true," clueweb09-en0002-29-17474",true," clueweb09-en0007-78-23645",true," clueweb09-en0000-47-12908",false," clueweb09-en0002-28-23724",true," clueweb09-en0000-21-15019",true," clueweb09-en0006-33-24949",false," nr-clueweb09-en0004-69-11049",false," clueweb09-en0002-80-10155",true," random-clueweb09-en0000-87-03924",false," clueweb09-en0006-97-11532",true," nr-clueweb09-en0007-69-17701",false,8,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,3R8YZBNQ9MYLWO8T7ACC9LL5KEA7QO,A1YSYI926BBOHW,2021-10-14T16:08:51,THURSDAY,1634242131000,1634242342000,211.0,3.5166666666666666,193.538,0.0," when should kids potty train"," "," Parenting"," clueweb09-en0003-41-32152",true," nr-clueweb09-en0007-79-35212",false," clueweb09-en0004-67-24258",true," random-clueweb09-en0005-85-21121",false," clueweb09-en0005-55-19700",false," clueweb09-en0006-00-35184",false," clueweb09-en0001-80-16853",false," clueweb09-en0007-65-44679",false," clueweb09-en0011-98-07480",false," clueweb09-en0008-10-02950",true," clueweb09-en0003-41-32161",false," clueweb09-en0005-16-14700",false," nr-clueweb09-en0000-01-16524",false,3,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,3JJVG1YBEGDJ5ESL0Z0PGCCA78F5BW,A2NAKIXS3DVGAA,2021-10-14T16:12:23,THURSDAY,1634242343000,1634242368000,25.0,0.4166666666666667,10.141,0.0," Is entertainment a compound word?"," "," Entertainment"," clueweb09-en0001-50-26990",false," clueweb09-enwp01-99-13378",false," clueweb09-en0002-54-12508",false," clueweb09-en0007-27-06603",false," clueweb09-en0002-33-07394",false," clueweb09-en0002-82-08840",false," clueweb09-en0008-34-02948",false," clueweb09-en0007-16-27937",false," clueweb09-en0007-37-34359",false," nr-clueweb09-en0003-07-27555",false," clueweb09-en0005-07-38700",false," random-clueweb09-en0006-75-34429",false," nr-clueweb09-en0003-72-10790",false,0,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,39OWYR0EPP77KJELG3RIAZ1OHA9FY0,A2CWJRAEFZ44HU,2021-10-14T16:05:10,THURSDAY,1634241910000,1634242620000,710.0,11.833333333333334,23.178,0.0," birding guidebook"," "," Nature"," clueweb09-en0005-19-23519",true," clueweb09-en0011-46-24611",false," clueweb09-en0000-56-00684",false," nr-clueweb09-en0009-21-22503",false," clueweb09-en0005-74-03719",false," clueweb09-en0011-68-24134",false," clueweb09-en0004-36-31816",true," clueweb09-en0000-88-29946",false," clueweb09-en0011-96-34081",true," random-clueweb09-en0011-47-15958",false," clueweb09-en0004-17-05939",false," clueweb09-en0004-84-36211",false," nr-clueweb09-en0008-10-13400",false,3,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,3WT783CTPGX44Z10F9NXUIIKZP1CBB,AHYTT3T8W9Y9Y,2021-10-14T16:15:51,THURSDAY,1634242551000,1634242740000,189.0,3.15,22.364,0.0," mutual fund tips"," "," Economy &amp; Finance"," clueweb09-en0004-42-38327",false," nr-clueweb09-en0001-63-33861",false," clueweb09-en0007-76-05227",true," clueweb09-en0005-94-20437",true," clueweb09-en0007-20-33022",true," clueweb09-en0011-14-16017",true," clueweb09-en0002-35-06708",false," clueweb09-en0008-85-13028",true," clueweb09-en0007-42-38804",false," random-clueweb09-en0007-09-17000",false," clueweb09-en0001-13-16795",false," clueweb09-en0004-17-02944",false," nr-clueweb09-en0004-82-03075",false,5,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,3AMYWKA6YG2Z7CH89NFGE2Q9A296OH,A2QX3YJXAAHHVV,2021-10-14T16:13:59,THURSDAY,1634242439000,1634242937000,498.0,8.3,21.706,0.0," How do I heal my torn ligament?"," "," Health &amp; Wellness"," clueweb09-en0001-28-24158",true," nr-clueweb09-en0003-70-04449",false," clueweb09-en0009-11-07962",false," clueweb09-en0004-65-06163",false," clueweb09-en0003-62-19364",false," clueweb09-en0002-05-13503",false," clueweb09-en0008-16-17262",false," clueweb09-en0010-34-42133",false," clueweb09-en0002-55-15542",false," random-clueweb09-en0000-87-03924",false," clueweb09-en0004-41-04718",false," clueweb09-en0005-10-00530",false," nr-clueweb09-en0006-69-04557",false,1,0
38F60IALBKXHJ927DDFXBRQH2WTT0G,35BLDD71IBDWL6AGC4Y56SDCBZ4VZ0,ARI1EMAHUA9PO,2021-10-14T16:26:07,THURSDAY,1634243167000,1634243297000,130.0,2.1666666666666665,41.738,0.0," how much do beagles weigh"," "," Pets"," clueweb09-en0001-10-24005",false," clueweb09-en0009-43-35681",false," clueweb09-en0005-36-03008",false," clueweb09-enwp00-30-07471",false," clueweb09-en0005-51-06294",true," clueweb09-en0003-56-12079",false," clueweb09-enwp01-79-19902",false," random-clueweb09-en0011-47-15958",false," clueweb09-en0009-91-06270",false," nr-clueweb09-en0006-19-23035",false," clueweb09-en0004-83-05133",false," clueweb09-en0010-55-07065",true," nr-clueweb09-en0004-66-22781",false,2,0
