hitId,queryNum,topicNum,subQueryNum,query,hitCount,isLast,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5,workerId,mturkHitId
0,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 1 of 30 for question 1,false," <span>*** NEW QUERY ***</span> Jin's works deal with geometric structure of light, space and plane; color patches are used in layers to create the depth of viewing. Looking from the distance, those color compositions, abstractly displayed with randomness in flow, deliver a vivid image of objects depicted by the artist. Jin plays humorously with space and time to trigger a new way to see oil painting. Noted that, his works, Color Movement Series, conveys strongly a sense of surrealism and romanticism; melody from the heart is sung by the artist's interpretation of impermanence in nature and in life, and resemble in some way works by Nicolas de Stal,  a painter known for his use of a thick impasto and his highly abstract landscape painting; Jing's formation of structure may be associated with Serge Poliakoff. Philosophically pondered, Jin's artistic force comes from his endless efforts in dealing with free-spirited flow of colors arrangement, and continues to inspire an infinity of seeing and feeling from a viewer's state of mind.",CAR_01159436bbb6b05770fc0a7ee6a41f89713c6bda,0," Avant-garde theatre in France after World War I was profoundly marked by Dada and Surrealism.  The Surrealist movement was a major force in experimental writing and the international art world until the Second World War, and the surrealists' technique was particularly well-suited for poetry and theatre, most notably in the theatrical works of Antonin Artaud and Guillaume Apollinaire.",CAR_02f25338367f06185ad07182b893cfe3efbca4f8,0," La Luz de Jesus Gallery is a commercial art gallery located in Los Angeles, California.  It is closely associated with the Lowbrow Art Movement, Kustom Kulture, and pop surrealism.",CAR_05c338a64994e576c0db43dad667d8fb20d60fd0,0," Oli defines his work as Pop Surrealism, yet has distinct views on the definition of the movement, clearly separating it from Lowbrow Art. He administers the Pop Surrealism group on Flickr.com where many artists working in the field congregate to display their work.Oli Goldsmith's art is exhibited internationally and represented in Canada by Michael Thomas Gallery in Port Hope, Gallery Jones in Vancouver and Parts Gallery Toronto.",CAR_07a955cb983a296e43d3ca56810ce45299bee66a,0," And on the driving force of the LowbrowPop Surrealism art movement:",CAR_09bfd9884fc3509c54976a952e611515a27d3367,0,,
1,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 2 of 30 for question 1,false," Josh Lord (born 1972) started his career as an independent Australian artist in 1992, influenced by cultural movements and art genres including pop art, Dada and Surrealism. His paintings are a mix of all those styles and movements.",CAR_0f17d8e90834515db6d4d449fcdb589292f3e4fa,0," In contrast to other cities Munich was not much affected by the Nazi regime's banning of modern art as degenerate art, since only a few modern paintings were already collected by the Tschudi Contribution in 19051914, like the Still Life with Geraniums of Henri Matisse, the collection's first acquisition. Since 1945, however, the collection, previously exhibited in the Haus der Kunst, has grown quickly by purchase, as well as donations by individuals and several foundations. Various art movements of the 20th century are represented in the collection, including Expressionism, Fauvism, Cubism, New Objectivity, Bauhaus, Surrealism, Abstract Expressionism, Pop Art and Minimal Art.",CAR_11780d2be31605f4c48080f1046d22f824b8bcee,0," Surrealism is a cultural movement that began in the early 1920s, and is best known for its visual artworks and writings. The aim was to resolve the previously contradictory conditions of dream and reality. Artists painted unnerving, illogical scenes with photographic precision, created strange creatures from everyday objects and developed painting techniques that allowed the unconscious to express itself.",CAR_1376543f518bf8de9528204734dca7ef4f60c9b5,0," Bregeda has been often compared to Salvador Dal and other masters of the Surrealistic Genre. He positions his work in the meta-realism style with some elements of surrealism. In comparison to meta-realism, surrealism was a much broader cultural movement widely popular in the early and mid 20th century. Meta-realism can be viewed as a later Russian offshoot of surrealism with respect to the imaginative visual style. The key difference is that meta-realism primarily appeals to the superconscious - in Victors case strong Gods influence - while surrealism was heavily influenced by subconscious expression.",CAR_140862a7992e711d09c030af0a9759421982773b,0," The term modernism covers a number of related, and overlapping, artistic and literary movements, including Imagism, Symbolism, Futurism, Vorticism, Cubism, Surrealism, Expressionism, and Dada.",CAR_15422d4c3e9467bfc985d2a066204fd3fb24a239,0,,
2,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 3 of 30 for question 1,false," Woodward Gallery features emerging and established artists and shows Surrealism, Abstract Expressionism, Pop Art, Color Field painting, Minimalism, Conceptual Art, Neo-expressionism, and Street Art among other movements. The gallery has a Project Space directly across from the gallery that supports urban artists.  The Gallerys exhibition space rotates up to 6 shows a year.",CAR_15e20c36e736a64144e8a1896ad81ebe9f81bd8d,0," American Scene painting and the Social Realism and Regionalism movements that contained both political and social commentary dominated the art world in the USA. Artists like Ben Shahn, Thomas Hart Benton, Grant Wood, George Tooker, John Steuart Curry, Reginald Marsh, and others became prominent. In Latin America besides the Uruguayan painter Joaqun Torres Garca and Rufino Tamayo from Mexico, the muralist movement with Diego Rivera, David Siqueiros, Jos Orozco, Pedro Nel Gmez and Santiago Martinez Delgado and the Symbolist paintings by Frida Kahlo began a renaissance of the arts for the region, with a use of color and historic, and political messages. Frida Kahlo's Symbolist works also relate strongly to Surrealism and to the Magic Realism movement in literature. The psychological drama in many of Kahlo's self-portraits (above) underscore the vitality and relevance of her paintings to artists in the 21st century.",CAR_1728a5ae906f1ba513370aa2f17b9bd78f2543d5,0," Marcel Duchamp, came to international prominence in the wake of his notorious success at the New York City Armory Show in 1913, (soon after he denounced artmaking for chess). After Duchamp's Nude Descending a Staircase became the international cause celebre at the 1913 Armory show in New York he created the The Bride Stripped Bare by Her Bachelors, Even, Large Glass. The Large Glass pushed the art of painting to radical new limits being part painting, part collage, part construction. Duchamp became closely associated with the Dada movement that began in neutral Zurich, Switzerland, during World War I and peaked from 1916 to 1920. The movement primarily involved visual arts, literature (poetry, art manifestoes, art theory), theatre, and graphic design, and concentrated its anti war politic through a rejection of the prevailing standards in art through anti-art cultural works. Francis Picabia (see above), Man Ray, Kurt Schwitters, Tristan Tzara, Hans Richter, Jean Arp, Sophie Taeuber-Arp, along with Duchamp and many others are associated with the Dadaist movement. Duchamp and several Dadaists are also associated with Surrealism, the movement that dominated European painting in the 1920s and 1930s.In 1924 Andr Breton published the Surrealist Manifesto. The Surrealist movement in painting became synonymous with the avant-garde and which featured artists whose works varied from the abstract to the super-realist. With works on paper like Machine Turn Quickly, (above) Francis Picabia continued his involvement in the Dada movement through 1919 in Zurich and Paris, before breaking away from it after developing an interest in Surrealist art. Yves Tanguy, Ren Magritte and Salvador Dal are particularly known for their realistic depictions of dream imagery and fantastic manifestations of the imagination. Joan Mir's The Tilled Field of 19231924 verges on abstraction, this early painting of a complex of objects and figures, and arrangements of sexually active characters; was Mir's first Surrealist masterpiece. Mir's The Tilled Field also contains several parallels to Bosch's Garden of Earthly Delights: similar flocks of birds; pools from which living creatures emerge; and oversize disembodied ears all echo the Dutch master's work that Mir saw as a young painter in The Prado. The more abstract Joan Mir, Jean Arp, Andr Masson, and Max Ernst were very influential, especially in the United States during the 1940s.Throughout the 1930s, Surrealism continued to become more visible to the public at large. A Surrealist group developed in Britain and, according to Breton, their 1936 London International Surrealist Exhibition was a high water mark of the period and became the model for international exhibitions. Surrealist groups in Japan, and especially in Latin America, the Caribbean and in Mexico produced innovative and original works.",CAR_20a583f089d37ce85e0c3bd091456fc1159c8508,0," Modernist sculpture movements include Art Nouveau, Cubism, Geometric abstraction, De Stijl, Suprematism, Constructivism, Dadaism, Surrealism, Futurism, Formalism Abstract expressionism, Pop-Art, Minimalism, Postminimalism, Land art, Conceptual art, and Installation art among others.",CAR_2a5bc0603159c70ac07bc6e2b173f2d282c3d62b,0," While broadly based, the movement was unstable. By 1924 in Paris, Dada was melding into surrealism, and artists had gone on to other ideas and movements, including surrealism, social realism and other forms of modernism. Some theorists argue that Dada was actually the beginning of postmodern art.",CAR_2c07b156c409bf3aa6ebd2efb4fa1b9e68c75bbb,0,,
3,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 4 of 30 for question 1,false," He described Parade as a kind of surrealism (une sorte de surralisme) when he wrote the program note the following week, thus coining the word three years before Surrealism emerged as an art movement in Paris.",CAR_2cc0f1b9c721d0745810192fd7cc65edaaa99272,0," Post-Surrealism was an American spin on the European-born art movement of the 20th Century. Beginning in the 1930s, artists searched for a style that would differentiate themselves from the dreamlike surrealism of Europe and more sub-conscious, earlier movements of Romanticism and Modernism. This new form of Americana Dream art began in Los Angeles, California. The cities' fanciful, other-worldly architecture and extravagant city-scape provided ample inspiration for burgeoning artists. Other cities such as San Francisco, New York, and Dallas became hotbeds for these creators.",CAR_2e1ed176ecc4643947eb30cee998a11c7b2d70dc,0," Throughout the span of his life Antoni Tpies has been associated with a number movements such as Art Informel and Haute Pte or Matter Painting.  He became a part of the avant-garde group Dau al Set in 1948 which was a group that had strong ties to Surrealism.  Early works of his were surrealistic, but in 1953 he began working in abstract art.  It is here that he becomes a part of the Art Informel movement and starts working with mixed media. Art Informel in Europe was the equivalent to Abstract Expressionism in America.  This was among the most prevalent styles of art in post-war Europe.  Within this movement is the category of Matter Painting.  Its focus on the use of odd objects completely undermines the acts of traditional fine art.  Some of Tpies's most famous and original works fall within this genre.  They are characterized by his use of marble dust and clay that he mixed with his paints as well as the incorporation of found objects such as string, paper, and cloth.  In the late 1960's into the early 1970's Tpies began to be influenced by the movement of Pop Art.  Because of this he began using larger items, such as pieces of furniture, in his works.",CAR_2f86f2d2587dedda30df60cc87b5cd0f03f84985,0," 20th-century French art developed out of the Impressionism and Post-Impressionism that dominated French art at the end of the 19th century. The first half of the 20th century in France saw the even more revolutionary experiments of Cubism, Dada and Surrealism, artistic movements that would have a major impact on western, and eventually world, art. After World War II, while French artists explored such tendencies as Tachism, Fluxus and New realism, France's preeminence in the visual arts progressively became eclipsed by developments elsewhere (the United States in particular).",CAR_31b743bd021022de69ed4cb5516d4e7ee301aefd,0," In the early 20th century, during his period of cubist innovation, Pablo Picasso revolutionized the art of sculpture when he began creating his constructions fashioned by combining disparate objects and materials into one constructed piece of sculpture; Picasso reinvented the art of sculpture with his innovative use of constructing a work in three dimensions with disparate material, the sculptural equivalent of the collage in two-dimensional art. Just as collage was a radical development in two-dimensional art; so was construction a radical development in three-dimensional sculpture. The advent of Surrealism led to things occasionally being described as sculpture that would not have been so previously, such as involuntary sculpture in several senses, including coulage. In later years Picasso became a prolific potter, leading, with interest in historic pottery from around the world, to a revival of  ceramic art, with figures such as George E. Ohr and subsequently Peter Voulkos, Kenneth Price, and Robert Arneson. Marcel Duchamp originated the use of the found object (French: objet trouv) or readymade with pieces such as Fountain (1917).",CAR_331ab9a3c00ee10f6b7713654be451493d4ee2c2,0,,
4,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 5 of 30 for question 1,false," In the 1930s, art moved into a new phase with experiments in the theoretical and intellectual use of shapes and symbols while at the same time a symbolism emerged from the world of dreams. This was the basis for Concrete art and Surrealism which became the latest trend in the international Avant-garde movement. The association of Abstraction and Surrealism was pioneered by Vilhelm Bjerke-Petersen who in 1930 joined the Bauhaus School in Weimar, a key Avant-garde institution which revolutionized not just painting but architecture, sculpture, literature, theatre and dance. Bauhaus is remembered for its influence on Abstract art and Functionalist architecture and design. At the Bauhaus, Bjerke Petersen had studied under Wassily Kandinsky and Paul Klee and was thus familiar with contemporary theories of abstract art. This led to the publication in 1933 of Symboler i abstrakt kunst (Symbols in Abstract Art) which served as a manifesto for the movement in Denmark.",CAR_355d77842d4050553c2fa7e7cd694f927ff6926f,0," Francis Picabia (; born Francis-Marie Martinez de Picabia, 22January 1879  30November 1953) was a French avant-garde painter, poet and typographist. After experimenting with Impressionism and Pointillism, Picabia became associated with Cubism. His highly abstract planar compositions were colourful and rich in contrasts. He was one of the early major figures of the Dada movement in the United States and in France. He was later briefly associated with Surrealism, but would soon turn his back on the art establishment.",CAR_378cebfd1fd842160ab41af77ff5647d4983fb8d,0," Expressionism is notoriously difficult to define, in part because it overlapped with other major 'isms' of the modernist period: with Futurism, Vorticism, Cubism, Surrealism and Dada. Richard Murphy also comments: the search for an all-inclusive definition is problematic to the extent that the most challenging expressionists such as the novelist Franz Kafka, poet Gottfried Benn, and novelist Alfred Dblin were simultaneously the most vociferous anti-expressionists. What, however, can be said, is that it was a movement that developed in the early 20th century mainly in Germany in reaction to the dehumanizing effect of industrialization and the growth of cities, and that one of the central means by which expressionism identifies itself as an avant-garde movement, and by which it marks its distance to traditions and the cultural institution as a whole is through its relationship to realism and the dominant conventions of representation. More explicitly: that the expressionists rejected the ideology of realism. ",CAR_37caedbba0f05ea069e8d4e5cbb842ecf05be403,0," Surrealism is often classified as a form of Modern Art. However, the Surrealists themselves have objected to the study of surrealism as an era in art history, claiming that it oversimplifies the complexity of the movement (which they say is not an artistic movement), misrepresents the relationship of surrealism to aesthetics, and falsely characterizes ongoing surrealism as a finished, historically encapsulated era. Other forms of Modern art (some of which border on Contemporary art) include:",CAR_383af5b203a51b3035cee1cddc0dd711c368d7a1,0," The First World War generated even more radical tendencies.  The Dada movementwhich began in a caf in Switzerland in 1916came to Paris in 1920, but by 1924 the writers around Paul luard, Andr Breton, Louis Aragon and Robert Desnosheavily influenced by Sigmund Freud's notion of the unconscioushad modified dada provocation into Surrealism.  In writing and in the visual arts, and by using automatic writing, creative games (like the cadavre exquis) and altered states (through alcohol and narcotics), the surrealists tried to reveal the workings of the unconscious mind.  The group championed previous writers they saw as radical (Arthur Rimbaud, the Comte de Lautramont, Baudelaire) and promoted an anti-bourgeois philosophy (particularly with regards to sex and politics) which would later lead most of them to join the communist party.  Other writers associated with surrealism include: Jean Cocteau, Ren Crevel, Jacques Prvert, Jules Supervielle, Benjamin Pret, Philippe Soupault, Pierre Reverdy, Antonin Artaud (who revolutionized theater), Henri Michaux and Ren Char.  The surrealist movement would continue to be a major force in experimental writing and the international art world until the Second World War.",CAR_3adb53c9c9b6f29abac0851494e8fde843a65bf1,0,,
5,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 6 of 30 for question 1,false," Grandville's ability for political provocation made his work much in demand. He worked in a wide variety of formats, from his first job illustrating the parlor game Old Maid, to illustrated newspaper strips of which he was a master. His illustrations for Le Diable  Paris (The Devil In Paris; 184446) were used by Walter Benjamin for his study of that city as an urban organism. One of Grandville's supreme achievements, at a time when French printing technology was ascendant, was Les Fleurs Animes, a series of images that are both poetic and satirical. But perhaps his most original contribution to the illustrated book form was Un Autre Monde, which approaches the status of pure surrealism, despite being conceived in a pre-Freudian age. Leading members of the Surrealist movement such as Andr Breton and Georges Bataille recognised in Grandville a significant precursor and inspiration for the movement.",CAR_3adf778eb67619b7dd921b3e8850e716dedf05bb,0," Painting has continued to be a prominent form of artistic expression in Danish culture, inspired by and also influencing major international trends in this area. This includes impressionism and the modernist styles of expressionism, abstract painting and surrealism. While international co-operation and activity has almost always been essential to the Danish artistic community, influential art collectives with a firm Danish base includes De Tretten (19091912), Linien (1930s and 1940s), COBRA (194851), Fluxus (1960s and 1970s), De Unge Vilde (1980s) and more recently Superflex (founded in 1993). Most Danish painters of modern times has also been very active with other forms of artistic expressions, such as sculpting, ceramics, art installations, activism, film and experimental architecture. Notable Danish painters from modern times representing various art movements includes Theodor Philipsen (18401920, impressionism and naturalism), Anna Klindt Srensen (18991985, expressionism), Franciska Clausen (18991986, Neue Sachlichkeit, cubism, surrealism and others), Henry Heerup (19071993, naivism), Robert Jacobsen (19121993, abstract painting), Carl Henning Pedersen (19132007, abstract painting), Asger Jorn (19141973, Situationist, abstract painting), Bjrn Wiinblad (19182006, art deco, orientalism), Per Kirkeby (b. 1938, neo-expressionism, abstract painting), Per Arnoldi (b. 1941, pop art), Michael Kvium (b. 1955, neo-surrealism) and Simone Aaberg Krn (b. 1969, superrealism).",CAR_3e2fa5a1562425d2e532238b02b70bcd553d9574,0," Lowbrow is also commonly referred to as pop surrealism. The term pop surrealism was coined by The Aldrich Contemporary Art Museum for its 1998 exhibit of the same name. The exhibit featured work by over seventy artists, including Gregory Crewdson, Mariko Mori, Ashley Bickerton, Art Spiegelman, Tony Oursler, and Cindy Sherman, and was memorialized in the 1999 book of the same name. Reviewing the exhibition for ArtForum, Steven Henry Madoff wrote: The mutant sensibility at work in this droll, smartly curated exhibition proposes the marriage of Surrealism's dream-laden fetish for the body eroticized and grotesque and Pop art's celebration of the shallower, corrosively bright world given over the packaged good. The New York Times said of the exhibit at first, Surrealism and popular culture would seem to be oil and water. Surrealism mines dreams and the unconscious, while popular culture is concerned with surface and commonplaces. But in recent years they have been brought together in exhibitions concerned with proving that High and Low are related. Kirsten Anderson, who edited a second book called Pop Surrealism, considers lowbrow and pop surrealism to be related but distinct movements. However, Matt Dukes Jordan, author of Weirdo Deluxe, views the terms as interchangeable.",CAR_3eaba661b52c52446792a3a0eeb1ecbbaaa07d3d,0," Sadeghi has been artistically active in the past 60 years. His style is a kind of Iranian surrealism, based on Iranian forms and compositions of traditional paintings, the use of Iranian iconography, and the use of Persian cultural motifs, signs and myths, full of movement and action, in prominent and genuine oil colours, in large frames, very personal, reminiscent of epic traditional Persian paintings and illustrations, with a conspicuous mythical style. He initiated a special style in Persian painting, influenced by Coffee House painting, iconography, and traditional Iranian portrait painting, following the Qajar tradition  a mixture of a kind of surrealism, influenced by the art of stained glass.",CAR_3fd35d9742331543148a47b6f9e3329ef9d31f87,0," Hartal maintains that throughout history, art has alternated between the opposing poles of the Apollonian and the Dionysian, the rational and the emotional, swinging on the pendulum of the creative process. Thus he proposes that the aesthetic styles of the Greco-Roman world and of the Renaissance are basically harmonious, both valuing the geometrical and conceptual, while both Gothic and Baroque art are characterized by sinuosity, passion, and lyricism. Similarly, regarding Modern Art movements, he theorizes that Impressionism, Fauvism, Dada, and Surrealism all derive from the irrational impulses of the human psyche, whereas movements such as Cubism, De Stijl, Constructivism, and Geometric Abstraction are more closely related to the rational realm of creativity.",CAR_423f2905aad4006adab19202a6ba63fab7a82c59,0,,
6,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 7 of 30 for question 1,false," Sharif graduated in 1984 and set about staging the first exhibitions of contemporary art in the Emirates. He founded Al Marijah Art Atelier in Sharjah in 1984, a meeting place for a generation of young artists in the country, and assembled several interventions around the city including One Day Exhibition (1985) and an impromptu exhibition in the citys central market. In this period, Sharif also penned numerous articles in the UAEs nascent press about the history of art and translated into Arabic excerpts of 20th Century art manifestos and texts (notably about Post-Impressionism, Cubism, Abstract Expressionism, Orphism, Futurism, Dada and Surrealism, Constructivism, Fluxus, Arte Povera, Minimalism and Conceptual Art) so as to provoke a local engagement and show that his work is grounded in a discourse. I didnt only make art but I made my audience too. I had to contextualise what I was doing.",CAR_461cdea6703db7616e1e8c19e3c2dd976f2f16d5,0," His art collection includes works from lowbrow and pop-surrealism artists Basquiat, Ron English, Shepard Fairey, Kenny Von Dutch Howard and Ed Big Daddy Roth.",CAR_511cd17ab8fbd3eabc60b5b930a8efe7bf1a27ff,0," During the years between 1910 and the end of World War I and after the heyday of cubism, several movements emerged in Paris. Giorgio De Chirico moved to Paris in July 1911, where he joined his brother Andrea (the poet and painter known as Alberto Savinio). Through his brother he met Pierre Laprade a member of the jury at the Salon d'Automne, where he exhibited three of his dreamlike works: Enigma of the Oracle, Enigma of an Afternoon and Self-Portrait. During 1913 he exhibited his work at the Salon des Indpendants and Salon d'Automne, his work was noticed by Pablo Picasso and Guillaume Apollinaire and several others. His compelling and mysterious paintings are considered instrumental to the early beginnings of Surrealism. (see gallery) During the first half of the 20th century in Europe masters like Georges Braque, Andr Derain, and Giorgio De Chirico continued painting independent of any movement.",CAR_523eb9ab46eb81145ad2108179d237d33fd6f1d4,0," Completely self-taught, Murdoch has developed his own style, and is recognized as the pioneer of a new movement of art: Aboriginal Op Art Surrealism. The style is described as a combination of indigenous dot painting and op art illusions with surreal qualities.",CAR_5299aaf9b50f3e2a9707e80f39a3d59b18a0b996,0," The French poet and founder of Surrealism, Andr Breton, after visiting Mexico in 1938, proclaimed it to be the surrealist country par excellence. Surrealism, an artistic movement originating in post-World War I Europe, strongly impacted the art of Latin America. This is where the mestizo culture, the legacy of European conquer over indigenous peoples, embodies contradiction, a central value of Surrealism.",CAR_579ca0eac2056637469e7f695ec1cba71e3268a5,0,,
7,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 8 of 30 for question 1,false," In the first two decades of the 20th century and after cubism, several other important movements emerged; Futurism (Balla), Abstract art (Kandinsky) Der Blaue Reiter (Wassily Kandinsky and  Franz Marc), Bauhaus (Kandinsky and Klee), Orphism, (Delaunay and Kupka), Synchromism (Russell), De Stijl (van Doesburg and Mondrian), Suprematism (Malevich), Constructivism (Tatlin), Dadaism (Duchamp, Picabia and Arp), and Surrealism (de Chirico, Andr Breton, Mir, Magritte, Dal and Ernst).  Modern painting influenced all the visual arts, from Modernist architecture and design, to avant-garde film, theatre and modern dance and became an experimental laboratory for the expression of visual experience, from photography and concrete poetry to advertising art and fashion. Van Gogh's painting exerted great influence upon 20th-century Expressionism, as can be seen in the work of the Fauves, Die Brcke (a group led by German painter Ernst Kirchner), and the Expressionism of Edvard Munch, Egon Schiele, Marc Chagall, Amedeo Modigliani, Chaim Soutine and others.",CAR_599a3f4e11c8e09db6f5270ab13b601a37f939c2,0," There is no clear consensus about the end, or if there was an end, to the Surrealist movement. Some art historians suggest that World War II effectively disbanded the movement. However, art historian Sarane Alexandrian (1970) states, the death of Andr Breton in 1966 marked the end of Surrealism as an organized movement. There have also been attempts to tie the obituary of the movement to the 1989 death of Salvador Dal.",CAR_5ec0076a04f8130f57f34c2de42c3f8e47e11233,0," Jin's works deal with geometric structure of light, space and plane; color patches are used in layers to create the depth of viewing. Looking from the distance, those color compositions, abstractly displayed with randomness in flow, deliver a vivid image of objects depicted by the artist. Jin plays humorously with space and time to trigger a new way to see oil painting. Noted that, his works, Color Movement Series, conveys strongly a sense of surrealism and romanticism; melody from the heart is sung by the artist's interpretation of impermanence in nature and in life, and resemble in some way works by Nicolas de Stal,  a painter known for his use of a thick impasto and his highly abstract landscape painting; Jing's formation of structure may be associated with Serge Poliakoff. Philosophically pondered, Jin's artistic force comes from his endless efforts in dealing with free-spirited flow of colors arrangement, and continues to inspire an infinity of seeing and feeling from a viewer's state of mind.",CAR_01159436bbb6b05770fc0a7ee6a41f89713c6bda,0," The programming of the museum is guided by the rotation of various artistic movements that integrate the collection of works from the collection valued by the auction house Christie's at 316 million. The museum's collection is representative of the fine arts of the 20th century and early 21st century, especially European and American art. The collection covers major movements from surrealism to pop art, hyper-realism, minimalist art to conceptual art, presented in various media. It covers Portuguese modern and contemporary art in particular.",CAR_5fcb2138353afe51c4e5dc7d1a0a73fbd6017d0b,0," Avant-garde movements that have emphasized audience participation include Futurism, Dadaism, Surrealism, Situationism, Pop art, Neo-concretism, and the Theatre of the Oppressed. By inviting the audience to participate in the creation of media, collaborators look to subvert or critique hierarchical structures of power (capitalism, the ivory tower) within society by embracing democratic modes of production. Strategies that involve the input or collaboration of all stakeholders often result in less formally 'correct' aesthetics.",CAR_641eb687139520b8b60291546fddcd9b32199941,0,,
8,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 9 of 30 for question 1,false," Surrealism developed out of the Dada activities of World War I and the most important center of the movement was Paris. From the 1920s onward, the movement spread around the globe, eventually affecting the visual arts, literature, film and music of many countries and languages, as well as political thought and practice, philosophy and social theory.",CAR_6d53bc92b2e35a2005464c1d900973cf76839dcd,0," William Johnstone (18971981) was one of the artists most closely associated with the Scottish Renaissance, an attempt to introduce modernism into art and to create a distinctive national art. He studied cubism, surrealism and was introduced to new American art by his wife the sculptor Flora Macdonald. He moved towards abstraction, attempting to utilise aspects of landscape, poetry and Celtic art. His most significant work, A Point in Time (192938), has been described by art historian Duncan Macmillan as one of the most important Scottish pictures of the century and one of the most remarkable pictures by any British painter in the period. Stanley Cursiter (18871976) was influenced by the Celtic revival, post-impressionism and Futurism. Later in his career he became a major painter of the coastline of this native Orkney. Other artists strongly influenced by modernism included James McIntosh Patrick (190798) and Edward Baird (190449). Both trained in Glasgow, but spent most of their careers in and around their respective native cities of Dundee and Montrose. Both were influenced by surrealism and the work of Bruegel and focused on landscape, as can be seen in McIntosh Patrick's Traquair House (1938) and more overtly in Baird's The Birth of Venus (1934).",CAR_70c5452f347efc883a8b51f1538306cdec96bb8f,0," The use of Zaum peaked from 1916 to 1920 during World War I. At this time, Zaumism took root as a movement primarily involved in visual arts, literature, poetry, art manifestoes, art theory, theatre, and graphic design, and concentrated its anti war politic through a rejection of the prevailing standards in art through anti-art cultural works. Zaum activities included public gatherings, demonstrations, and publications. The movement influenced later styles, Avant-garde and downtown music movements, and groups including surrealism, nouveau ralisme, Pop Art and Fluxus.",CAR_71f1c18cdf86e974ebdbac5c2721195b6093d3a6,0," Despite a heavy Birmingham presence also at del Renzio's November 1942 Surrealism exhibition, Maddox and Robert Melville split from del Renzio over their associations with the New Apocalyptics movement and its Birmingham-based pioneer Henry Treece. Partly as a result of this the Birmingham group sided strongly and decisively with Mesens when he in turn split acrimoniously with del Renzio over the leadership of the Surrealist Group in England in 1944.",CAR_72dc0248eff0cf08bfd760ace335f2d43cd570fc,0," In the 1960s Lettrist, Lettrist-influenced works and Isidore Isou gained a great deal of respect in France. The influential writer Guy Debord the artist Gil J. Wolman and the writer and artist Gabriel Pomerand worked with Isou. Debord and Wolman later broke away to form the Lettrist International, which later merged with the International Movement for an Imaginist Bauhaus, and the London Psychogeographical Association to form the Situationist International, a dissident revolutionary group. In this new form using means acquired over the course of a decade prior, Lettrist art exerted a profound influence upon the posters, barricades, even designs for clothing in the attempted revolution of 1968. Although it had seemed a highly self-contained art in the post-war period, in 1968 it  became more deeply involved in active social change than such movements as Existentialism and Surrealism, and came closer to producing actual transformation than these movements.",CAR_73088a6d7d503b859a08b237fe9948a864cd1368,0,,
9,62_1,62,1," <span>What is the Surrealism movement in art?</span>",HIT number 10 of 30 for question 1,false," What is Art?, Shanxi Art Museum, Xian, China",CAR_7311d5ec93e250eea82b1d8bf0325bb955c02d04,0," Dada activities included public gatherings, demonstrations, and publication of artliterary journals; passionate coverage of art, politics, and culture were topics often discussed in a variety of media. Key figures in the movement included Hugo Ball, Emmy Hennings, Hans Arp, Raoul Hausmann, Hannah Hch, Johannes Baader, Tristan Tzara, Francis Picabia, Richard Huelsenbeck, Georg Grosz, John Heartfield, Marcel Duchamp, Beatrice Wood, Kurt Schwitters, and Hans Richter, among others. The movement influenced later styles like the avant-garde and downtown music movements, and groups including surrealism, Nouveau ralisme, pop art and Fluxus.",CAR_742b97b3f309164013404c538110908000cd4227,0," Avant-garde theatre in France after World War I was profoundly marked by Dada and Surrealism.  The Surrealist movement was a major force in experimental writing and the international art world until the Second World War, and the surrealists' technique was particularly well-suited for poetry and theatre, most notably in the theatrical works of Antonin Artaud and Guillaume Apollinaire.",CAR_02f25338367f06185ad07182b893cfe3efbca4f8,0," Modernist sculpture movements include Cubism, Geometric abstraction, De Stijl, Suprematism, Constructivism, Dadaism, Surrealism, Futurism, Formalism Abstract expressionism, Pop-Art, Minimalism, Land art, and Installation art among others.",CAR_74d8ceb7b9ccf948385a2a9bb872ea89e736811e,0," Joe Ledbetter (born 1977) is an American artist and art toy designer from Los Angeles (also known as JLed). He is considered part of the Pop Surrealism, Lowbrow Art Movement and Art and Designer Toys movement.",CAR_77ad11d14b6e80820d95a84537bb62d2259c21fb,0,,
